"LIST-ID","occups_cats"
"187562","Building"
"187574","Finance"
"187597","Education"
"187600","Food-Production"
"187600","Food-Production"
"187710","Metal-Working"
"187716","Building"
"187877","Performing Arts"
"187877","Performing Arts"
"187913","Miscellaneous Services"
"187913","Miscellaneous Services"
"188059","Performing Arts"
"188331","Plastic Arts"
"188440","Retail"
"188440","Retail"
"188440","Retail"
"188441","Performing Arts"
"188451","Managerial"
"188454","Building"
"188454","Managerial"
"188457","Retail"
"188524","Managerial"
"188553","Managerial"
"188553","Managerial"
"188556","Managerial"
"188778","Retail"
"188779","Transport"
"188779","Finance"
"188779","Retail"
"188779","Food-Retail"
"188779","Miscellaneous Services"
"188779","Food-Production"
"188780","Food-Production"
"188835","Performing Arts"
"188921","Metal-Working"
"188995","Building"
"188995","Building"
"188996","Building"
"189000","Managerial"
"189003","Food-Production"
"189067","Food-Retail"
"189105","Education"
"189112","Miscellaneous Services"
"189178","Metal-Working"
"189253","Transport"
"189320","Performing Arts"
"189445","Finance"
"189676","Managerial"
"189676","Managerial"
"189676","Metal-Working"
"189676","Metal-Working"
"189714","Building"
"189717","Building"
"189733","Building"
"189946","Unclassified"
"189967","Unclassified"
"189973","Food-Production"
"189975","Unclassified"
"189976","Unclassified"
"190052","Education"
"190140","Managerial"
"190149","Retail"
"190152","Managerial"
"190163","Miscellaneous Services"
"190179","Performing Arts"
"190269","Building"
"190277","Transport"
"190279","Transport"
"190284","Retail"
"190284","Managerial"
"190297","Transport"
"190297","Transport"
"190297","Metal-Working"
"190297","Managerial"
"190298","Transport"
"190298","Transport"
"190298","Transport"
"190317","Transport"
"190321","Building"
"190321","Metal-Working"
"190321","Unclassified"
"190324","Education"
"190325","Managerial"
"190325","Transport"
"190327","Retail"
"190327","Managerial"
"190327","Transport"
"190327","Building"
"190327","Retail"
"190327","Transport"
"190327","Metal-Working"
"190327","Miscellaneous Services"
"190327","Transport"
"190327","Metal-Working"
"190327","Metal-Working"
"190327","Household Goods"
"190327","Transport"
"190327","Food-Production"
"190327","Food-Production"
"190327","Food-Retail"
"190327","Managerial"
"190327","Retail"
"190327","Miscellaneous Services"
"190327","Education"
"190328","Unclassified"
"190329","Transport"
"190330","Transport"
"190331","Miscellaneous Services"
"190362","Metal-Working"
"190415","Metal-Working"
"190494","Metal-Working"
"190495","Metal-Working"
"190548","Metal-Working"
"190581","Transport"
"190581","Metal-Working"
"190581","Finance"
"190581","Retail"
"190583","Retail"
"190661","Metal-Working"
"190662","Metal-Working"
"190764","Clothing"
"190799","Retail"
"190819","Metal-Working"
"190833","Metal-Working"
"190887","Metal-Working"
"190891","Metal-Working"
"191004","Miscellaneous Services"
"191087","Performing Arts"
"191095","Unclassified"
"191100","Transport"
"191101","Transport"
"191102","Transport"
"191188","Metal-Working"
"191214","Retail"
"191242","Food-Production"
"191265","Unclassified"
"191269","Managerial"
"191269","Education"
"191270","Retail"
"191274","Unclassified"
"191276","Unclassified"
"191287","Retail"
"191296","Miscellaneous Services"
"191296","Miscellaneous Services"
"191297","Miscellaneous Services"
"191298","Building"
"191299","Performing Arts"
"191362","Managerial"
"191399","Managerial"
"191452","Education"
"191459","Unclassified"
"191509","Miscellaneous Services"
"191509","Miscellaneous Services"
"191684","Education"
"191729","Managerial"
"191802","Plastic Arts"
"191816","Managerial"
"191819","Performing Arts"
"191828","Metal-Working"
"191851","Retail"
"191851","Finance"
"191851","Food-Production"
"191870","Education"
"191870","Education"
"191941","Managerial"
"191942","Managerial"
"192128","Metal-Working"
"192293","Finance"
"192315","Managerial"
"192316","Managerial"
"192335","Finance"
"192403","Food-Production"
"192419","Managerial"
"192420","Education"
"192420","Education"
"192424","Performing Arts"
"192424","Performing Arts"
"192425","Managerial"
"192430","Transport"
"192432","Performing Arts"
"192434","Managerial"
"192449","Food-Retail"
"192481","Retail"
"192525","Metal-Working"
"192645","Managerial"
"192657","Finance"
"192657","Finance"
"192657","Managerial"
"192658","Finance"
"192680","Clothing"
"192822","Performing Arts"
"192822","Performing Arts"
"192822","Managerial"
"192822","Managerial"
"192822","Performing Arts"
"192823","Managerial"
"192823","Unclassified"
"192824","Managerial"
"192824","Managerial"
"192827","Finance"
"192845","Clothing"
"192880","Unclassified"
"192937","Managerial"
"192952","Building"
"192990","Education"
"192996","Metal-Working"
"192996","Managerial"
"192996","Unclassified"
"192999","Retail"
"193038","Metal-Working"
"193099","Managerial"
"193099","Managerial"
"193123","Fuel / Raw material"
"193128","Fuel / Raw material"
"193133","Food-Retail"
"193133","Fuel / Raw material"
"193136","Fuel / Raw material"
"193138","Food-Retail"
"193142","Food-Retail"
"193176","Metal-Working"
"193176","Managerial"
"193176","Managerial"
"193176","Managerial"
"193181","Performing Arts"
"193182","Managerial"
"193363","Managerial"
"193363","Retail"
"193363","Retail"
"193363","Education"
"193366","Miscellaneous Services"
"193388","Managerial"
"193389","Managerial"
"193392","Miscellaneous Services"
"193466","Managerial"
"193475","Managerial"
"193499","Transport"
"193511","Education"
"193521","Education"
"193523","Building"
"193524","Building"
"193546","Building"
"193550","Unclassified"
"193551","Unclassified"
"193552","Unclassified"
"193553","Unclassified"
"193554","Unclassified"
"193555","Unclassified"
"193556","Unclassified"
"193557","Unclassified"
"193558","Unclassified"
"193559","Unclassified"
"193574","Miscellaneous Services"
"193575","Miscellaneous Services"
"193576","Miscellaneous Services"
"193612","Plastic Arts"
"193614","Education"
"193621","Education"
"193622","Education"
"193623","Education"
"193624","Education"
"193625","Education"
"193626","Education"
"193626","Education"
"193793","Managerial"
"193812","Education"
"193817","Education"
"193849","Managerial"
"193850","Managerial"
"193850","Managerial"
"193850","Managerial"
"193850","Managerial"
"193851","Managerial"
"193852","Managerial"
"193852","Managerial"
"193852","Managerial"
"193852","Managerial"
"193853","Managerial"
"193854","Managerial"
"193856","Managerial"
"193882","Unclassified"
"193883","Education"
"193913","Miscellaneous Services"
"194000","Managerial"
"194047","Finance"
"194084","Food-Production"
"194099","Managerial"
"194099","Managerial"
"194102","Education"
"194103","Finance"
"194105","Miscellaneous Services"
"194159","Education"
"195045","Finance"
"195047","Education"
"195416","Miscellaneous Services"
"195483","Managerial"
"195483","Food-Production"
"195525","Performing Arts"
"195703","Managerial"
"195771","Managerial"
"195776","Managerial"
"195776","Managerial"
"195779","Unclassified"
"195783","Managerial"
"195783","Unclassified"
"195791","Unclassified"
"195799","Clothing"
"195801","Performing Arts"
"195903","Education"
"195931","Managerial"
"195935","Unclassified"
"196010","Building"
"196032","Managerial"
"196032","Managerial"
"196039","Miscellaneous Services"
"196116","Miscellaneous Services"
"196141","Retail"
"196308","Household Goods"
"196406","Household Goods"
"196455","Finance"
"196468","Household Goods"
"196578","Building"
"196583","Building"
"196592","Metal-Working"
"196594","Building"
"196596","Managerial"
"196596","Managerial"
"196598","Household Goods"
"196598","Education"
"196602","Transport"
"196602","Finance"
"196602","Miscellaneous Services"
"196606","Managerial"
"196608","Clothing"
"196610","Managerial"
"196611","Household Goods"
"196614","Miscellaneous Services"
"196615","Managerial"
"196619","Building"
"196625","Transport"
"196625","Transport"
"196627","Building"
"196634","Building"
"196634","Miscellaneous Services"
"196646","Building"
"196648","Building"
"196650","Building"
"196651","Metal-Working"
"196665","Metal-Working"
"196667","Building"
"196670","Building"
"196671","Transport"
"196671","Transport"
"196672","Building"
"196689","Transport"
"196702","Retail"
"196703","Retail"
"196703","Finance"
"196703","Miscellaneous Services"
"196705","Building"
"196706","Retail"
"196706","Retail"
"196708","Metal-Working"
"196710","Transport"
"196711","Managerial"
"196711","Unclassified"
"196712","Retail"
"196712","Managerial"
"196712","Managerial"
"196712","Managerial"
"196712","Miscellaneous Services"
"196712","Education"
"196713","Food-Production"
"196720","Managerial"
"196722","Transport"
"196722","Transport"
"196724","Education"
"196727","Managerial"
"196767","Transport"
"196768","Transport"
"196769","Transport"
"196771","Transport"
"196771","Managerial"
"196772","Finance"
"196772","Finance"
"196773","Building"
"196774","Managerial"
"196774","Managerial"
"196790","Clothing"
"196791","Building"
"196793","Building"
"196794","Managerial"
"196794","Managerial"
"196794","Managerial"
"196794","Managerial"
"196795","Building"
"196800","Building"
"196801","Retail"
"196801","Transport"
"196801","Miscellaneous Services"
"196807","Building"
"196808","Unclassified"
"196809","Building"
"196810","Metal-Working"
"196813","Managerial"
"196817","Retail"
"196817","Transport"
"196817","Managerial"
"196817","Managerial"
"196817","Miscellaneous Services"
"196822","Building"
"196826","Food-Retail"
"196832","Building"
"196838","Building"
"196848","Transport"
"196853","Building"
"196853","Household Goods"
"196853","Education"
"196858","Transport"
"196858","Transport"
"196859","Performing Arts"
"196859","Education"
"196864","Unclassified"
"196865","Managerial"
"196868","Managerial"
"196868","Retail"
"196868","Miscellaneous Services"
"196869","Managerial"
"196869","Building"
"196869","Miscellaneous Services"
"196872","Transport"
"196874","Building"
"196875","Building"
"196876","Transport"
"196877","Metal-Working"
"196877","Managerial"
"196878","Building"
"196878","Building"
"196878","Food-Production"
"196878","Education"
"196879","Metal-Working"
"196879","Food-Retail"
"196879","Managerial"
"196879","Managerial"
"196879","Transport"
"196899","Managerial"
"196900","Retail"
"196908","Metal-Working"
"196918","Building"
"196918","Education"
"196919","Building"
"196919","Education"
"196921","Managerial"
"196924","Building"
"196929","Building"
"196929","Retail"
"196929","Food-Retail"
"196929","Food-Retail"
"196929","Managerial"
"196930","Managerial"
"196930","Managerial"
"196937","Retail"
"196937","Miscellaneous Services"
"196944","Unclassified"
"196945","Managerial"
"196945","Unclassified"
"196947","Transport"
"196957","Managerial"
"196964","Metal-Working"
"196964","Clothing"
"196965","Miscellaneous Services"
"196967","Clothing"
"197458","Water-Management"
"197522","Household Goods"
"197615","Household Goods"
"197827","Food-Production"
"198072","Miscellaneous Services"
"198304","Managerial"
"198351","Retail"
"198352","Miscellaneous Services"
"198354","Managerial"
"198354","Transport"
"198354","Retail"
"198354","Metal-Working"
"198354","Retail"
"198356","Transport"
"198356","Transport"
"198356","Transport"
"198357","Metal-Working"
"198378","Education"
"198407","Building"
"198412","Transport"
"198489","Food-Production"
"198494","Transport"
"198549","Retail"
"198551","Managerial"
"198555","Retail"
"198556","Transport"
"198559","Managerial"
"198560","Managerial"
"198604","Retail"
"198604","Miscellaneous Services"
"198610","Retail"
"198610","Miscellaneous Services"
"198611","Performing Arts"
"198612","Managerial"
"198616","Building"
"198628","Building"
"198642","Food-Production"
"198643","Metal-Working"
"198643","Unclassified"
"198644","Food-Production"
"198644","Food-Production"
"198650","Managerial"
"198651","Managerial"
"198665","Managerial"
"198666","Managerial"
"198669","Miscellaneous Services"
"198959","Metal-Working"
"199100","Metal-Working"
"199261","Miscellaneous Services"
"199380","Transport"
"199380","Managerial"
"199386","Transport"
"199386","Transport"
"199392","Retail"
"199392","Food-Retail"
"199396","Education"
"199397","Managerial"
"199399","Building"
"199400","Building"
"199400","Managerial"
"199400","Managerial"
"199400","Education"
"199402","Unclassified"
"199403","Unclassified"
"199404","Building"
"199405","Building"
"201211","Metal-Working"
"201928","Building"
"202027","Retail"
"202027","Miscellaneous Services"
"202376","Food-Retail"
"202378","Retail"
"202379","Miscellaneous Services"
"202381","Managerial"
"202392","Unclassified"
"202405","Managerial"
"202427","Food-Production"
"202467","Food-Production"
"202481","Building"
"202489","Retail"
"202489","Miscellaneous Services"
"202492","Metal-Working"
"202493","Education"
"202497","Transport"
"202502","Food-Retail"
"202616","Retail"
"202618","Managerial"
"202635","Miscellaneous Services"
"202712","Building"
"202961","Food-Production"
"202966","Building"
"203374","Transport"
"203375","Transport"
"203376","Transport"
"203386","Building"
"203546","Clothing"
"203547","Clothing"
"203616","Finance"
"203617","Metal-Working"
"203619","Miscellaneous Services"
"203621","Metal-Working"
"203622","Performing Arts"
"203625","Food-Production"
"203627","Metal-Working"
"203630","Household Goods"
"203658","Transport"
"203669","Household Goods"
"203683","Food-Production"
"203683","Retail"
"203691","Metal-Working"
"203691","Clothing"
"203724","Managerial"
"203727","Managerial"
"203727","Managerial"
"203727","Miscellaneous Services"
"203727","Building"
"203736","Managerial"
"203743","Education"
"203744","Managerial"
"203745","Managerial"
"203761","Unclassified"
"203762","Unclassified"
"203772","Managerial"
"203772","Managerial"
"203772","Managerial"
"203775","Metal-Working"
"203777","Performing Arts"
"203777","Performing Arts"
"203781","Unclassified"
"203787","Performing Arts"
"203788","Unclassified"
"203794","Building"
"203802","Building"
"203808","Building"
"203810","Managerial"
"203814","Performing Arts"
"203814","Managerial"
"203814","Managerial"
"203815","Performing Arts"
"203820","Unclassified"
"203829","Miscellaneous Services"
"203831","Miscellaneous Services"
"203833","Metal-Working"
"203834","Miscellaneous Services"
"204140","Building"
"204246","Managerial"
"204247","Managerial"
"204248","Managerial"
"204443","Miscellaneous Services"
"204475","Plastic Arts"
"204553","Metal-Working"
"204576","Food-Production"
"204597","Metal-Working"
"204718","Food-Production"
"204719","Building"
"204805","Miscellaneous Services"
"205273","Building"
"205292","Food-Production"
"205292","Miscellaneous Services"
"205386","Retail"
"205423","Food-Production"
"205534","Transport"
"205534","Building"
"205539","Food-Production"
"205544","Retail"
"205547","Transport"
"205552","Miscellaneous Services"
"205587","Retail"
"205649","Managerial"
"205682","Miscellaneous Services"
"205732","Food-Production"
"205765","Metal-Working"
"205799","Miscellaneous Services"
"205809","Retail"
"205827","Managerial"
"205881","Retail"
"205894","Food-Production"
"205939","Clothing"
"205962","Food-Production"
"206041","Building"
"206050","Building"
"206253","Water-Management"
"206287","Performing Arts"
"206289","Performing Arts"
"206290","Performing Arts"
"206294","Performing Arts"
"206299","Food-Production"
"206305","Performing Arts"
"206308","Performing Arts"
"206309","Performing Arts"
"206310","Performing Arts"
"206311","Performing Arts"
"206313","Performing Arts"
"206832","Food-Production"
"206942","Food-Production"
"206943","Food-Production"
"207017","Miscellaneous Services"
"207088","Managerial"
"207407","Miscellaneous Services"
"207720","Managerial"
"207727","Managerial"
"207787","Managerial"
"207807","Miscellaneous Services"
"207807","Miscellaneous Services"
"207807","Performing Arts"
"208232","Clothing"
"208437","Retail"
"208900","Food-Retail"
"208954","Clothing"
"208956","Clothing"
"208980","Miscellaneous Services"
"208990","Managerial"
"209139","Metal-Working"
"209317","Performing Arts"
"209318","Performing Arts"
"209319","Performing Arts"
"209319","Performing Arts"
"209382","Miscellaneous Services"
"209573","Miscellaneous Services"
"209585","Clothing"
"209591","Clothing"
"209593","Clothing"
"209769","Miscellaneous Services"
"209770","Miscellaneous Services"
"209829","Performing Arts"
"209829","Miscellaneous Services"
"209832","Performing Arts"
"209887","Miscellaneous Services"
"209891","Finance"
"210183","Building"
"210221","Building"
"210761","Miscellaneous Services"
"210819","Performing Arts"
"210825","Miscellaneous Services"
"210827","Miscellaneous Services"
"211913","Miscellaneous Services"
"212026","Food-Production"
"212053","Food-Production"
"212311","Unclassified"
"212349","Education"
"212437","Food-Retail"
"212448","Food-Production"
"212725","Clothing"
"212867","Miscellaneous Services"
"213034","Clothing"
"213212","Performing Arts"
"213220","Performing Arts"
"213221","Miscellaneous Services"
"213223","Performing Arts"
"213223","Performing Arts"
"213224","Performing Arts"
"213346","Clothing"
"213555","Clothing"
"213586","Clothing"
"214029","Managerial"
"214034","Miscellaneous Services"
"214192","Miscellaneous Services"
"214596","Miscellaneous Services"
"214716","Miscellaneous Services"
"215453","Miscellaneous Services"
"215490","Performing Arts"
"215499","Performing Arts"
"215501","Performing Arts"
"215505","Performing Arts"
"215510","Performing Arts"
"215511","Performing Arts"
"215512","Performing Arts"
"215513","Performing Arts"
"215517","Performing Arts"
"215518","Performing Arts"
"215525","Performing Arts"
"215692","Performing Arts"
"215815","Food-Production"
"215815","Retail"
"215815","Retail"
"215971","Performing Arts"
"216286","Plastic Arts"
"216324","Performing Arts"
"216324","Performing Arts"
"216325","Performing Arts"
"216329","Retail"
"216333","Unclassified"
"216334","Unclassified"
"216342","Managerial"
"216342","Unclassified"
"216358","Clothing"
"216390","Building"
"216401","Unclassified"
"216419","Finance"
"216421","Building"
"216450","Miscellaneous Services"
"216517","Unclassified"
"216618","Transport"
"216630","Education"
"216631","Performing Arts"
"216631","Performing Arts"
"216631","Performing Arts"
"216631","Performing Arts"
"217085","Household Goods"
"217275","Retail"
"217667","Building"
"217688","Miscellaneous Services"
"217688","Performing Arts"
"217868","Metal-Working"
"217907","Performing Arts"
"218382","Metal-Working"
"218480","Clothing"
"218562","Finance"
"218571","Miscellaneous Services"
"218610","Miscellaneous Services"
"218613","Building"
"218613","Food-Production"
"218627","Managerial"
"218628","Managerial"
"218633","Managerial"
"218634","Managerial"
"218635","Managerial"
"218645","Performing Arts"
"218653","Miscellaneous Services"
"218664","Building"
"218686","Miscellaneous Services"
"218687","Miscellaneous Services"
"218691","Miscellaneous Services"
"218692","Building"
"218735","Unclassified"
"218760","Miscellaneous Services"
"218761","Education"
"218768","Miscellaneous Services"
"218769","Metal-Working"
"218774","Miscellaneous Services"
"218778","Building"
"218783","Miscellaneous Services"
"218785","Retail"
"218792","Building"
"218794","Managerial"
"218794","Managerial"
"218795","Building"
"218795","Building"
"218802","Retail"
"218804","Managerial"
"218804","Managerial"
"218809","Managerial"
"218810","Unclassified"
"218818","Managerial"
"218818","Managerial"
"218824","Food-Production"
"218826","Managerial"
"218852","Managerial"
"218863","Retail"
"218864","Building"
"218906","Metal-Working"
"218907","Miscellaneous Services"
"218912","Building"
"218913","Building"
"218916","Performing Arts"
"218918","Miscellaneous Services"
"218918","Miscellaneous Services"
"218918","Miscellaneous Services"
"218918","Miscellaneous Services"
"218919","Retail"
"218923","Miscellaneous Services"
"218929","Miscellaneous Services"
"218930","Miscellaneous Services"
"218933","Clothing"
"218934","Performing Arts"
"218937","Plastic Arts"
"218939","Clothing"
"218940","Education"
"218940","Education"
"218941","Education"
"218942","Education"
"218943","Education"
"218944","Education"
"218945","Building"
"218949","Miscellaneous Services"
"219720","Transport"
"220426","Education"
"220429","Managerial"
"220431","Managerial"
"220437","Retail"
"220437","Metal-Working"
"220455","Performing Arts"
"220455","Performing Arts"
"220455","Performing Arts"
"220505","Education"
"220505","Education"
"220505","Unclassified"
"220506","Performing Arts"
"220506","Performing Arts"
"220506","Performing Arts"
"220507","Managerial"
"220512","Household Goods"
"220542","Miscellaneous Services"
"220588","Miscellaneous Services"
"220644","Metal-Working"
"220653","Food-Retail"
"220653","Building"
"220731","Managerial"
"220790","Miscellaneous Services"
"220849","Managerial"
"220861","Managerial"
"220862","Managerial"
"220863","Managerial"
"220864","Managerial"
"220866","Managerial"
"220875","Managerial"
"220910","Miscellaneous Services"
"220910","Education"
"220928","Building"
"220928","Managerial"
"220945","Managerial"
"221005","Education"
"221005","Unclassified"
"221049","Miscellaneous Services"
"221085","Managerial"
"221106","Building"
"221107","Building"
"221107","Managerial"
"221107","Unclassified"
"221108","Managerial"
"221108","Education"
"221112","Miscellaneous Services"
"221112","Miscellaneous Services"
"221135","Education"
"221146","Retail"
"221146","Food-Retail"
"221159","Retail"
"221159","Unclassified"
"221506","Food-Production"
"221512","Clothing"
"221554","Unclassified"
"221556","Unclassified"
"221558","Retail"
"221631","Food-Production"
"221657","Managerial"
"221691","Managerial"
"221691","Managerial"
"221691","Managerial"
"221696","Education"
"221697","Glass-Working"
"221770","Building"
"221770","Transport"
"221771","Miscellaneous Services"
"221854","Managerial"
"221873","Building"
"221873","Building"
"221912","Miscellaneous Services"
"221963","Metal-Working"
"221963","Managerial"
"221965","Managerial"
"221965","Managerial"
"221994","Performing Arts"
"222009","Performing Arts"
"222044","Miscellaneous Services"
"222046","Miscellaneous Services"
"222099","Retail"
"222100","Miscellaneous Services"
"222164","Managerial"
"222209","Unclassified"
"222217","Performing Arts"
"222217","Unclassified"
"222225","Miscellaneous Services"
"222230","Plastic Arts"
"222236","Building"
"222239","Managerial"
"222291","Food-Production"
"222386","Miscellaneous Services"
"222391","Managerial"
"222566","Unclassified"
"222576","Managerial"
"222580","Unclassified"
"222581","Education"
"222594","Building"
"222597","Transport"
"222706","Retail"
"222707","Miscellaneous Services"
"222846","Managerial"
"222868","Performing Arts"
"222870","Retail"
"222889","Managerial"
"222893","Metal-Working"
"222893","Managerial"
"222897","Education"
"222910","Managerial"
"222919","Retail"
"222932","Managerial"
"222938","Managerial"
"222938","Managerial"
"222938","Managerial"
"222938","Managerial"
"222940","Managerial"
"222944","Managerial"
"222945","Metal-Working"
"222945","Managerial"
"222946","Miscellaneous Services"
"222946","Managerial"
"222947","Transport"
"222951","Metal-Working"
"222951","Managerial"
"222953","Managerial"
"222954","Managerial"
"222959","Metal-Working"
"222961","Managerial"
"222964","Unclassified"
"222965","Managerial"
"222965","Education"
"222982","Miscellaneous Services"
"222984","Unclassified"
"222984","Unclassified"
"222986","Education"
"222988","Miscellaneous Services"
"222989","Managerial"
"222989","Managerial"
"222989","Managerial"
"222989","Managerial"
"222989","Managerial"
"222989","Managerial"
"222989","Managerial"
"222989","Managerial"
"222989","Managerial"
"222989","Managerial"
"222989","Managerial"
"222989","Managerial"
"222989","Managerial"
"222989","Managerial"
"222989","Managerial"
"222989","Managerial"
"222989","Managerial"
"222989","Managerial"
"222989","Managerial"
"222989","Managerial"
"222989","Managerial"
"222989","Managerial"
"222989","Managerial"
"222989","Managerial"
"222989","Managerial"
"222989","Managerial"
"222990","Managerial"
"223003","Performing Arts"
"223012","Managerial"
"223013","Managerial"
"223013","Education"
"223013","Unclassified"
"223014","Managerial"
"223016","Miscellaneous Services"
"223018","Managerial"
"223022","Performing Arts"
"223022","Performing Arts"
"223028","Managerial"
"223029","Managerial"
"223038","Education"
"223056","Miscellaneous Services"
"223057","Clothing"
"223058","Clothing"
"223059","Miscellaneous Services"
"223060","Education"
"223265","Retail"
"223265","Transport"
"223265","Retail"
"223265","Food-Production"
"223268","Unclassified"
"223271","Managerial"
"223273","Metal-Working"
"223273","Managerial"
"223277","Managerial"
"223281","Education"
"223286","Performing Arts"
"223287","Managerial"
"223290","Managerial"
"223426","Miscellaneous Services"
"223561","Miscellaneous Services"
"223575","Retail"
"223575","Transport"
"223631","Managerial"
"223631","Managerial"
"223685","Managerial"
"223691","Unclassified"
"223702","Managerial"
"223704","Managerial"
"223716","Metal-Working"
"223741","Building"
"223741","Unclassified"
"223747","Managerial"
"223750","Managerial"
"223763","Miscellaneous Services"
"223763","Miscellaneous Services"
"223766","Retail"
"223767","Building"
"223852","Clothing"
"223913","Household Goods"
"224112","Managerial"
"224112","Unclassified"
"224121","Finance"
"224127","Retail"
"224127","Retail"
"224128","Unclassified"
"224136","Building"
"224143","Food-Production"
"224144","Building"
"224354","Miscellaneous Services"
"224397","Managerial"
"224406","Managerial"
"224439","Metal-Working"
"224439","Building"
"224441","Building"
"224441","Unclassified"
"224465","Unclassified"
"224471","Unclassified"
"224472","Managerial"
"224477","Unclassified"
"224478","Unclassified"
"224481","Unclassified"
"224482","Managerial"
"224482","Managerial"
"224514","Education"
"224524","Performing Arts"
"224525","Unclassified"
"224527","Miscellaneous Services"
"224747","Miscellaneous Services"
"224788","Unclassified"
"224789","Building"
"224789","Managerial"
"224857","Miscellaneous Services"
"224857","Building"
"224875","Unclassified"
"224908","Metal-Working"
"224908","Managerial"
"224949","Clothing"
"224957","Managerial"
"224957","Unclassified"
"224958","Unclassified"
"224961","Unclassified"
"225022","Food-Production"
"225137","Unclassified"
"225139","Metal-Working"
"225149","Unclassified"
"225149","Unclassified"
"225150","Clothing"
"225151","Household Goods"
"225172","Unclassified"
"225195","Building"
"225204","Transport"
"225320","Unclassified"
"225357","Food-Production"
"225384","Clothing"
"225427","Unclassified"
"225539","Managerial"
"225539","Managerial"
"225539","Managerial"
"225627","Miscellaneous Services"
"225629","Miscellaneous Services"
"225629","Managerial"
"225678","Metal-Working"
"225678","Managerial"
"225679","Unclassified"
"225680","Clothing"
"225695","Clothing"
"225789","Clothing"
"225789","Building"
"225791","Clothing"
"225826","Managerial"
"225835","Unclassified"
"225839","Managerial"
"225864","Miscellaneous Services"
"225888","Performing Arts"
"225908","Unclassified"
"225913","Education"
"226028","Metal-Working"
"226033","Miscellaneous Services"
"226034","Unclassified"
"226035","Unclassified"
"226038","Unclassified"
"226039","Unclassified"
"226041","Building"
"226042","Retail"
"226043","Retail"
"226081","Retail"
"226279","Performing Arts"
"226290","Food-Production"
"226373","Managerial"
"226373","Managerial"
"226374","Clothing"
"226400","Managerial"
"226408","Metal-Working"
"226408","Managerial"
"226408","Managerial"
"226408","Managerial"
"226432","Metal-Working"
"226481","Metal-Working"
"226481","Managerial"
"226514","Clothing"
"226514","Clothing"
"226514","Managerial"
"226514","Unclassified"
"226514","Unclassified"
"227323","Food-Production"
"227670","Miscellaneous Services"
"227974","Metal-Working"
"227997","Miscellaneous Services"
"227999","Miscellaneous Services"
"228001","Unclassified"
"228563","Miscellaneous Services"
"228689","Building"
"229371","Plastic Arts"
"229406","Miscellaneous Services"
"229476","Miscellaneous Services"
"229476","Building"
"229566","Miscellaneous Services"
"229973","Managerial"
"230312","Metal-Working"
"230312","Metal-Working"
"230523","Clothing"
"230592","Building"
"231040","Miscellaneous Services"
"231044","Managerial"
"231212","Unclassified"
"231786","Managerial"
"231826","Transport"
"233680","Retail"
"233680","Food-Retail"
"233680","Food-Production"
"233794","Metal-Working"
"233796","Finance"
"233796","Transport"
"233805","Managerial"
"233816","Transport"
"233823","Transport"
"233830","Building"
"233841","Building"
"233841","Plastic Arts"
"233841","Building"
"233857","Building"
"233858","Building"
"233860","Miscellaneous Services"
"233868","Miscellaneous Services"
"233884","Metal-Working"
"233892","Retail"
"233906","Managerial"
"233908","Clothing"
"233909","Managerial"
"233911","Managerial"
"233918","Education"
"233923","Finance"
"233930","Miscellaneous Services"
"233936","Miscellaneous Services"
"234001","Metal-Working"
"234001","Managerial"
"234001","Unclassified"
"234007","Retail"
"234007","Retail"
"234012","Retail"
"234012","Retail"
"234012","Transport"
"234019","Managerial"
"234019","Managerial"
"234019","Transport"
"234019","Transport"
"234019","Transport"
"234019","Transport"
"234019","Transport"
"234022","Retail"
"234022","Managerial"
"234037","Managerial"
"234039","Building"
"234042","Transport"
"234048","Metal-Working"
"234048","Metal-Working"
"234048","Retail"
"234054","Retail"
"234054","Retail"
"234054","Transport"
"234054","Transport"
"234054","Unclassified"
"234054","Transport"
"234060","Transport"
"234060","Transport"
"234060","Transport"
"234061","Building"
"234061","Clothing"
"234061","Managerial"
"234061","Managerial"
"234062","Retail"
"234063","Metal-Working"
"234065","Building"
"234065","Retail"
"234065","Transport"
"234065","Managerial"
"234065","Transport"
"234066","Managerial"
"234066","Building"
"234066","Unclassified"
"234066","Transport"
"234071","Retail"
"234071","Clothing"
"234071","Transport"
"234077","Retail"
"234077","Unclassified"
"234078","Transport"
"234078","Managerial"
"234082","Building"
"234084","Transport"
"234085","Finance"
"234092","Transport"
"234094","Retail"
"234094","Transport"
"234094","Managerial"
"234094","Transport"
"234095","Miscellaneous Services"
"234096","Transport"
"234096","Clothing"
"234097","Retail"
"234098","Building"
"234100","Transport"
"234100","Transport"
"234100","Transport"
"234100","Transport"
"234106","Transport"
"234106","Transport"
"234110","Managerial"
"234114","Retail"
"234116","Managerial"
"234116","Transport"
"234116","Transport"
"234116","Transport"
"234119","Retail"
"234119","Transport"
"234120","Metal-Working"
"234120","Metal-Working"
"234120","Plastic Arts"
"234121","Retail"
"234123","Building"
"234125","Transport"
"234126","Building"
"234126","Retail"
"234127","Retail"
"234130","Retail"
"234130","Retail"
"234132","Retail"
"234133","Building"
"234136","Transport"
"234138","Transport"
"234518","Food-Production"
"235222","Unclassified"
"235375","Managerial"
"235375","Transport"
"235459","Transport"
"235466","Transport"
"236238","Managerial"
"236492","Building"
"236559","Retail"
"236616","Household Goods"
"236748","Metal-Working"
"236749","Miscellaneous Services"
"237465","Unclassified"
"237853","Miscellaneous Services"
