"LIST-ID","occups_cats"
"510703","Managerial"
"510719","Retail"
"510729","Managerial"
"510756","Clothing"
"510801","Managerial"
"510801","Education"
"510844","Metal-Working"
"510950","Metal-Working"
"510951","Metal-Working"
"510987","Building"
"511006","Food-Production"
"511013","Glass-Working"
"511038","Retail"
"511097","Water-Management"
"511169","Building"
"511186","Miscellaneous Services"
"511211","Miscellaneous Services"
"511211","Miscellaneous Services"
"511221","Miscellaneous Services"
"511230","Clothing"
"511230","Clothing"
"511356","Retail"
"511685","Unclassified"
"511712","Unclassified"
"511741","Unclassified"
"511747","Transport"
"511777","Building"
"511830","Finance"
"511843","Unclassified"
"511850","Finance"
"511853","Unclassified"
"511853","Unclassified"
"511897","Food-Production"
"511915","Unclassified"
"512022","Managerial"
"512063","Retail"
"512130","Metal-Working"
"512147","Managerial"
"512180","Metal-Working"
"512202","Education"
"512227","Clothing"
"512242","Miscellaneous Services"
"512244","Building"
"512274","Education"
"512286","Food-Production"
"512430","Retail"
"512487","Clothing"
"512488","Managerial"
"512488","Managerial"
"512516","Clothing"
"512530","Education"
"512547","Transport"
"512555","Education"
"512580","Plastic Arts"
"512608","Transport"
"512659","Clothing"
"512678","Clothing"
"512678","Unclassified"
"512682","Clothing"
"512752","Unclassified"
"512780","Unclassified"
"512791","Clothing"
"512837","Retail"
"512889","Managerial"
"512904","Miscellaneous Services"
"512927","Metal-Working"
"512982","Unclassified"
"513001","Miscellaneous Services"
"513026","Miscellaneous Services"
"513071","Building"
"513077","Managerial"
"513133","Transport"
"513144","Managerial"
"513164","Education"
"513182","Performing Arts"
"513198","Metal-Working"
"513201","Managerial"
"513201","Managerial"
"513205","Unclassified"
"513221","Managerial"
"513229","Unclassified"
"513281","Clothing"
"513281","Unclassified"
"513314","Food-Production"
"513410","Metal-Working"
"513427","Food-Production"
"513429","Food-Production"
"513429","Managerial"
"513622","Metal-Working"
"513821","Metal-Working"
"513821","Metal-Working"
"513876","Retail"
"513892","Retail"
"513892","Retail"
"513900","Retail"
"513906","Retail"
"513909","Retail"
"513909","Retail"
"513943","Food-Production"
"513962","Retail"
"513994","Miscellaneous Services"
"514008","Retail"
"514049","Metal-Working"
"514211","Food-Production"
"514380","Metal-Working"
"514387","Retail"
"514405","Food-Retail"
"514405","Retail"
"514410","Metal-Working"
"514410","Metal-Working"
"514429","Miscellaneous Services"
"514484","Retail"
"514490","Miscellaneous Services"
"514500","Miscellaneous Services"
"514518","Miscellaneous Services"
"514666","Managerial"
"514673","Managerial"
"514678","Managerial"
"514702","Retail"
"514723","Metal-Working"
"514755","Miscellaneous Services"
"514758","Miscellaneous Services"
"514763","Household Goods"
"514796","Miscellaneous Services"
"514824","Building"
"514826","Building"
"514855","Retail"
"514873","Plastic Arts"
"514875","Managerial"
"514882","Household Goods"
"514899","Food-Production"
"514900","Clothing"
"514908","Food-Production"
"514918","Building"
"514931","Education"
"514939","Building"
"514944","Metal-Working"
"514955","Miscellaneous Services"
"514965","Food-Production"
"514965","Food-Production"
"514966","Food-Production"
"514979","Building"
"514980","Plastic Arts"
"514980","Unclassified"
"514987","Building"
"514990","Transport"
"514994","Managerial"
"514999","Miscellaneous Services"
"515000","Managerial"
"515080","Retail"
"515090","Managerial"
"515117","Plastic Arts"
"515128","Clothing"
"515162","Metal-Working"
"515190","Retail"
"515330","Education"
"515341","Education"
"515353","Education"
"515455","Managerial"
"515489","Managerial"
"515505","Food-Retail"
"515505","Food-Production"
"515630","Building"
"515817","Retail"
"515824","Retail"
"515826","Building"
"515837","Miscellaneous Services"
"515852","Clothing"
"515852","Clothing"
"515858","Clothing"
"515881","Metal-Working"
"515889","Miscellaneous Services"
"515945","Building"
"515982","Food-Production"
"516003","Managerial"
"516045","Retail"
"516046","Retail"
"516047","Miscellaneous Services"
"516064","Retail"
"516104","Retail"
"516134","Clothing"
"516139","Metal-Working"
"516144","Food-Production"
"516169","Performing Arts"
"516171","Clothing"
"516187","Managerial"
"516189","Building"
"516192","Metal-Working"
"516194","Education"
"516197","Food-Production"
"516203","Clothing"
"516217","Miscellaneous Services"
"516217","Miscellaneous Services"
"516238","Miscellaneous Services"
"516258","Unclassified"
"516258","Unclassified"
"516260","Managerial"
"516268","Managerial"
"516287","Clothing"
"516287","Clothing"
"516289","Miscellaneous Services"
"516290","Food-Production"
"516324","Metal-Working"
"516340","Retail"
"516341","Miscellaneous Services"
"516341","Miscellaneous Services"
"516342","Performing Arts"
"516344","Food-Production"
"516345","Managerial"
"516348","Metal-Working"
"516351","Food-Production"
"516352","Metal-Working"
"516364","Water-Management"
"516364","Clothing"
"516374","Metal-Working"
"516374","Metal-Working"
"516385","Metal-Working"
"516385","Managerial"
"516389","Metal-Working"
"516389","Metal-Working"
"516389","Managerial"
"516389","Managerial"
"516392","Managerial"
"516395","Food-Production"
"516402","Education"
"516403","Education"
"516403","Education"
"516404","Education"
"516421","Unclassified"
"516423","Metal-Working"
"516425","Metal-Working"
"516425","Unclassified"
"516432","Clothing"
"516433","Miscellaneous Services"
"516434","Miscellaneous Services"
"516443","Building"
"516448","Miscellaneous Services"
"516453","Miscellaneous Services"
"516453","Metal-Working"
"516455","Retail"
"516462","Retail"
"516462","Food-Production"
"516462","Managerial"
"516462","Managerial"
"516462","Miscellaneous Services"
"516462","Miscellaneous Services"
"516462","Miscellaneous Services"
"516462","Food-Production"
"516462","Clothing"
"516473","Metal-Working"
"516504","Metal-Working"
"516523","Building"
"516534","Miscellaneous Services"
"516543","Education"
"516544","Miscellaneous Services"
"516544","Managerial"
"516550","Miscellaneous Services"
"516552","Plastic Arts"
"516553","Building"
"516554","Miscellaneous Services"
"516558","Performing Arts"
"516560","Food-Production"
"516560","Managerial"
"516560","Education"
"516560","Unclassified"
"516561","Food-Production"
"516562","Retail"
"516593","Managerial"
"516593","Managerial"
"516597","Metal-Working"
"516615","Food-Retail"
"516617","Miscellaneous Services"
"516619","Miscellaneous Services"
"516626","Plastic Arts"
"516631","Retail"
"516632","Miscellaneous Services"
"516633","Managerial"
"516633","Managerial"
"516637","Managerial"
"516645","Managerial"
"516645","Managerial"
"516647","Metal-Working"
"516658","Managerial"
"516659","Building"
"516662","Metal-Working"
"516673","Education"
"516678","Retail"
"516680","Managerial"
"516682","Managerial"
"516687","Managerial"
"516687","Managerial"
"516688","Education"
"516689","Education"
"516690","Education"
"516704","Miscellaneous Services"
"516714","Building"
"516732","Miscellaneous Services"
"516735","Miscellaneous Services"
"516740","Miscellaneous Services"
"516741","Managerial"
"516744","Miscellaneous Services"
"516744","Miscellaneous Services"
"516745","Miscellaneous Services"
"516746","Metal-Working"
"516767","Plastic Arts"
"516768","Miscellaneous Services"
"516768","Miscellaneous Services"
"516769","Education"
"516771","Food-Production"
"516772","Miscellaneous Services"
"516777","Miscellaneous Services"
"516778","Metal-Working"
"516781","Metal-Working"
"516782","Metal-Working"
"516782","Metal-Working"
"516783","Metal-Working"
"516784","Clothing"
"516790","Managerial"
"516794","Miscellaneous Services"
"516795","Retail"
"516796","Retail"
"516796","Food-Retail"
"516797","Miscellaneous Services"
"516797","Miscellaneous Services"
"516799","Plastic Arts"
"516800","Metal-Working"
"516803","Miscellaneous Services"
"516838","Food-Production"
"516846","Retail"
"516864","Retail"
"516865","Miscellaneous Services"
"516866","Food-Production"
"516879","Building"
"516879","Education"
"516880","Performing Arts"
"516883","Miscellaneous Services"
"516893","Building"
"516909","Miscellaneous Services"
"517090","Education"
"517129","Managerial"
"517130","Managerial"
"517209","Food-Production"
"517248","Food-Production"
"517248","Food-Production"
"517255","Managerial"
"517363","Retail"
"517384","Managerial"
"517392","Managerial"
"517448","Managerial"
"517482","Managerial"
"517483","Managerial"
"517484","Managerial"
"517485","Managerial"
"517486","Managerial"
"517487","Managerial"
"517488","Managerial"
"517495","Managerial"
"517500","Managerial"
"517501","Metal-Working"
"517521","Managerial"
"517521","Managerial"
"517521","Managerial"
"517521","Managerial"
"517527","Building"
"517527","Unclassified"
"517569","Transport"
"517688","Managerial"
"517691","Managerial"
"517695","Managerial"
"517698","Managerial"
"517707","Managerial"
"517719","Managerial"
"517725","Education"
"517727","Managerial"
"517728","Metal-Working"
"517728","Managerial"
"517731","Managerial"
"517737","Managerial"
"517739","Managerial"
"517742","Metal-Working"
"517742","Managerial"
"517742","Managerial"
"517742","Managerial"
"517743","Metal-Working"
"517745","Managerial"
"517753","Managerial"
"517755","Managerial"
"517759","Managerial"
"517759","Transport"
"517761","Managerial"
"517764","Managerial"
"517765","Managerial"
"517778","Metal-Working"
"517779","Managerial"
"517786","Managerial"
"517791","Managerial"
"517796","Managerial"
"517797","Managerial"
"517806","Managerial"
"517809","Managerial"
"517813","Managerial"
"517813","Managerial"
"517815","Managerial"
"517818","Managerial"
"517821","Managerial"
"517822","Managerial"
"517823","Managerial"
"517825","Managerial"
"517829","Managerial"
"517832","Managerial"
"517837","Managerial"
"517843","Managerial"
"517843","Managerial"
"517843","Managerial"
"517844","Managerial"
"517844","Managerial"
"517847","Managerial"
"517849","Managerial"
"517850","Managerial"
"517850","Managerial"
"517850","Managerial"
"517851","Managerial"
"517854","Managerial"
"517856","Managerial"
"517859","Managerial"
"517859","Managerial"
"517859","Managerial"
"517862","Managerial"
"517878","Managerial"
"517879","Retail"
"517884","Managerial"
"517885","Managerial"
"517886","Managerial"
"517887","Managerial"
"517888","Managerial"
"517888","Managerial"
"517889","Managerial"
"517908","Managerial"
"517921","Education"
"517943","Managerial"
"517952","Food-Production"
"517953","Retail"
"517954","Clothing"
"517954","Retail"
"517954","Food-Retail"
"517954","Finance"
"517954","Clothing"
"517954","Food-Production"
"517954","Clothing"
"517955","Retail"
"517959","Metal-Working"
"518014","Transport"
"518014","Food-Production"
"518140","Food-Production"
"518162","Metal-Working"
"518197","Education"
"518207","Managerial"
"518207","Managerial"
"518232","Education"
"518233","Managerial"
"518258","Food-Production"
"518262","Building"
"518319","Food-Production"
"518320","Unclassified"
"518325","Miscellaneous Services"
"518326","Miscellaneous Services"
"518326","Miscellaneous Services"
"518327","Miscellaneous Services"
"518328","Miscellaneous Services"
"518329","Miscellaneous Services"
"518330","Miscellaneous Services"
"518330","Miscellaneous Services"
"518332","Miscellaneous Services"
"518333","Miscellaneous Services"
"518333","Miscellaneous Services"
"518394","Food-Retail"
"518523","Transport"
"518524","Food-Production"
"518533","Clothing"
"518533","Metal-Working"
"518534","Clothing"
"518542","Retail"
"518551","Metal-Working"
"518551","Education"
"518551","Performing Arts"
"518551","Clothing"
"518561","Education"
"518574","Transport"
"518575","Transport"
"518737","Performing Arts"
"518784","Food-Production"
"518784","Food-Production"
"518794","Metal-Working"
"518820","Miscellaneous Services"
"518854","Managerial"
"518889","Managerial"
"518889","Managerial"
"518896","Metal-Working"
"518903","Clothing"
"518909","Building"
"518920","Clothing"
"518931","Education"
"518939","Miscellaneous Services"
"518939","Plastic Arts"
"518941","Building"
"518963","Plastic Arts"
"518989","Metal-Working"
"519031","Education"
"519041","Food-Production"
"519066","Managerial"
"519069","Glass-Working"
"519070","Metal-Working"
"519070","Metal-Working"
"519071","Metal-Working"
"519162","Plastic Arts"
"519166","Plastic Arts"
"519187","Managerial"
"519198","Performing Arts"
"519199","Performing Arts"
"519200","Managerial"
"519201","Building"
"519227","Unclassified"
"519251","Unclassified"
"519293","Miscellaneous Services"
"519325","Managerial"
"519364","Managerial"
"519364","Managerial"
"519364","Managerial"
"519364","Managerial"
"519364","Managerial"
"519364","Managerial"
"519365","Managerial"
"519365","Managerial"
"519365","Managerial"
"519365","Managerial"
"519376","Performing Arts"
"519383","Transport"
"519388","Food-Retail"
"519437","Miscellaneous Services"
"519438","Managerial"
"519438","Managerial"
"519440","Unclassified"
"519447","Managerial"
"519449","Unclassified"
"519461","Managerial"
"519461","Managerial"
"519462","Metal-Working"
"519462","Metal-Working"
"519462","Managerial"
"519478","Unclassified"
"519484","Managerial"
"519561","Managerial"
"519575","Transport"
"519620","Clothing"
"519651","Unclassified"
"519660","Managerial"
"519666","Managerial"
"519687","Metal-Working"
"519697","Metal-Working"
"519699","Managerial"
"519699","Managerial"
"519705","Unclassified"
"519708","Unclassified"
"519721","Plastic Arts"
"519721","Plastic Arts"
"519740","Education"
"519768","Food-Production"
"519770","Metal-Working"
"519772","Food-Retail"
"519790","Metal-Working"
"519794","Managerial"
"519794","Managerial"
"519820","Education"
"519840","Managerial"
"519915","Finance"
"520014","Managerial"
"520144","Managerial"
"520150","Managerial"
"520153","Miscellaneous Services"
"520178","Managerial"
"520181","Miscellaneous Services"
"520311","Unclassified"
"520315","Miscellaneous Services"
"520328","Finance"
"520349","Unclassified"
"520359","Metal-Working"
"520369","Transport"
"520369","Transport"
"520369","Transport"
"520487","Retail"
"520487","Retail"
"520500","Performing Arts"
"520501","Performing Arts"
"520505","Retail"
"520510","Metal-Working"
"520524","Metal-Working"
"520532","Performing Arts"
"520537","Metal-Working"
"520548","Unclassified"
"520580","Managerial"
"520592","Metal-Working"
"520593","Metal-Working"
"520594","Metal-Working"
"520595","Metal-Working"
"520600","Managerial"
"520600","Managerial"
"520638","Food-Production"
"520645","Unclassified"
"520720","Managerial"
"520758","Metal-Working"
"520815","Miscellaneous Services"
"520831","Miscellaneous Services"
"520849","Metal-Working"
"520849","Unclassified"
"520850","Unclassified"
"520869","Managerial"
"520881","Retail"
"520895","Clothing"
"520898","Managerial"
"520903","Managerial"
"520905","Unclassified"
"520933","Unclassified"
"520935","Clothing"
"520935","Unclassified"
"520936","Managerial"
"520942","Managerial"
"520960","Managerial"
"520971","Transport"
"520972","Managerial"
"520974","Managerial"
"520975","Unclassified"
"520977","Managerial"
"520988","Transport"
"520993","Clothing"
"520993","Managerial"
"521027","Building"
"521049","Unclassified"
"521051","Miscellaneous Services"
"521056","Retail"
"521096","Retail"
"521171","Building"
"521171","Unclassified"
"521202","Clothing"
"521203","Unclassified"
"521211","Miscellaneous Services"
"521232","Clothing"
"521232","Transport"
"521232","Managerial"
"521237","Unclassified"
"521242","Managerial"
"521271","Clothing"
"521281","Transport"
"521292","Managerial"
"521306","Managerial"
"521312","Clothing"
"521312","Unclassified"
"521322","Unclassified"
"521335","Finance"
"521385","Managerial"
"521553","Clothing"
"521561","Managerial"
"521563","Clothing"
"521571","Building"
"521572","Retail"
"521593","Education"
"521617","Managerial"
"521618","Unclassified"
"521620","Miscellaneous Services"
"521621","Miscellaneous Services"
"521624","Managerial"
"521634","Clothing"
"521635","Clothing"
"521635","Unclassified"
"521642","Metal-Working"
"521642","Clothing"
"521704","Retail"
"521718","Managerial"
"521719","Retail"
"521727","Retail"
"521730","Retail"
"521742","Managerial"
"521743","Managerial"
"521757","Clothing"
"521834","Transport"
"521845","Clothing"
"521845","Clothing"
"521846","Metal-Working"
"521846","Unclassified"
"521860","Unclassified"
"521869","Building"
"521869","Managerial"
"521869","Managerial"
"521869","Unclassified"
"521870","Building"
"521870","Managerial"
"521870","Managerial"
"521870","Unclassified"
"521905","Clothing"
"521912","Household Goods"
"521950","Clothing"
"521950","Unclassified"
"521975","Clothing"
"521975","Managerial"
"521975","Unclassified"
"521975","Unclassified"
"521984","Retail"
"522022","Managerial"
"522027","Unclassified"
"522029","Managerial"
"522037","Clothing"
"522037","Building"
"522037","Unclassified"
"522039","Unclassified"
"522040","Metal-Working"
"522048","Managerial"
"522069","Unclassified"
"522070","Transport"
"522115","Metal-Working"
"522117","Managerial"
"522117","Unclassified"
"522151","Metal-Working"
"522160","Metal-Working"
"522160","Managerial"
"522160","Unclassified"
"522167","Managerial"
"522173","Unclassified"
"522182","Transport"
"522184","Unclassified"
"522184","Unclassified"
"522191","Unclassified"
"522252","Building"
"522253","Managerial"
"522253","Unclassified"
"522255","Managerial"
"522284","Transport"
"522300","Retail"
"522315","Managerial"
"522317","Food-Production"
"522318","Food-Production"
"522329","Managerial"
"522329","Unclassified"
"522351","Clothing"
"522381","Managerial"
"522382","Metal-Working"
"522385","Unclassified"
"522385","Unclassified"
"522386","Unclassified"
"522391","Unclassified"
"522415","Miscellaneous Services"
"522436","Clothing"
"522447","Clothing"
"522448","Transport"
"522450","Metal-Working"
"522458","Managerial"
"522475","Managerial"
"522495","Building"
"522497","Plastic Arts"
"522500","Unclassified"
"522501","Retail"
"522522","Household Goods"
"522529","Clothing"
"522534","Clothing"
"522534","Metal-Working"
"522602","Miscellaneous Services"
"522625","Transport"
"522653","Miscellaneous Services"
"522715","Building"
"522717","Miscellaneous Services"
"522838","Clothing"
"522838","Clothing"
"522864","Performing Arts"
"522864","Performing Arts"
"522865","Miscellaneous Services"
"522888","Managerial"
"522900","Managerial"
"522948","Building"
"522955","Metal-Working"
"522955","Retail"
"522955","Managerial"
"522959","Miscellaneous Services"
"522982","Miscellaneous Services"
"523012","Transport"
"523084","Food-Production"
"523096","Food-Production"
"523153","Retail"
"523324","Retail"
"523324","Managerial"
"523334","Unclassified"
"523428","Metal-Working"
"523449","Retail"
"523453","Metal-Working"
"523454","Metal-Working"
"523456","Metal-Working"
"523462","Food-Production"
"523472","Metal-Working"
"523473","Metal-Working"
"523536","Miscellaneous Services"
"523539","Miscellaneous Services"
"523539","Building"
"523543","Managerial"
"523577","Performing Arts"
"523731","Metal-Working"
"523877","Miscellaneous Services"
"523903","Unclassified"
"523909","Plastic Arts"
"523938","Performing Arts"
"524323","Retail"
"524323","Retail"
"524337","Miscellaneous Services"
"524352","Building"
"524736","Finance"
"524954","Food-Production"
"524954","Retail"
"524979","Metal-Working"
"525038","Managerial"
"525146","Unclassified"
"525176","Building"
"525358","Managerial"
"525502","Managerial"
"525615","Transport"
"525866","Metal-Working"
"411","Managerial"
"415","Managerial"
"415","Unclassified"
"416","Managerial"
"690","Retail"
"859","Performing Arts"
"911","Managerial"
"1221","Managerial"
"1230","Managerial"
"1248","Managerial"
"1251","Managerial"
"1264","Managerial"
"1267","Miscellaneous Services"
"1268","Managerial"
"1268","Education"
"1270","Managerial"
"1402","Education"
"1597","Unclassified"
"1600","Unclassified"
"1601","Managerial"
"1606","Retail"
"1654","Clothing"
"1655","Miscellaneous Services"
"1655","Miscellaneous Services"
"1667","Performing Arts"
"1917","Household Goods"
"1989","Miscellaneous Services"
"2118","Retail"
"2124","Household Goods"
"2267","Clothing"
"2270","Clothing"
"2270","Clothing"
"2330","Household Goods"
"2331","Clothing"
"2385","Managerial"
"2391","Managerial"
"2423","Building"
"2425","Education"
"2425","Education"
"2592","Unclassified"
"2593","Building"
"2597","Retail"
"2664","Miscellaneous Services"
"2791","Food-Production"
"2814","Unclassified"
"2984","Clothing"
"3127","Managerial"
"3127","Managerial"
"3154","Performing Arts"
"3154","Retail"
"3154","Clothing"
"3158","Miscellaneous Services"
"3159","Miscellaneous Services"
"3160","Retail"
"3160","Retail"
"3161","Retail"
"3203","Managerial"
"3413","Retail"
"3460","Miscellaneous Services"
"3599","Performing Arts"
"3605","Building"
"3605","Clothing"
"3605","Clothing"
"3605","Unclassified"
"3614","Finance"
"3615","Clothing"
"3616","Performing Arts"
"3617","Miscellaneous Services"
"3677","Managerial"
"3779","Managerial"
"3809","Miscellaneous Services"
"3833","Unclassified"
"3834","Performing Arts"
"3835","Unclassified"
"3836","Unclassified"
"3843","Managerial"
"3843","Unclassified"
"3847","Metal-Working"
"3848","Metal-Working"
"4045","Managerial"
"4050","Building"
"4050","Clothing"
"4067","Metal-Working"
"4068","Managerial"
"4071","Managerial"
"4078","Miscellaneous Services"
"4079","Miscellaneous Services"
"4103","Unclassified"
"4106","Education"
"4130","Unclassified"
"4149","Education"
"4153","Education"
"4169","Clothing"
"4169","Unclassified"
"4170","Clothing"
"4171","Unclassified"
"4171","Unclassified"
"4171","Unclassified"
"4172","Unclassified"
"4172","Unclassified"
"4172","Unclassified"
"4177","Unclassified"
"4178","Clothing"
"4180","Transport"
"4181","Transport"
"4298","Managerial"
"4298","Miscellaneous Services"
"4298","Food-Production"
"4307","Managerial"
"4329","Metal-Working"
"4330","Metal-Working"
"4336","Metal-Working"
"4337","Metal-Working"
"4360","Food-Production"
"4364","Managerial"
"4376","Metal-Working"
"4552","Unclassified"
"4564","Clothing"
"4595","Retail"
"4740","Building"
"4742","Retail"
"4747","Unclassified"
"4748","Clothing"
"4748","Unclassified"
"4927","Retail"
"4938","Clothing"
"4938","Building"
"4939","Clothing"
"4940","Clothing"
"4940","Managerial"
"4940","Unclassified"
"4945","Managerial"
"4946","Clothing"
"4947","Unclassified"
"4951","Food-Retail"
"4952","Food-Retail"
"4967","Building"
"4968","Unclassified"
"4969","Clothing"
"4969","Unclassified"
"4977","Managerial"
"4977","Managerial"
"4980","Managerial"
"4981","Clothing"
"4981","Unclassified"
"5143","Household Goods"
"5351","Household Goods"
"5413","Household Goods"
"5414","Household Goods"
"5426","Household Goods"
"5548","Food-Production"
"5558","Building"
"5558","Managerial"
"5558","Unclassified"
"5619","Metal-Working"
"5619","Metal-Working"
"5634","Managerial"
"5727","Managerial"
"5770","Metal-Working"
"5773","Unclassified"
"5774","Unclassified"
"5776","Unclassified"
"6084","Managerial"
"6121","Unclassified"
"6126","Food-Production"
"6128","Food-Production"
"6128","Food-Production"
"6130","Unclassified"
"6132","Unclassified"
"6144","Building"
"6146","Building"
"6147","Unclassified"
"6210","Retail"
"6211","Retail"
"6485","Managerial"
"6642","Managerial"
"6652","Food-Production"
"6668","Managerial"
"6957","Managerial"
"7054","Managerial"
"7357","Unclassified"
"7357","Unclassified"
"7370","Managerial"
"7422","Managerial"
"7592","Household Goods"
"7642","Retail"
"7676","Unclassified"
"7988","Transport"
"8141","Building"
"8187","Food-Production"
"8285","Managerial"
"8288","Managerial"
"8381","Managerial"
"8428","Managerial"
"8428","Managerial"
"8486","Managerial"
"8544","Managerial"
"8578","Managerial"
"8589","Managerial"
"8604","Managerial"
"8605","Food-Production"
"8671","Managerial"
"8679","Building"
"8706","Performing Arts"
"8708","Performing Arts"
"8713","Managerial"
"8713","Managerial"
"8715","Performing Arts"
"8726","Managerial"
"8734","Managerial"
"8781","Performing Arts"
"8875","Managerial"
"8876","Managerial"
"8877","Managerial"
"9162","Managerial"
"9167","Performing Arts"
"9167","Managerial"
"9266","Education"
"9290","Food-Production"
"9318","Miscellaneous Services"
"9465","Food-Production"
"9471","Managerial"
"9472","Managerial"
"9477","Clothing"
"9479","Unclassified"
"9481","Managerial"
"9522","Miscellaneous Services"
"10134","Clothing"
"10159","Managerial"
"10305","Transport"
"10333","Managerial"
"10423","Managerial"
"10427","Food-Production"
"10489","Managerial"
"10541","Miscellaneous Services"
"10542","Miscellaneous Services"
"10543","Miscellaneous Services"
"10813","Miscellaneous Services"
"10814","Miscellaneous Services"
"10815","Miscellaneous Services"
"10816","Unclassified"
"10821","Finance"
"10822","Miscellaneous Services"
"10823","Miscellaneous Services"
"10824","Miscellaneous Services"
"11293","Education"
"14027","Food-Production"
"14028","Miscellaneous Services"
"14029","Miscellaneous Services"
"14037","Performing Arts"
"14140","Metal-Working"
"14158","Clothing"
"14258","Miscellaneous Services"
"14259","Miscellaneous Services"
"14928","Managerial"
"15550","Miscellaneous Services"
"15550","Miscellaneous Services"
"15577","Miscellaneous Services"
"15580","Clothing"
"15589","Transport"
"15600","Metal-Working"
"17035","Performing Arts"
"17035","Performing Arts"
"17183","Metal-Working"
"17184","Building"
"17188","Performing Arts"
"17250","Metal-Working"
"17251","Metal-Working"
"17556","Managerial"
"17556","Unclassified"
"17556","Unclassified"
"17745","Miscellaneous Services"
"18290","Building"
"18357","Managerial"
"18898","Managerial"
"18900","Managerial"
"18901","Managerial"
"18902","Performing Arts"
"18956","Unclassified"
"18957","Building"
"18984","Managerial"
"18993","Performing Arts"
"19042","Performing Arts"
"19049","Managerial"
"19050","Managerial"
"19058","Performing Arts"
"19061","Miscellaneous Services"
"19061","Unclassified"
"19069","Managerial"
"19070","Managerial"
"19071","Performing Arts"
"19072","Performing Arts"
"19073","Performing Arts"
"19100","Performing Arts"
"19130","Plastic Arts"
"19803","Managerial"
"20659","Managerial"
"20660","Managerial"
"20729","Managerial"
"20764","Managerial"
"20812","Managerial"
"21029","Education"
"21123","Managerial"
"21126","Managerial"
"21140","Managerial"
"21296","Managerial"
"21303","Managerial"
"21306","Managerial"
"21957","Performing Arts"
"21961","Managerial"
"22106","Managerial"
"22372","Managerial"
"22582","Managerial"
"22666","Managerial"
"22669","Managerial"
"22706","Managerial"
"22709","Managerial"
"22711","Managerial"
"22712","Managerial"
"22713","Managerial"
"22715","Managerial"
"22732","Managerial"
"22751","Managerial"
"22754","Managerial"
"22758","Managerial"
"22760","Managerial"
"22770","Managerial"
"22782","Managerial"
"23004","Managerial"
"23049","Managerial"
"23533","Building"
"23649","Building"
"23845","Managerial"
"24310","Food-Production"
"24785","Miscellaneous Services"
"25243","Finance"
"25329","Food-Production"
"25386","Managerial"
"25508","Managerial"
"25621","Managerial"
"25644","Managerial"
"25686","Managerial"
"25687","Managerial"
"25738","Managerial"
"25759","Miscellaneous Services"
"25864","Managerial"
"26102","Managerial"
"26499","Managerial"
"26760","Managerial"
"26783","Plastic Arts"
"27134","Unclassified"
"27134","Unclassified"
"27325","Managerial"
"27374","Managerial"
"27404","Managerial"
"27493","Building"
"27585","Managerial"
"27589","Plastic Arts"
"27589","Managerial"
"27589","Building"
"27614","Managerial"
"27615","Managerial"
"28290","Managerial"
"28383","Metal-Working"
"28407","Food-Production"
"28408","Food-Production"
"28415","Food-Production"
"28444","Managerial"
"28445","Managerial"
"28446","Managerial"
"28447","Managerial"
"28449","Metal-Working"
"28540","Managerial"
"28541","Clothing"
"28986","Performing Arts"
"29099","Food-Production"
"29099","Food-Production"
"29262","Metal-Working"
"29302","Finance"
"29542","Clothing"
"29600","Transport"
"29600","Transport"
"29600","Managerial"
"29600","Managerial"
"29601","Transport"
"29601","Transport"
"29624","Miscellaneous Services"
"29728","Managerial"
"29732","Managerial"
"29966","Managerial"
"29983","Performing Arts"
"30077","Managerial"
"30195","Managerial"
"30276","Managerial"
"30277","Managerial"
"30288","Managerial"
"30382","Performing Arts"
"30387","Managerial"
"30388","Managerial"
"30472","Miscellaneous Services"
"30521","Managerial"
"30599","Performing Arts"
"30623","Managerial"
"30725","Managerial"
"30830","Miscellaneous Services"
"30918","Miscellaneous Services"
"31247","Performing Arts"
"31263","Managerial"
"31264","Managerial"
"31329","Managerial"
"31329","Managerial"
"31503","Managerial"
"32017","Transport"
"32018","Retail"
"32057","Transport"
"32057","Finance"
"32358","Managerial"
"32359","Managerial"
"32373","Managerial"
"32377","Plastic Arts"
"32384","Plastic Arts"
"32643","Miscellaneous Services"
"32674","Performing Arts"
"32674","Metal-Working"
"32676","Unclassified"
"32691","Miscellaneous Services"
"32694","Managerial"
"33175","Managerial"
"33415","Managerial"
"33416","Managerial"
"33419","Managerial"
"33431","Food-Production"
"33453","Performing Arts"
"34072","Retail"
"34113","Performing Arts"
"34213","Performing Arts"
"34218","Managerial"
"34236","Managerial"
"34238","Building"
"34238","Managerial"
"34263","Clothing"
"34303","Performing Arts"
"34331","Managerial"
"34398","Clothing"
"34398","Building"
"34419","Managerial"
"34529","Managerial"
"34532","Managerial"
"34533","Managerial"
"34535","Performing Arts"
"34642","Managerial"
"34678","Performing Arts"
"34706","Performing Arts"
"34706","Managerial"
"34864","Metal-Working"
"34904","Building"
"34904","Building"
"34905","Clothing"
"35146","Clothing"
"35192","Finance"
"35198","Managerial"
"35235","Managerial"
"35327","Unclassified"
"35340","Unclassified"
"35352","Managerial"
"35368","Managerial"
"35376","Food-Production"
"35383","Performing Arts"
"35389","Managerial"
"35389","Managerial"
"35390","Managerial"
"35391","Managerial"
"35393","Managerial"
"35400","Metal-Working"
"35400","Food-Production"
"35400","Food-Production"
"35415","Miscellaneous Services"
"35417","Unclassified"
"35420","Managerial"
"35421","Miscellaneous Services"
