"","province","s_it","g_it","a_it","r_it","eci"
"495","Apulia et Calabria (Regio II)",1,1,3,3,-0.370432109830728
"496","Aemilia (Regio VIII)",1,1,3,3,-0.366064645007423
"497","Raetia",1,1,3,3,-0.211388223271047
"498","Moesia Inferior",1,1,3,3,-0.168620258917972
"499","Noricum",1,1,3,3,-0.129401385747634
"500","Dalmatia",1,1,3,3,-0.0923104154534041
"501","Pannonia Inferior",1,1,3,3,-0.0646801947957332
"502","Umbria (Regio VI)",1,1,3,3,-0.0430984570432391
"503","Liguria (Regio IX)",1,1,3,3,0.0016355426683288
"504","Mauretania Tingitana",1,1,3,3,0.020850443385777
"505","Samnium (Regio IV)",1,1,3,3,0.0465636100003451
"506","Syria",1,1,3,3,0.284538044488504
"507","Bruttium et Lucania (Regio III)",1,1,3,3,0.378211824453193
"508","Picenum (Regio V)",1,1,3,3,0.429906760740279
"509","Galatia",1,1,3,3,0.45214303661182
"510","Mauretania Caesariensis",1,1,3,3,0.701022881581075
"511","Achaia",1,1,3,3,0.717599801319185
"512","Numidia",1,1,3,3,0.755373970076684
"513","Etruria (Regio VII)",1,1,3,3,0.973157002234038
"514","Macedonia",1,1,3,3,1.12369105787784
"515","Latium et Campania (Regio I)",1,1,3,3,1.148814779208
"516","Asia",1,1,3,3,1.20506948504774
"517","Sicilia",1,1,3,3,1.26684125177742
"518","Dacia",1,1,3,3,1.83671810474716
"519","Baetica",1,1,3,3,1.87028391329199
"520","Africa Proconsularis",1,1,3,3,2.46873601827673
"521","Germania Superior",1,1,3,4,-1.88160767090364
"522","Narbonensis",1,1,3,4,-1.70046225500655
"523","Lusitania",1,1,3,4,-1.55124661506366
"524","Germania Inferior",1,1,3,4,-1.24473455168825
"525","Transpadana (Regio XI)",1,1,3,4,-1.20784334566484
"526","Aquitania",1,1,3,4,-1.13338660020755
"527","Pannonia Superior",1,1,3,4,-0.955264578794504
"528","Venetia et Histria (Regio X)",1,1,3,4,-0.882613614493766
"529","Belgica",1,1,3,4,-0.879640405330707
"530","Lugdunensis",1,1,3,4,-0.845790500433594
"531","Britannia",1,1,3,4,-0.743953784824257
"532","Sardinia",1,1,3,4,-0.550361822803463
"533","Hispania Citerior",1,1,3,4,-0.507323943998921
"534","Moesia Superior",1,1,3,4,-0.456885494192703
"535","Apulia et Calabria (Regio II)",1,1,3,4,-0.38127537559672
"536","Raetia",1,1,3,4,-0.244154823895192
"537","Aemilia (Regio VIII)",1,1,3,4,-0.209033472063446
"538","Dalmatia",1,1,3,4,-0.135849192519698
"539","Moesia Inferior",1,1,3,4,-0.133907787966687
"540","Noricum",1,1,3,4,-0.0734703521137207
"541","Pannonia Inferior",1,1,3,4,-0.0458717301604991
"542","Mauretania Tingitana",1,1,3,4,0.0550370132459513
"543","Samnium (Regio IV)",1,1,3,4,0.0642866436733053
"544","Umbria (Regio VI)",1,1,3,4,0.0878218193287667
"545","Liguria (Regio IX)",1,1,3,4,0.134682208677766
"546","Syria",1,1,3,4,0.301640398884256
"547","Bruttium et Lucania (Regio III)",1,1,3,4,0.447779785329604
"548","Galatia",1,1,3,4,0.468431632900974
"549","Picenum (Regio V)",1,1,3,4,0.574752031308044
"550","Numidia",1,1,3,4,0.656863529375161
"551","Mauretania Caesariensis",1,1,3,4,0.731629184514115
"552","Achaia",1,1,3,4,0.747289514285045
"553","Latium et Campania (Regio I)",1,1,3,4,0.759572195868074
"554","Etruria (Regio VII)",1,1,3,4,1.06119595076714
"555","Asia",1,1,3,4,1.11784662525871
"556","Macedonia",1,1,3,4,1.12447510005354
"557","Sicilia",1,1,3,4,1.27014348889407
"558","Baetica",1,1,3,4,1.87161494608475
"559","Dacia",1,1,3,4,1.880335551713
"560","Africa Proconsularis",1,1,3,4,2.4092802975601
"561","Germania Superior",1,1,3,5,-1.96706888542888
"562","Narbonensis",1,1,3,5,-1.63984840821074
"563","Lusitania",1,1,3,5,-1.37790632035999
"564","Germania Inferior",1,1,3,5,-1.3193249492318
"565","Aquitania",1,1,3,5,-1.29581863704687
"566","Transpadana (Regio XI)",1,1,3,5,-1.23212134532726
"567","Belgica",1,1,3,5,-1.03327230809911
"568","Pannonia Superior",1,1,3,5,-0.967552042720775
"569","Lugdunensis",1,1,3,5,-0.936342479081709
"570","Britannia",1,1,3,5,-0.819160577031384
"571","Venetia et Histria (Regio X)",1,1,3,5,-0.716998609121848
"572","Sardinia",1,1,3,5,-0.570214646384375
"573","Moesia Superior",1,1,3,5,-0.493058591463224
"574","Hispania Citerior",1,1,3,5,-0.387015118085491
"575","Apulia et Calabria (Regio II)",1,1,3,5,-0.314742946109155
"576","Raetia",1,1,3,5,-0.278292318346067
"577","Dalmatia",1,1,3,5,-0.195752104590224
"578","Moesia Inferior",1,1,3,5,-0.1090394425166
"579","Aemilia (Regio VIII)",1,1,3,5,-0.0908946651699188
"580","Noricum",1,1,3,5,-0.0527956983500408
"581","Pannonia Inferior",1,1,3,5,-0.0190349055450571
"582","Samnium (Regio IV)",1,1,3,5,0.073685810398953
"583","Mauretania Tingitana",1,1,3,5,0.0787598818698197
"584","Umbria (Regio VI)",1,1,3,5,0.180773560071193
"585","Liguria (Regio IX)",1,1,3,5,0.229445928718535
"586","Syria",1,1,3,5,0.330714289030795
"587","Galatia",1,1,3,5,0.482880733677116
"588","Bruttium et Lucania (Regio III)",1,1,3,5,0.49515309488954
"589","Numidia",1,1,3,5,0.555641990187318
"590","Latium et Campania (Regio I)",1,1,3,5,0.638106992965425
"591","Picenum (Regio V)",1,1,3,5,0.67391183953721
"592","Mauretania Caesariensis",1,1,3,5,0.679184373974589
"593","Achaia",1,1,3,5,0.751374692981165
"594","Asia",1,1,3,5,1.06191381474917
"595","Macedonia",1,1,3,5,1.11174202031746
"596","Etruria (Regio VII)",1,1,3,5,1.14386354727758
"597","Sicilia",1,1,3,5,1.2307437337705
"598","Baetica",1,1,3,5,1.85190720105716
"599","Dacia",1,1,3,5,1.9360441274593
"600","Africa Proconsularis",1,1,3,5,2.31040736528769
"601","Germania Superior",1,1,4,1,-1.96999759660502
"602","Narbonensis",1,1,4,1,-1.74489559874832
"603","Germania Inferior",1,1,4,1,-1.37637037470439
"604","Transpadana (Regio XI)",1,1,4,1,-1.2224543854241
"605","Pannonia Superior",1,1,4,1,-1.13638150221555
"606","Lusitania",1,1,4,1,-1.08859991242551
"607","Aquitania",1,1,4,1,-1.0535672119374
"608","Belgica",1,1,4,1,-1.02794723997464
"609","Lugdunensis",1,1,4,1,-0.9586288053118
"610","Britannia",1,1,4,1,-0.786605667076767
"611","Moesia Superior",1,1,4,1,-0.571200551310001
"612","Dalmatia",1,1,4,1,-0.534692928143875
"613","Venetia et Histria (Regio X)",1,1,4,1,-0.525036914886019
"614","Sardinia",1,1,4,1,-0.493993918233247
"615","Apulia et Calabria (Regio II)",1,1,4,1,-0.367408304830103
"616","Raetia",1,1,4,1,-0.315957591696977
"617","Pannonia Inferior",1,1,4,1,-0.262118851424227
"618","Moesia Inferior",1,1,4,1,-0.249162975474737
"619","Hispania Citerior",1,1,4,1,-0.23834340880416
"620","Aemilia (Regio VIII)",1,1,4,1,-0.10736141256257
"621","Noricum",1,1,4,1,-0.0603807686505487
"622","Umbria (Regio VI)",1,1,4,1,0.116908932393263
"623","Mauretania Tingitana",1,1,4,1,0.142020518070058
"624","Samnium (Regio IV)",1,1,4,1,0.223974677664635
"625","Syria",1,1,4,1,0.245264012438171
"626","Liguria (Regio IX)",1,1,4,1,0.318280206695035
"627","Galatia",1,1,4,1,0.456377770753699
"628","Numidia",1,1,4,1,0.517944420754248
"629","Picenum (Regio V)",1,1,4,1,0.661544138536863
"630","Bruttium et Lucania (Regio III)",1,1,4,1,0.670724396242101
"631","Mauretania Caesariensis",1,1,4,1,0.681646139591972
"632","Latium et Campania (Regio I)",1,1,4,1,0.757722888145468
"633","Achaia",1,1,4,1,0.815484096388047
"634","Macedonia",1,1,4,1,1.14858494888619
"635","Etruria (Regio VII)",1,1,4,1,1.189318845537
"636","Asia",1,1,4,1,1.22528161828574
"637","Sicilia",1,1,4,1,1.27407021809154
"638","Dacia",1,1,4,1,1.31438976125334
"639","Baetica",1,1,4,1,1.59354062805105
"640","Africa Proconsularis",1,1,4,1,2.73802770266156
"641","Germania Superior",1,1,4,2,-1.90929799299391
"642","Narbonensis",1,1,4,2,-1.85541256979643
"643","Lusitania",1,1,4,2,-1.39250307949245
"644","Germania Inferior",1,1,4,2,-1.25198579646583
"645","Transpadana (Regio XI)",1,1,4,2,-1.20277400240278
"646","Aquitania",1,1,4,2,-1.0774118173356
"647","Pannonia Superior",1,1,4,2,-0.977001260150318
"648","Belgica",1,1,4,2,-0.931901467048622
"649","Lugdunensis",1,1,4,2,-0.875027566218132
"650","Venetia et Histria (Regio X)",1,1,4,2,-0.792383687924083
"651","Britannia",1,1,4,2,-0.755396471698438
"652","Sardinia",1,1,4,2,-0.533579707307297
"653","Hispania Citerior",1,1,4,2,-0.487522618786977
"654","Moesia Superior",1,1,4,2,-0.476386738499234
"655","Dalmatia",1,1,4,2,-0.396337240586335
"656","Apulia et Calabria (Regio II)",1,1,4,2,-0.339411768431823
"657","Raetia",1,1,4,2,-0.253566499313601
"658","Aemilia (Regio VIII)",1,1,4,2,-0.188290819806202
"659","Moesia Inferior",1,1,4,2,-0.166321535853908
"660","Noricum",1,1,4,2,-0.0879923783171557
"661","Pannonia Inferior",1,1,4,2,-0.0268048514885935
"662","Mauretania Tingitana",1,1,4,2,0.107843539962548
"663","Samnium (Regio IV)",1,1,4,2,0.121667934788463
"664","Umbria (Regio VI)",1,1,4,2,0.128326589290627
"665","Liguria (Regio IX)",1,1,4,2,0.204282662610136
"666","Syria",1,1,4,2,0.283748234842297
"667","Galatia",1,1,4,2,0.50250112647834
"668","Bruttium et Lucania (Regio III)",1,1,4,2,0.521420236537256
"669","Picenum (Regio V)",1,1,4,2,0.550059676117879
"670","Numidia",1,1,4,2,0.626811501315797
"671","Mauretania Caesariensis",1,1,4,2,0.654331182487455
"672","Latium et Campania (Regio I)",1,1,4,2,0.756107582514293
"673","Achaia",1,1,4,2,0.792889634724275
"674","Macedonia",1,1,4,2,1.1280882358908
"675","Etruria (Regio VII)",1,1,4,2,1.16029909884378
"676","Asia",1,1,4,2,1.22056133367112
"677","Sicilia",1,1,4,2,1.25256086942057
"678","Baetica",1,1,4,2,1.76422231270179
"679","Dacia",1,1,4,2,1.76675573052212
"680","Africa Proconsularis",1,1,4,2,2.43483238719817
"681","Germania Superior",1,1,4,3,-1.91563538530916
"682","Narbonensis",1,1,4,3,-1.90973675297987
"683","Lusitania",1,1,4,3,-1.43697539831004
"684","Germania Inferior",1,1,4,3,-1.22457004940423
"685","Transpadana (Regio XI)",1,1,4,3,-1.19800336650636
"686","Aquitania",1,1,4,3,-1.02960922390752
"687","Pannonia Superior",1,1,4,3,-0.966959448284233
"688","Lugdunensis",1,1,4,3,-0.858666958693118
"689","Venetia et Histria (Regio X)",1,1,4,3,-0.812977004609603
"690","Belgica",1,1,4,3,-0.811684413934207
"691","Britannia",1,1,4,3,-0.71891745376021
"692","Sardinia",1,1,4,3,-0.521849666237434
"693","Hispania Citerior",1,1,4,3,-0.50691167900041
"694","Apulia et Calabria (Regio II)",1,1,4,3,-0.459797254853103
"695","Moesia Superior",1,1,4,3,-0.450781738267116
"696","Aemilia (Regio VIII)",1,1,4,3,-0.237525831822622
"697","Raetia",1,1,4,3,-0.236980400431885
"698","Moesia Inferior",1,1,4,3,-0.15565767243729
"699","Dalmatia",1,1,4,3,-0.127891062575749
"700","Noricum",1,1,4,3,-0.0682668226205782
"701","Pannonia Inferior",1,1,4,3,-0.0480797061242326
"702","Samnium (Regio IV)",1,1,4,3,0.0715244737733085
"703","Mauretania Tingitana",1,1,4,3,0.0917492303744683
"704","Umbria (Regio VI)",1,1,4,3,0.104592076695974
"705","Liguria (Regio IX)",1,1,4,3,0.166870866478091
"706","Syria",1,1,4,3,0.263780757456485
"707","Galatia",1,1,4,3,0.450077296016167
"708","Bruttium et Lucania (Regio III)",1,1,4,3,0.451183813808157
"709","Picenum (Regio V)",1,1,4,3,0.485808547466337
"710","Numidia",1,1,4,3,0.665602415655012
"711","Mauretania Caesariensis",1,1,4,3,0.695092360091019
"712","Latium et Campania (Regio I)",1,1,4,3,0.717931653953674
"713","Achaia",1,1,4,3,0.751621356484883
"714","Macedonia",1,1,4,3,1.07029069752249
"715","Etruria (Regio VII)",1,1,4,3,1.12591994808217
"716","Asia",1,1,4,3,1.22437711796419
"717","Sicilia",1,1,4,3,1.27090067164598
"718","Dacia",1,1,4,3,1.76977212445115
"719","Baetica",1,1,4,3,1.80843161521335
"720","Africa Proconsularis",1,1,4,3,2.51195026693609
"721","Germania Superior",1,1,4,4,-1.88160767090364
"722","Narbonensis",1,1,4,4,-1.70046225500655
"723","Lusitania",1,1,4,4,-1.55124661506366
"724","Germania Inferior",1,1,4,4,-1.24473455168825
"725","Transpadana (Regio XI)",1,1,4,4,-1.20784334566484
"726","Aquitania",1,1,4,4,-1.13338660020755
"727","Pannonia Superior",1,1,4,4,-0.955264578794504
"728","Venetia et Histria (Regio X)",1,1,4,4,-0.882613614493766
"729","Belgica",1,1,4,4,-0.879640405330707
"730","Lugdunensis",1,1,4,4,-0.845790500433594
"731","Britannia",1,1,4,4,-0.743953784824257
"732","Sardinia",1,1,4,4,-0.550361822803463
"733","Hispania Citerior",1,1,4,4,-0.507323943998921
"734","Moesia Superior",1,1,4,4,-0.456885494192703
"735","Apulia et Calabria (Regio II)",1,1,4,4,-0.38127537559672
"736","Raetia",1,1,4,4,-0.244154823895192
"737","Aemilia (Regio VIII)",1,1,4,4,-0.209033472063446
"738","Dalmatia",1,1,4,4,-0.135849192519698
"739","Moesia Inferior",1,1,4,4,-0.133907787966687
"740","Noricum",1,1,4,4,-0.0734703521137207
"741","Pannonia Inferior",1,1,4,4,-0.0458717301604991
"742","Mauretania Tingitana",1,1,4,4,0.0550370132459513
"743","Samnium (Regio IV)",1,1,4,4,0.0642866436733053
"744","Umbria (Regio VI)",1,1,4,4,0.0878218193287667
"745","Liguria (Regio IX)",1,1,4,4,0.134682208677766
"746","Syria",1,1,4,4,0.301640398884256
"747","Bruttium et Lucania (Regio III)",1,1,4,4,0.447779785329604
"748","Galatia",1,1,4,4,0.468431632900974
"749","Picenum (Regio V)",1,1,4,4,0.574752031308044
"750","Numidia",1,1,4,4,0.656863529375161
"751","Mauretania Caesariensis",1,1,4,4,0.731629184514115
"752","Achaia",1,1,4,4,0.747289514285045
"753","Latium et Campania (Regio I)",1,1,4,4,0.759572195868074
"754","Etruria (Regio VII)",1,1,4,4,1.06119595076714
"755","Asia",1,1,4,4,1.11784662525871
"756","Macedonia",1,1,4,4,1.12447510005354
"757","Sicilia",1,1,4,4,1.27014348889407
"758","Baetica",1,1,4,4,1.87161494608475
"759","Dacia",1,1,4,4,1.880335551713
"760","Africa Proconsularis",1,1,4,4,2.4092802975601
"761","Germania Superior",1,1,4,5,-1.88160767090375
"762","Narbonensis",1,1,4,5,-1.70046225500663
"763","Lusitania",1,1,4,5,-1.55124661506345
"764","Germania Inferior",1,1,4,5,-1.24473455168833
"765","Transpadana (Regio XI)",1,1,4,5,-1.20784334566486
"766","Aquitania",1,1,4,5,-1.13338660020757
"767","Pannonia Superior",1,1,4,5,-0.955264578794534
"768","Venetia et Histria (Regio X)",1,1,4,5,-0.88261361449357
"769","Belgica",1,1,4,5,-0.879640405330816
"770","Lugdunensis",1,1,4,5,-0.845790500433685
"771","Britannia",1,1,4,5,-0.743953784824322
"772","Sardinia",1,1,4,5,-0.550361822803476
"773","Hispania Citerior",1,1,4,5,-0.507323943998781
"774","Moesia Superior",1,1,4,5,-0.456885494192723
"775","Apulia et Calabria (Regio II)",1,1,4,5,-0.381275375596725
"776","Raetia",1,1,4,5,-0.244154823895212
"777","Aemilia (Regio VIII)",1,1,4,5,-0.209033472063364
"778","Dalmatia",1,1,4,5,-0.135849192519744
"779","Moesia Inferior",1,1,4,5,-0.13390778796669
"780","Noricum",1,1,4,5,-0.0734703521137019
"781","Pannonia Inferior",1,1,4,5,-0.0458717301604876
"782","Mauretania Tingitana",1,1,4,5,0.055037013245961
"783","Samnium (Regio IV)",1,1,4,5,0.0642866436733196
"784","Umbria (Regio VI)",1,1,4,5,0.0878218193288744
"785","Liguria (Regio IX)",1,1,4,5,0.134682208677841
"786","Syria",1,1,4,5,0.301640398884251
"787","Bruttium et Lucania (Regio III)",1,1,4,5,0.447779785329654
"788","Galatia",1,1,4,5,0.468431632900969
"789","Picenum (Regio V)",1,1,4,5,0.574752031308104
"790","Numidia",1,1,4,5,0.656863529375102
"791","Mauretania Caesariensis",1,1,4,5,0.73162918451408
"792","Achaia",1,1,4,5,0.747289514285067
"793","Latium et Campania (Regio I)",1,1,4,5,0.759572195867919
"794","Etruria (Regio VII)",1,1,4,5,1.06119595076722
"795","Asia",1,1,4,5,1.1178466252587
"796","Macedonia",1,1,4,5,1.12447510005352
"797","Sicilia",1,1,4,5,1.27014348889406
"798","Baetica",1,1,4,5,1.87161494608472
"799","Dacia",1,1,4,5,1.88033555171295
"800","Africa Proconsularis",1,1,4,5,2.40928029756011
"801","Germania Superior",1,1,5,1,-1.97081982137499
"802","Narbonensis",1,1,5,1,-1.74123914633248
"803","Germania Inferior",1,1,5,1,-1.34197742700261
"804","Lusitania",1,1,5,1,-1.32556386648139
"805","Transpadana (Regio XI)",1,1,5,1,-1.18896234765863
"806","Pannonia Superior",1,1,5,1,-1.11225105611864
"807","Aquitania",1,1,5,1,-1.08495651438513
"808","Belgica",1,1,5,1,-0.935192745553024
"809","Lugdunensis",1,1,5,1,-0.85092217380496
"810","Venetia et Histria (Regio X)",1,1,5,1,-0.696768064150649
"811","Britannia",1,1,5,1,-0.634578165688041
"812","Sardinia",1,1,5,1,-0.530650984015726
"813","Dalmatia",1,1,5,1,-0.522331683235231
"814","Moesia Superior",1,1,5,1,-0.510977909585378
"815","Apulia et Calabria (Regio II)",1,1,5,1,-0.393109841131937
"816","Hispania Citerior",1,1,5,1,-0.385618250220902
"817","Pannonia Inferior",1,1,5,1,-0.321025638346768
"818","Moesia Inferior",1,1,5,1,-0.27339119102404
"819","Raetia",1,1,5,1,-0.256464672134621
"820","Aemilia (Regio VIII)",1,1,5,1,-0.0844276417223826
"821","Noricum",1,1,5,1,-0.0794867008640124
"822","Umbria (Regio VI)",1,1,5,1,0.113712007718939
"823","Mauretania Tingitana",1,1,5,1,0.119971753939517
"824","Samnium (Regio IV)",1,1,5,1,0.255541164248002
"825","Liguria (Regio IX)",1,1,5,1,0.273598434406985
"826","Syria",1,1,5,1,0.327773682660639
"827","Galatia",1,1,5,1,0.456816500994108
"828","Numidia",1,1,5,1,0.516613851852838
"829","Bruttium et Lucania (Regio III)",1,1,5,1,0.602707782888493
"830","Picenum (Regio V)",1,1,5,1,0.639710571998601
"831","Mauretania Caesariensis",1,1,5,1,0.655929041673276
"832","Latium et Campania (Regio I)",1,1,5,1,0.722773966392556
"833","Achaia",1,1,5,1,0.891941054794436
"834","Macedonia",1,1,5,1,1.18205548368045
"835","Etruria (Regio VII)",1,1,5,1,1.18892452038597
"836","Sicilia",1,1,5,1,1.3391239004718
"837","Asia",1,1,5,1,1.34122038704805
"838","Dacia",1,1,5,1,1.40069387690143
"839","Baetica",1,1,5,1,1.69923362730932
"840","Africa Proconsularis",1,1,5,1,2.51237423146613
"841","Germania Superior",1,1,5,2,-1.93725530706129
"842","Narbonensis",1,1,5,2,-1.72845523105935
"843","Lusitania",1,1,5,2,-1.38356623965922
"844","Germania Inferior",1,1,5,2,-1.32262650977228
"845","Transpadana (Regio XI)",1,1,5,2,-1.19642129839263
"846","Pannonia Superior",1,1,5,2,-1.09999908280167
"847","Aquitania",1,1,5,2,-1.09228380629452
"848","Belgica",1,1,5,2,-0.936795072024675
"849","Lugdunensis",1,1,5,2,-0.87114838531433
"850","Venetia et Histria (Regio X)",1,1,5,2,-0.764875784908113
"851","Britannia",1,1,5,2,-0.60671806732803
"852","Sardinia",1,1,5,2,-0.545706475714615
"853","Moesia Superior",1,1,5,2,-0.538175141766429
"854","Dalmatia",1,1,5,2,-0.507224753123821
"855","Hispania Citerior",1,1,5,2,-0.432100227481553
"856","Apulia et Calabria (Regio II)",1,1,5,2,-0.347586072759612
"857","Pannonia Inferior",1,1,5,2,-0.290629107348191
"858","Raetia",1,1,5,2,-0.27120848416
"859","Moesia Inferior",1,1,5,2,-0.243279125742837
"860","Noricum",1,1,5,2,-0.128176046013037
"861","Aemilia (Regio VIII)",1,1,5,2,-0.0898446402681784
"862","Umbria (Regio VI)",1,1,5,2,0.0740302871589376
"863","Mauretania Tingitana",1,1,5,2,0.135591713729719
"864","Samnium (Regio IV)",1,1,5,2,0.232755832784339
"865","Liguria (Regio IX)",1,1,5,2,0.265314322457921
"866","Syria",1,1,5,2,0.337872980876071
"867","Galatia",1,1,5,2,0.481783405494432
"868","Numidia",1,1,5,2,0.503728592315372
"869","Bruttium et Lucania (Regio III)",1,1,5,2,0.581268978223383
"870","Picenum (Regio V)",1,1,5,2,0.634059640859902
"871","Mauretania Caesariensis",1,1,5,2,0.677924932972355
"872","Achaia",1,1,5,2,0.875631183163605
"873","Latium et Campania (Regio I)",1,1,5,2,0.966693987890787
"874","Etruria (Regio VII)",1,1,5,2,1.18481168833607
"875","Macedonia",1,1,5,2,1.20592355045621
"876","Asia",1,1,5,2,1.24404237940761
"877","Sicilia",1,1,5,2,1.32084621415526
"878","Dacia",1,1,5,2,1.50066159130163
"879","Baetica",1,1,5,2,1.68431590660912
"880","Africa Proconsularis",1,1,5,2,2.42681767080166
"881","Germania Superior",1,1,5,3,-1.90941763329345
"882","Narbonensis",1,1,5,3,-1.84244720880754
"883","Lusitania",1,1,5,3,-1.54091060712371
"884","Germania Inferior",1,1,5,3,-1.21310708485999
"885","Transpadana (Regio XI)",1,1,5,3,-1.20595031790222
"886","Aquitania",1,1,5,3,-1.05756269908644
"887","Venetia et Histria (Regio X)",1,1,5,3,-0.988972818792181
"888","Pannonia Superior",1,1,5,3,-0.870247286391656
"889","Belgica",1,1,5,3,-0.854293593957344
"890","Lugdunensis",1,1,5,3,-0.838277436437225
"891","Hispania Citerior",1,1,5,3,-0.559256263690859
"892","Sardinia",1,1,5,3,-0.548088556590613
"893","Britannia",1,1,5,3,-0.539673213292191
"894","Moesia Superior",1,1,5,3,-0.468929474849633
"895","Apulia et Calabria (Regio II)",1,1,5,3,-0.379784063024236
"896","Dalmatia",1,1,5,3,-0.374343812618311
"897","Raetia",1,1,5,3,-0.255503046732489
"898","Aemilia (Regio VIII)",1,1,5,3,-0.204271957513984
"899","Moesia Inferior",1,1,5,3,-0.13190842309571
"900","Noricum",1,1,5,3,-0.0854706825258014
"901","Pannonia Inferior",1,1,5,3,-0.0377136249596688
"902","Umbria (Regio VI)",1,1,5,3,0.0264377520012302
"903","Mauretania Tingitana",1,1,5,3,0.126223990031892
"904","Samnium (Regio IV)",1,1,5,3,0.137591899204753
"905","Liguria (Regio IX)",1,1,5,3,0.18575945882742
"906","Syria",1,1,5,3,0.393385847697118
"907","Bruttium et Lucania (Regio III)",1,1,5,3,0.481793054874461
"908","Galatia",1,1,5,3,0.519263103388949
"909","Picenum (Regio V)",1,1,5,3,0.544400434937766
"910","Numidia",1,1,5,3,0.563197270173742
"911","Mauretania Caesariensis",1,1,5,3,0.648566947426191
"912","Latium et Campania (Regio I)",1,1,5,3,0.658593470123494
"913","Achaia",1,1,5,3,0.787364410357436
