"","intersection_ID","country","province","prop_intersection_area","province_rural_pop_min","province_rural_pop_max","intersection_rural_pop_min","intersection_rural_pop_max","intersection_urban_pop","intersection_tot_pop_min","intersection_tot_pop_max"
"115","115_HUN_Noricum","HUN","Noricum",0.000183012976977796,589957.172083553,717423.400713542,107.969818352413,131.29779231812,0,107.969818352413,131.29779231812
"116","116_DZA_Numidia","DZA","Numidia",0.776601129461668,638964.528611018,745160.453953136,496220.574605259,578692.450170174,92296,588516.574605259,670988.450170174
"117","117_TUN_Numidia","TUN","Numidia",0.223398870538332,638964.528611018,745160.453953136,142743.954005759,166468.003782961,62597,205340.954005759,229065.003782961
"118","118_SRB_Pannonia_Inferior","SRB","Pannonia Inferior",0.214952699182461,274542.722011644,333860.460702818,59013.699137303,71764.2071783707,16100,75113.699137303,87864.2071783707
"119","119_BIH_Pannonia_Inferior","BIH","Pannonia Inferior",0.183886672202348,274542.722011644,333860.460702818,50484.7475280956,61392.489098584,0,50484.7475280956,61392.489098584
"120","120_HRV_Pannonia_Inferior","HRV","Pannonia Inferior",0.222345136223859,274542.722011644,333860.460702818,61043.238924948,74232.2496147282,16439,77482.238924948,90671.2496147282
"121","121_HUN_Pannonia_Inferior","HUN","Pannonia Inferior",0.378439215988881,274542.722011644,333860.460702818,103897.73247354,126345.890998061,6926,110823.73247354,133271.890998061
"122","122_SVK_Pannonia_Inferior","SVK","Pannonia Inferior",0.00037627640245044,274542.722011644,333860.460702818,103.303947757493,125.623813073703,0,103.303947757493,125.623813073703
"123","123_AUT_Pannonia_Superior","AUT","Pannonia Superior",0.0935357513139537,678009.169337813,824499.924737602,63418.097051762,77120.2199186298,22565,85983.097051762,99685.2199186298
"124","124_SVN_Pannonia_Superior","SVN","Pannonia Superior",0.0624334995559175,678009.169337813,824499.924737602,42330.4851727603,51476.4156849591,1000,43330.4851727603,52476.4156849591
"125","125_BIH_Pannonia_Superior","BIH","Pannonia Superior",0.0979855029550009,678009.169337813,824499.924737602,66435.069465668,80789.0398117743,1000,67435.069465668,81789.0398117743
"126","126_HRV_Pannonia_Superior","HRV","Pannonia Superior",0.355781056913968,678009.169337813,824499.924737602,241222.818864368,293341.454648631,10868,252090.818864368,304209.454648631
"127","127_HUN_Pannonia_Superior","HUN","Pannonia Superior",0.386029505213579,678009.169337813,824499.924737602,261731.544169746,318281.297995089,19728,281459.544169746,338009.297995089
"128","128_SVK_Pannonia_Superior","SVK","Pannonia Superior",0.00423468404758136,678009.169337813,824499.924737602,2871.15461350873,3491.49667851836,0,2871.15461350873,3491.49667851836
"129","129_ITA_Picenum_(Regio_V)","ITA","Picenum (Regio V)",1,200281.001906165,221571.901549136,200281.001906165,221571.901549136,52403,252684.001906165,273974.901549136
"130","130_CHE_Raetia","CHE","Raetia",0.17033184921736,855414.240883523,1182368.29106744,145704.289496555,201394.977473487,1000,146704.289496555,202394.977473487
"131","131_AUT_Raetia","AUT","Raetia",0.142705069240465,855414.240883523,1182368.29106744,122071.948474563,168729.948844509,1000,123071.948474563,169729.948844509
"132","132_ITA_Raetia","ITA","Raetia",0.196710789559542,855414.240883523,1182368.29106744,168269.210724674,232584.600086043,5976,174245.210724674,238560.600086043
"133","133_LIE_Raetia","LIE","Raetia",0.00212668567427326,855414.240883523,1182368.29106744,1819.19721165632,2514.52570632808,0,1819.19721165632,2514.52570632808
"134","134_DEU_Raetia","DEU","Raetia",0.48812560630836,855414.240883523,1182368.29106744,417549.594976075,577144.238957074,12608,430157.594976075,589752.238957074
"135","135_ITA_Samnium_(Regio_IV)","ITA","Samnium (Regio IV)",1,414685.399056737,458768.587829972,414685.399056737,458768.587829972,53794,468479.399056737,512562.587829972
"136","136_ITA_Sardinia","ITA","Sardinia",1,743420.040042889,822449.410350023,743420.040042889,822449.410350023,12377,755797.040042889,834826.410350023
"137","137_ITA_Sicilia","ITA","Sicilia",1,794474.085897201,878930.76361895,794474.085897201,878930.76361895,304214,1098688.0858972,1183144.76361895
"138","138_TUR_Syria","TUR","Syria",0.160330776520916,2167558.75498751,2691097.49471418,347526.378341858,431465.751021015,202371,549897.378341858,633836.751021015
"139","139_SYR_Syria","SYR","Syria",0.749753082675323,2167558.75498751,2691097.49471418,1625133.85843177,2017658.64244179,226200,1851333.85843177,2243858.64244179
"140","140_LBN_Syria","LBN","Syria",0.0800402921067134,2167558.75498751,2691097.49471418,173492.035907664,215396.229564567,42549,216041.035907664,257945.229564567
"141","141_ISR_Syria","ISR","Syria",0.0098758486970476,2167558.75498751,2691097.49471418,21406.4823062175,26576.8716868011,19666,41072.4823062175,46242.8716868011
"142","142_SRB_Thracia","SRB","Thracia",0.0189274714430817,395967.495247041,588676.414337225,7494.66345867696,11142.1560215836,0,7494.66345867696,11142.1560215836
"143","143_TUR_Thracia","TUR","Thracia",0.24572923894834,395967.495247041,588676.414337225,97300.7912553357,144655.007281924,55576,152876.791255336,200231.007281924
"144","144_BGR_Thracia","BGR","Thracia",0.603710535313989,395967.495247041,588676.414337225,239049.748522531,355390.153226246,46342,285391.748522531,401732.153226246
"145","145_GRC_Thracia","GRC","Thracia",0.118056614132707,395967.495247041,588676.414337225,46746.5817954746,69497.1442964356,60756,107502.581795475,130253.144296436
"146","146_MKD_Thracia","MKD","Thracia",0.0135761401618822,395967.495247041,588676.414337225,5375.71021502324,7991.95351103639,0,5375.71021502324,7991.95351103639
"147","147_CHE_Transpadana_(Regio_XI)","CHE","Transpadana (Regio XI)",0.0268006384737758,588797.432706909,651389.625328727,15780.1471282652,17457.6578540035,0,15780.1471282652,17457.6578540035
"148","148_ITA_Transpadana_(Regio_XI)","ITA","Transpadana (Regio XI)",0.973199361526224,588797.432706909,651389.625328727,573017.285578644,633931.967474723,77577,650594.285578644,711508.967474723
"149","149_ITA_Umbria_(Regio_VI)","ITA","Umbria (Regio VI)",0.995190826047338,385891.49380175,426913.742489414,384035.674481205,424860.640039,88640,472675.674481205,513500.640039
"150","150_SMR_Umbria_(Regio_VI)","SMR","Umbria (Regio VI)",0.00480917395266209,385891.49380175,426913.742489414,1855.81932054524,2053.10245041358,0,1855.81932054524,2053.10245041358
"151","151_CHE_Venetia_et_Histria_(Regio_X)","CHE","Venetia et Histria (Regio X)",0.000206915884765379,1711965.12082372,1893955.81006942,354.232777662708,391.889542147044,0,354.232777662708,391.889542147044
"152","152_AUT_Venetia_et_Histria_(Regio_X)","AUT","Venetia et Histria (Regio X)",0.04875059037101,1711965.12082372,1893955.81006942,83459.3103347337,92331.4638774889,1000,84459.3103347337,93331.4638774889
"153","153_SVN_Venetia_et_Histria_(Regio_X)","SVN","Venetia et Histria (Regio X)",0.173442442781186,1711965.12082372,1893955.81006942,296927.412511854,328492.322218061,2760,299687.412511854,331252.322218061
"154","154_ITA_Venetia_et_Histria_(Regio_X)","ITA","Venetia et Histria (Regio X)",0.724126534833522,1711965.12082372,1893955.81006942,1239679.37069793,1371463.65787339,134946,1374625.37069793,1506409.65787339
"155","155_HRV_Venetia_et_Histria_(Regio_X)","HRV","Venetia et Histria (Regio X)",0.0534735161295163,1711965.12082372,1893955.81006942,91544.7945015364,101276.476558338,6922,98466.7945015364,108198.476558338
