"","province","s_it","g_it","a_it","r_it","eci"
"912","Lusitania",1,1,5,3,-0.0373228719652174
"913","Mauretania Caesariensis",1,1,5,3,-0.0124930662827815
"914","Achaia",1,1,5,3,-0.0107636210603757
"915","Africa Proconsularis",1,1,5,3,-0.00924614735653302
"916","Apulia et Calabria (Regio II)",1,1,5,3,0.0122783252529117
"917","Samnium (Regio IV)",1,1,5,3,0.0360397416217078
"918","Venetia et Histria (Regio X)",1,1,5,3,0.170375252411273
"919","Baetica",1,1,5,3,0.176904035625426
"920","Latium et Campania (Regio I)",1,1,5,3,6.10453349040348
"921","Lugdunensis",1,1,5,4,-0.40484040804595
"922","Raetia",1,1,5,4,-0.370606729273486
"923","Germania Inferior",1,1,5,4,-0.348751457219307
"924","Belgica",1,1,5,4,-0.343474404753434
"925","Aquitania",1,1,5,4,-0.338183608641044
"926","Pannonia Superior",1,1,5,4,-0.32061993067635
"927","Britannia",1,1,5,4,-0.290439621901741
"928","Dacia",1,1,5,4,-0.260848618128293
"929","Narbonensis",1,1,5,4,-0.248247169702638
"930","Germania Superior",1,1,5,4,-0.243678026223304
"931","Pannonia Inferior",1,1,5,4,-0.217021011737912
"932","Dalmatia",1,1,5,4,-0.214158763571214
"933","Asia",1,1,5,4,-0.211582670988852
"934","Moesia Inferior",1,1,5,4,-0.205749128519308
"935","Noricum",1,1,5,4,-0.19972952664333
"936","Moesia Superior",1,1,5,4,-0.186181253181871
"937","Transpadana (Regio XI)",1,1,5,4,-0.185772013021924
"938","Liguria (Regio IX)",1,1,5,4,-0.169695498844796
"939","Aemilia (Regio VIII)",1,1,5,4,-0.165417642715524
"940","Picenum (Regio V)",1,1,5,4,-0.164379615068873
"941","Umbria (Regio VI)",1,1,5,4,-0.159436228163971
"942","Bruttium et Lucania (Regio III)",1,1,5,4,-0.139963766760556
"943","Numidia",1,1,5,4,-0.136467473819462
"944","Etruria (Regio VII)",1,1,5,4,-0.117066829985908
"945","Macedonia",1,1,5,4,-0.111982659716879
"946","Galatia",1,1,5,4,-0.107585900330369
"947","Sicilia",1,1,5,4,-0.106819114874331
"948","Mauretania Tingitana",1,1,5,4,-0.106542060221579
"949","Syria",1,1,5,4,-0.098253511750237
"950","Sardinia",1,1,5,4,-0.092398077023278
"951","Hispania Citerior",1,1,5,4,-0.0837750887954758
"952","Africa Proconsularis",1,1,5,4,-0.0476179848103009
"953","Lusitania",1,1,5,4,-0.0435258669823476
"954","Achaia",1,1,5,4,-0.0208818759624889
"955","Mauretania Caesariensis",1,1,5,4,-0.0127364073647366
"956","Apulia et Calabria (Regio II)",1,1,5,4,0.0115339505258571
"957","Samnium (Regio IV)",1,1,5,4,0.0216854000693592
"958","Baetica",1,1,5,4,0.155169101471619
"959","Venetia et Histria (Regio X)",1,1,5,4,0.1714679262615
"960","Latium et Campania (Regio I)",1,1,5,4,6.11457356709274
"961","Lugdunensis",1,1,5,5,-0.403319576584574
"962","Raetia",1,1,5,5,-0.368728763983044
"963","Germania Inferior",1,1,5,5,-0.345485402367787
"964","Aquitania",1,1,5,5,-0.336608018907811
"965","Belgica",1,1,5,5,-0.336196174756648
"966","Pannonia Superior",1,1,5,5,-0.319717149527368
"967","Britannia",1,1,5,5,-0.267304052039019
"968","Dacia",1,1,5,5,-0.26199396894306
"969","Narbonensis",1,1,5,5,-0.250106965175482
"970","Germania Superior",1,1,5,5,-0.240699976154425
"971","Pannonia Inferior",1,1,5,5,-0.218315871887434
"972","Asia",1,1,5,5,-0.215694082908219
"973","Dalmatia",1,1,5,5,-0.211364891093993
"974","Moesia Inferior",1,1,5,5,-0.205671763910339
"975","Noricum",1,1,5,5,-0.200264273453036
"976","Moesia Superior",1,1,5,5,-0.186477485308396
"977","Transpadana (Regio XI)",1,1,5,5,-0.184809385604566
"978","Liguria (Regio IX)",1,1,5,5,-0.170720553405246
"979","Aemilia (Regio VIII)",1,1,5,5,-0.166866635731357
"980","Picenum (Regio V)",1,1,5,5,-0.165776858080865
"981","Umbria (Regio VI)",1,1,5,5,-0.16230184398947
"982","Bruttium et Lucania (Regio III)",1,1,5,5,-0.141668541560929
"983","Numidia",1,1,5,5,-0.139717594613934
"984","Etruria (Regio VII)",1,1,5,5,-0.11983706098085
"985","Macedonia",1,1,5,5,-0.112966589642951
"986","Galatia",1,1,5,5,-0.108713236860742
"987","Sicilia",1,1,5,5,-0.108271678206154
"988","Mauretania Tingitana",1,1,5,5,-0.106952450025739
"989","Syria",1,1,5,5,-0.0993990395401624
"990","Sardinia",1,1,5,5,-0.0930549608860323
"991","Hispania Citerior",1,1,5,5,-0.0848925788287228
"992","Africa Proconsularis",1,1,5,5,-0.0529057073414417
"993","Lusitania",1,1,5,5,-0.0449510535979415
"994","Achaia",1,1,5,5,-0.0225364769456958
"995","Mauretania Caesariensis",1,1,5,5,-0.0135561098111698
"996","Apulia et Calabria (Regio II)",1,1,5,5,0.00964383856635129
"997","Samnium (Regio IV)",1,1,5,5,0.020045370017671
"998","Baetica",1,1,5,5,0.15157677408486
"999","Venetia et Histria (Regio X)",1,1,5,5,0.17050566488617
"1000","Latium et Campania (Regio I)",1,1,5,5,6.11607512509955
"1001","Lugdunensis",1,2,1,1,-0.455444410428905
"1002","Belgica",1,2,1,1,-0.431748450763517
"1003","Raetia",1,2,1,1,-0.402196112050496
"1004","Germania Inferior",1,2,1,1,-0.394234842174826
"1005","Aquitania",1,2,1,1,-0.348151004813496
"1006","Pannonia Superior",1,2,1,1,-0.335918697437046
"1007","Britannia",1,2,1,1,-0.310425558932978
"1008","Germania Superior",1,2,1,1,-0.29048476099898
"1009","Narbonensis",1,2,1,1,-0.252265108377088
"1010","Dacia",1,2,1,1,-0.248923910882873
"1011","Dalmatia",1,2,1,1,-0.237209765397397
"1012","Pannonia Inferior",1,2,1,1,-0.211647012778577
"1013","Transpadana (Regio XI)",1,2,1,1,-0.203923205841279
"1014","Moesia Inferior",1,2,1,1,-0.200548526245721
"1015","Moesia Superior",1,2,1,1,-0.181570156496828
"1016","Noricum",1,2,1,1,-0.179205703401759
"1017","Aemilia (Regio VIII)",1,2,1,1,-0.174712456117373
"1018","Liguria (Regio IX)",1,2,1,1,-0.1627478684963
"1019","Picenum (Regio V)",1,2,1,1,-0.154351858551396
"1020","Umbria (Regio VI)",1,2,1,1,-0.153362622547422
"1021","Asia",1,2,1,1,-0.146681975826482
"1022","Bruttium et Lucania (Regio III)",1,2,1,1,-0.125336333422726
"1023","Mauretania Tingitana",1,2,1,1,-0.106637507298396
"1024","Numidia",1,2,1,1,-0.102951236204869
"1025","Galatia",1,2,1,1,-0.094501546507205
"1026","Syria",1,2,1,1,-0.0935135600190972
"1027","Sardinia",1,2,1,1,-0.0910211823766637
"1028","Macedonia",1,2,1,1,-0.0891090751741752
"1029","Hispania Citerior",1,2,1,1,-0.0857348008899998
"1030","Etruria (Regio VII)",1,2,1,1,-0.0843561881378635
"1031","Sicilia",1,2,1,1,-0.0812194958626407
"1032","Lusitania",1,2,1,1,-0.0658668837276987
"1033","Mauretania Caesariensis",1,2,1,1,-0.0131757195466895
"1034","Achaia",1,2,1,1,0.00929628570539309
"1035","Africa Proconsularis",1,2,1,1,0.0113698022417861
"1036","Apulia et Calabria (Regio II)",1,2,1,1,0.0145345842492803
"1037","Samnium (Regio IV)",1,2,1,1,0.0776111742200569
"1038","Venetia et Histria (Regio X)",1,2,1,1,0.10570732450889
"1039","Baetica",1,2,1,1,0.189505129257078
"1040","Latium et Campania (Regio I)",1,2,1,1,6.10115323754628
"1041","Lugdunensis",1,2,1,2,-0.429645119225454
"1042","Belgica",1,2,1,2,-0.385324304325218
"1043","Raetia",1,2,1,2,-0.374700233900016
"1044","Germania Inferior",1,2,1,2,-0.365067182033805
"1045","Aquitania",1,2,1,2,-0.336084733588261
"1046","Pannonia Superior",1,2,1,2,-0.331007152863076
"1047","Britannia",1,2,1,2,-0.300288416413414
"1048","Dacia",1,2,1,2,-0.262906676817265
"1049","Germania Superior",1,2,1,2,-0.259899776570679
"1050","Dalmatia",1,2,1,2,-0.227248542998301
"1051","Pannonia Inferior",1,2,1,2,-0.221101989384266
"1052","Narbonensis",1,2,1,2,-0.215838174659843
"1053","Moesia Inferior",1,2,1,2,-0.208696576972953
"1054","Asia",1,2,1,2,-0.196881322688698
"1055","Noricum",1,2,1,2,-0.192199339608869
"1056","Transpadana (Regio XI)",1,2,1,2,-0.191871598151184
"1057","Moesia Superior",1,2,1,2,-0.183763162715651
"1058","Picenum (Regio V)",1,2,1,2,-0.166502064367686
"1059","Aemilia (Regio VIII)",1,2,1,2,-0.162702373870533
"1060","Umbria (Regio VI)",1,2,1,2,-0.161792689394266
"1061","Liguria (Regio IX)",1,2,1,2,-0.16132937758327
"1062","Bruttium et Lucania (Regio III)",1,2,1,2,-0.137759146126775
"1063","Numidia",1,2,1,2,-0.127719830628369
"1064","Mauretania Tingitana",1,2,1,2,-0.109379077457887
"1065","Macedonia",1,2,1,2,-0.109136317617441
"1066","Etruria (Regio VII)",1,2,1,2,-0.108245876622416
"1067","Galatia",1,2,1,2,-0.105878855167057
"1068","Sicilia",1,2,1,2,-0.0980523164066253
"1069","Syria",1,2,1,2,-0.0980508524996284
"1070","Sardinia",1,2,1,2,-0.0926124378758943
"1071","Hispania Citerior",1,2,1,2,-0.0832062997310232
"1072","Lusitania",1,2,1,2,-0.0462683738528438
"1073","Africa Proconsularis",1,2,1,2,-0.0252305696106982
"1074","Achaia",1,2,1,2,-0.0125360986045919
"1075","Mauretania Caesariensis",1,2,1,2,-0.0109048205792169
"1076","Apulia et Calabria (Regio II)",1,2,1,2,0.0127853437816003
"1077","Samnium (Regio IV)",1,2,1,2,0.0669870568565246
"1078","Venetia et Histria (Regio X)",1,2,1,2,0.130358774560014
"1079","Baetica",1,2,1,2,0.180153124151597
"1080","Latium et Campania (Regio I)",1,2,1,2,6.10954738156344
"1081","Lugdunensis",1,2,1,3,-0.416144899248006
"1082","Belgica",1,2,1,3,-0.374107788973848
"1083","Raetia",1,2,1,3,-0.36474006216771
"1084","Germania Inferior",1,2,1,3,-0.354594235892878
"1085","Aquitania",1,2,1,3,-0.331751712708948
"1086","Pannonia Superior",1,2,1,3,-0.329660378896894
"1087","Britannia",1,2,1,3,-0.298081617407841
"1088","Dacia",1,2,1,3,-0.270449257657719
"1089","Germania Superior",1,2,1,3,-0.244446451268822
"1090","Pannonia Inferior",1,2,1,3,-0.226688891871711
"1091","Dalmatia",1,2,1,3,-0.226068605628826
"1092","Asia",1,2,1,3,-0.212923917898795
"1093","Moesia Inferior",1,2,1,3,-0.212466737436308
"1094","Noricum",1,2,1,3,-0.208444991791898
"1095","Narbonensis",1,2,1,3,-0.199651782488606
"1096","Transpadana (Regio XI)",1,2,1,3,-0.184105099314085
"1097","Picenum (Regio V)",1,2,1,3,-0.169718672549991
"1098","Moesia Superior",1,2,1,3,-0.169098030471718
"1099","Liguria (Regio IX)",1,2,1,3,-0.168302753422367
"1100","Umbria (Regio VI)",1,2,1,3,-0.163422904477973
"1101","Aemilia (Regio VIII)",1,2,1,3,-0.159285956219642
"1102","Bruttium et Lucania (Regio III)",1,2,1,3,-0.142835165377449
"1103","Numidia",1,2,1,3,-0.136737170440574
"1104","Etruria (Regio VII)",1,2,1,3,-0.116673533461259
"1105","Macedonia",1,2,1,3,-0.1144765935041
"1106","Mauretania Tingitana",1,2,1,3,-0.110683317858219
"1107","Galatia",1,2,1,3,-0.109771354153649
"1108","Sicilia",1,2,1,3,-0.105412733683409
"1109","Syria",1,2,1,3,-0.100680120432531
"1110","Sardinia",1,2,1,3,-0.0936183068249975
"1111","Hispania Citerior",1,2,1,3,-0.0825227854815994
"1112","Africa Proconsularis",1,2,1,3,-0.0517903141995388
"1113","Lusitania",1,2,1,3,-0.0487459400428977
"1114","Achaia",1,2,1,3,-0.0199210883795346
"1115","Mauretania Caesariensis",1,2,1,3,-0.00919773426508657
"1116","Apulia et Calabria (Regio II)",1,2,1,3,0.0138546002133654
"1117","Samnium (Regio IV)",1,2,1,3,0.0630019748030916
"1118","Baetica",1,2,1,3,0.169298592998845
"1119","Venetia et Histria (Regio X)",1,2,1,3,0.169974708493181
"1120","Latium et Campania (Regio I)",1,2,1,3,6.11109102939095
"1121","Lugdunensis",1,2,1,4,-0.411342845868516
"1122","Belgica",1,2,1,4,-0.373481984397145
"1123","Raetia",1,2,1,4,-0.363431567461742
"1124","Germania Inferior",1,2,1,4,-0.351726935811072
"1125","Aquitania",1,2,1,4,-0.331312634947533
"1126","Pannonia Superior",1,2,1,4,-0.326821067183237
"1127","Britannia",1,2,1,4,-0.298311984442678
"1128","Dacia",1,2,1,4,-0.267370207785267
"1129","Germania Superior",1,2,1,4,-0.240934838575099
"1130","Pannonia Inferior",1,2,1,4,-0.223975580665213
"1131","Dalmatia",1,2,1,4,-0.221305507969764
"1132","Asia",1,2,1,4,-0.215889924013103
"1133","Moesia Inferior",1,2,1,4,-0.211400385054558
"1134","Noricum",1,2,1,4,-0.206423010416459
"1135","Narbonensis",1,2,1,4,-0.19645249023103
"1136","Transpadana (Regio XI)",1,2,1,4,-0.180450234562209
"1137","Moesia Superior",1,2,1,4,-0.168612076394776
"1138","Picenum (Regio V)",1,2,1,4,-0.168257348608834
"1139","Liguria (Regio IX)",1,2,1,4,-0.166354622551842
"1140","Umbria (Regio VI)",1,2,1,4,-0.162969202361287
"1141","Aemilia (Regio VIII)",1,2,1,4,-0.156976548883887
"1142","Bruttium et Lucania (Regio III)",1,2,1,4,-0.143922067044066
"1143","Numidia",1,2,1,4,-0.139390251140542
"1144","Etruria (Regio VII)",1,2,1,4,-0.116311732347317
"1145","Macedonia",1,2,1,4,-0.116105595952114
"1146","Galatia",1,2,1,4,-0.110793974818659
"1147","Mauretania Tingitana",1,2,1,4,-0.110534265138161
"1148","Sicilia",1,2,1,4,-0.107641262635878
"1149","Syria",1,2,1,4,-0.100627926563458
"1150","Sardinia",1,2,1,4,-0.0939632016749061
"1151","Hispania Citerior",1,2,1,4,-0.0831742671542583
"1152","Africa Proconsularis",1,2,1,4,-0.0573472231471897
"1153","Lusitania",1,2,1,4,-0.0493912911041049
"1154","Achaia",1,2,1,4,-0.021643319869367
"1155","Mauretania Caesariensis",1,2,1,4,-0.00974496370177726
"1156","Apulia et Calabria (Regio II)",1,2,1,4,0.0122211819783888
"1157","Samnium (Regio IV)",1,2,1,4,0.0351623148164322
"1158","Baetica",1,2,1,4,0.167993650274769
"1159","Venetia et Histria (Regio X)",1,2,1,4,0.176366252370041
"1160","Latium et Campania (Regio I)",1,2,1,4,6.11264894103742
"1161","Lugdunensis",1,2,1,5,-0.411094733010192
"1162","Belgica",1,2,1,5,-0.382304512717983
"1163","Raetia",1,2,1,5,-0.365432696065192
"1164","Germania Inferior",1,2,1,5,-0.355747808036787
"1165","Aquitania",1,2,1,5,-0.332837905033016
"1166","Pannonia Superior",1,2,1,5,-0.326888766270953
"1167","Britannia",1,2,1,5,-0.301022437316768
"1168","Dacia",1,2,1,5,-0.26517182391251
"1169","Dalmatia",1,2,1,5,-0.249283784408452
"1170","Germania Superior",1,2,1,5,-0.241209781204953
"1171","Pannonia Inferior",1,2,1,5,-0.222258479100199
"1172","Moesia Inferior",1,2,1,5,-0.211415774674745
"1173","Asia",1,2,1,5,-0.211117534017979
"1174","Noricum",1,2,1,5,-0.205336686582321
"1175","Narbonensis",1,2,1,5,-0.191947618263476
"1176","Transpadana (Regio XI)",1,2,1,5,-0.178184275767985
"1177","Moesia Superior",1,2,1,5,-0.167383643044624
"1178","Picenum (Regio V)",1,2,1,5,-0.165477604975146
"1179","Liguria (Regio IX)",1,2,1,5,-0.165412183772376
"1180","Aemilia (Regio VIII)",1,2,1,5,-0.155545835208152
"1181","Bruttium et Lucania (Regio III)",1,2,1,5,-0.14294324487675
"1182","Numidia",1,2,1,5,-0.137271905977298
"1183","Umbria (Regio VI)",1,2,1,5,-0.134478974971857
"1184","Macedonia",1,2,1,5,-0.114950884980085
"1185","Etruria (Regio VII)",1,2,1,5,-0.112381127967331
"1186","Mauretania Tingitana",1,2,1,5,-0.110855932295474
"1187","Galatia",1,2,1,5,-0.110502495738709
"1188","Sicilia",1,2,1,5,-0.106734464535928
"1189","Syria",1,2,1,5,-0.100467706088421
"1190","Sardinia",1,2,1,5,-0.0946923504735193
"1191","Hispania Citerior",1,2,1,5,-0.0836511646094
"1192","Africa Proconsularis",1,2,1,5,-0.0781658097660555
"1193","Lusitania",1,2,1,5,-0.0502198319870947
"1194","Achaia",1,2,1,5,-0.0191240121939347
"1195","Mauretania Caesariensis",1,2,1,5,-0.0108918816441886
"1196","Apulia et Calabria (Regio II)",1,2,1,5,0.0163083506667645
"1197","Samnium (Regio IV)",1,2,1,5,0.0374776343489661
"1198","Baetica",1,2,1,5,0.170147451366508
"1199","Venetia et Histria (Regio X)",1,2,1,5,0.176733541958016
"1200","Latium et Campania (Regio I)",1,2,1,5,6.1117386931496
"1201","Lugdunensis",1,2,2,1,-0.458127591408011
"1202","Belgica",1,2,2,1,-0.433245482357138
"1203","Raetia",1,2,2,1,-0.403639623243061
"1204","Germania Inferior",1,2,2,1,-0.395518083075261
"1205","Aquitania",1,2,2,1,-0.347825935690766
"1206","Pannonia Superior",1,2,2,1,-0.33332166736014
"1207","Britannia",1,2,2,1,-0.308678356025941
"1208","Narbonensis",1,2,2,1,-0.293546353797095
"1209","Germania Superior",1,2,2,1,-0.292401102947783
"1210","Dacia",1,2,2,1,-0.246351193769973
"1211","Dalmatia",1,2,2,1,-0.236154487658762
"1212","Pannonia Inferior",1,2,2,1,-0.208722454149915
"1213","Transpadana (Regio XI)",1,2,2,1,-0.203915316135307
"1214","Moesia Inferior",1,2,2,1,-0.198487114575842
"1215","Moesia Superior",1,2,2,1,-0.180765193955113
"1216","Noricum",1,2,2,1,-0.176676105222611
"1217","Aemilia (Regio VIII)",1,2,2,1,-0.174323273302292
"1218","Liguria (Regio IX)",1,2,2,1,-0.161669492254849
"1219","Picenum (Regio V)",1,2,2,1,-0.154120027470894
"1220","Umbria (Regio VI)",1,2,2,1,-0.15250856172029
"1221","Asia",1,2,2,1,-0.144019662020185
"1222","Bruttium et Lucania (Regio III)",1,2,2,1,-0.123385709205778
"1223","Mauretania Tingitana",1,2,2,1,-0.105225608994299
"1224","Numidia",1,2,2,1,-0.100070624517619
"1225","Galatia",1,2,2,1,-0.0928574980419215
"1226","Syria",1,2,2,1,-0.0927863338036953
"1227","Sardinia",1,2,2,1,-0.0898595264732469
"1228","Macedonia",1,2,2,1,-0.0878042455452435
"1229","Hispania Citerior",1,2,2,1,-0.0859915115468657
"1230","Etruria (Regio VII)",1,2,2,1,-0.0827043787937774
"1231","Sicilia",1,2,2,1,-0.0789813539777716
"1232","Lusitania",1,2,2,1,-0.0620985778983885
"1233","Mauretania Caesariensis",1,2,2,1,-0.0125963341736971
"1234","Achaia",1,2,2,1,0.0105923725628821
"1235","Apulia et Calabria (Regio II)",1,2,2,1,0.0142247004908028
"1236","Africa Proconsularis",1,2,2,1,0.0170730441171321
"1237","Samnium (Regio IV)",1,2,2,1,0.078972321638611
"1238","Venetia et Histria (Regio X)",1,2,2,1,0.106667972849165
"1239","Baetica",1,2,2,1,0.191153644315666
"1240","Latium et Campania (Regio I)",1,2,2,1,6.09969472513927
"1241","Lugdunensis",1,2,2,2,-0.447204986737349
"1242","Belgica",1,2,2,2,-0.411587712509712
"1243","Raetia",1,2,2,2,-0.391747986995716
"1244","Germania Inferior",1,2,2,2,-0.378959169674639
"1245","Aquitania",1,2,2,2,-0.343048206071935
"1246","Pannonia Superior",1,2,2,2,-0.327421328226306
"1247","Britannia",1,2,2,2,-0.299172557501324
"1248","Narbonensis",1,2,2,2,-0.279793980532071
"1249","Germania Superior",1,2,2,2,-0.274917437272211
"1250","Dacia",1,2,2,2,-0.247973866851579
"1251","Dalmatia",1,2,2,2,-0.230685637226345
"1252","Pannonia Inferior",1,2,2,2,-0.212662722106107
"1253","Moesia Inferior",1,2,2,2,-0.201414152127956
"1254","Transpadana (Regio XI)",1,2,2,2,-0.198684332494426
"1255","Noricum",1,2,2,2,-0.184826795863461
"1256","Moesia Superior",1,2,2,2,-0.1832321974143
"1257","Asia",1,2,2,2,-0.171226885419809
"1258","Liguria (Regio IX)",1,2,2,2,-0.169996737990386
"1259","Aemilia (Regio VIII)",1,2,2,2,-0.167307164118142
"1260","Picenum (Regio V)",1,2,2,2,-0.160171947174368
"1261","Umbria (Regio VI)",1,2,2,2,-0.158897996719139
"1262","Bruttium et Lucania (Regio III)",1,2,2,2,-0.128827644072435
"1263","Numidia",1,2,2,2,-0.116016165786396
"1264","Mauretania Tingitana",1,2,2,2,-0.104630222647632
"1265","Macedonia",1,2,2,2,-0.100664054582793
"1266","Galatia",1,2,2,2,-0.0987890669939066
"1267","Etruria (Regio VII)",1,2,2,2,-0.0984233228559747
"1268","Syria",1,2,2,2,-0.0934917429182709
"1269","Sardinia",1,2,2,2,-0.0891128447919888
"1270","Sicilia",1,2,2,2,-0.0887947976696774
"1271","Hispania Citerior",1,2,2,2,-0.0818830555075476
"1272","Lusitania",1,2,2,2,-0.035044776432337
"1273","Mauretania Caesariensis",1,2,2,2,-0.0128647226253911
"1274","Achaia",1,2,2,2,-0.00246193693858468
"1275","Africa Proconsularis",1,2,2,2,0.00166331765177691
"1276","Apulia et Calabria (Regio II)",1,2,2,2,0.011606572500699
"1277","Samnium (Regio IV)",1,2,2,2,0.0736579029721298
"1278","Venetia et Histria (Regio X)",1,2,2,2,0.120565494037513
"1279","Baetica",1,2,2,2,0.179962219591996
"1280","Latium et Campania (Regio I)",1,2,2,2,6.1044826480961
"1281","Lugdunensis",1,2,2,3,-0.425076129402302
"1282","Belgica",1,2,2,3,-0.391631230143344
"1283","Raetia",1,2,2,3,-0.375669509070474
"1284","Germania Inferior",1,2,2,3,-0.35965155638791
"1285","Aquitania",1,2,2,3,-0.338208205718073
"1286","Pannonia Superior",1,2,2,3,-0.325076639655569
"1287","Britannia",1,2,2,3,-0.296334770687525
"1288","Dacia",1,2,2,3,-0.262334256448467
"1289","Germania Superior",1,2,2,3,-0.251308145685164
"1290","Dalmatia",1,2,2,3,-0.224785151448511
"1291","Pannonia Inferior",1,2,2,3,-0.219134304789625
"1292","Narbonensis",1,2,2,3,-0.216845375171296
"1293","Moesia Inferior",1,2,2,3,-0.208408675482947
"1294","Noricum",1,2,2,3,-0.200543147205818
"1295","Asia",1,2,2,3,-0.200112324279411
"1296","Moesia Superior",1,2,2,3,-0.186585309472664
"1297","Transpadana (Regio XI)",1,2,2,3,-0.184749665633898
"1298","Liguria (Regio IX)",1,2,2,3,-0.168190861266433
"1299","Picenum (Regio V)",1,2,2,3,-0.161991237325477
"1300","Umbria (Regio VI)",1,2,2,3,-0.160022427429908
"1301","Aemilia (Regio VIII)",1,2,2,3,-0.159658005491497
"1302","Bruttium et Lucania (Regio III)",1,2,2,3,-0.137447846627581
"1303","Numidia",1,2,2,3,-0.132319836395366
"1304","Etruria (Regio VII)",1,2,2,3,-0.110857565031135
"1305","Macedonia",1,2,2,3,-0.110090245737284
"1306","Mauretania Tingitana",1,2,2,3,-0.107096421820562
"1307","Galatia",1,2,2,3,-0.105640888061709
"1308","Sicilia",1,2,2,3,-0.101823282235865
"1309","Syria",1,2,2,3,-0.096430200291791
"1310","Sardinia",1,2,2,3,-0.0917238422047502
"1311","Hispania Citerior",1,2,2,3,-0.0810156829761742
"1312","Lusitania",1,2,2,3,-0.0424750039422345
"1313","Africa Proconsularis",1,2,2,3,-0.0384528376626761
"1314","Achaia",1,2,2,3,-0.0171078151388103
"1315","Mauretania Caesariensis",1,2,2,3,-0.0117286128048841
"1316","Apulia et Calabria (Regio II)",1,2,2,3,0.016015350482227
"1317","Samnium (Regio IV)",1,2,2,3,0.040570344252547
"1318","Baetica",1,2,2,3,0.164844254821046
"1319","Venetia et Histria (Regio X)",1,2,2,3,0.169079958053578
"1320","Latium et Campania (Regio I)",1,2,2,3,6.11001710151774
"1321","Lugdunensis",1,2,2,4,-0.414763959397165
"1322","Belgica",1,2,2,4,-0.381631231662852
"1323","Raetia",1,2,2,4,-0.367380932590148
"1324","Germania Inferior",1,2,2,4,-0.356339482179045
"1325","Aquitania",1,2,2,4,-0.334189047848673
"1326","Pannonia Superior",1,2,2,4,-0.329012031340028
"1327","Britannia",1,2,2,4,-0.300817038158791
"1328","Dacia",1,2,2,4,-0.267253131144199
"1329","Germania Superior",1,2,2,4,-0.243619317771212
"1330","Dalmatia",1,2,2,4,-0.225950673852393
"1331","Pannonia Inferior",1,2,2,4,-0.223943804962236
"1332","Asia",1,2,2,4,-0.213111629439768
"1333","Moesia Inferior",1,2,2,4,-0.212420723669891
"1334","Noricum",1,2,2,4,-0.207136386923468
"1335","Narbonensis",1,2,2,4,-0.196857081248483
"1336","Transpadana (Regio XI)",1,2,2,4,-0.180376388969429
"1337","Moesia Superior",1,2,2,4,-0.169579812839582
"1338","Picenum (Regio V)",1,2,2,4,-0.166858506986819
"1339","Liguria (Regio IX)",1,2,2,4,-0.166215304845087
"1340","Aemilia (Regio VIII)",1,2,2,4,-0.157218698708267
"1341","Bruttium et Lucania (Regio III)",1,2,2,4,-0.142678486440254
"1342","Numidia",1,2,2,4,-0.13793953599648
"1343","Umbria (Regio VI)",1,2,2,4,-0.136481930446174
"1344","Etruria (Regio VII)",1,2,2,4,-0.115349655351086
"1345","Macedonia",1,2,2,4,-0.115186994058024
"1346","Mauretania Tingitana",1,2,2,4,-0.111326145187662
"1347","Galatia",1,2,2,4,-0.110763492065886
"1348","Sicilia",1,2,2,4,-0.106331201537079
"1349","Syria",1,2,2,4,-0.100921003268288
"1350","Sardinia",1,2,2,4,-0.0949705195624141
"1351","Hispania Citerior",1,2,2,4,-0.0838530273686326
"1352","Africa Proconsularis",1,2,2,4,-0.0539145892733074
"1353","Lusitania",1,2,2,4,-0.0504535176950068
"1354","Achaia",1,2,2,4,-0.0204475093359048
"1355","Mauretania Caesariensis",1,2,2,4,-0.0107631633048274
"1356","Apulia et Calabria (Regio II)",1,2,2,4,0.0125621945991314
"1357","Samnium (Regio IV)",1,2,2,4,0.0367129576253357
"1358","Baetica",1,2,2,4,0.169425648873276
"1359","Venetia et Histria (Regio X)",1,2,2,4,0.175858564141035
"1360","Latium et Campania (Regio I)",1,2,2,4,6.11149659018978
"1361","Lugdunensis",1,2,2,5,-0.414763959397162
"1362","Belgica",1,2,2,5,-0.381631231662865
"1363","Raetia",1,2,2,5,-0.367380932590145
"1364","Germania Inferior",1,2,2,5,-0.356339482179043
"1365","Aquitania",1,2,2,5,-0.334189047848673
"1366","Pannonia Superior",1,2,2,5,-0.329012031340028
"1367","Britannia",1,2,2,5,-0.300817038158793
"1368","Dacia",1,2,2,5,-0.267253131144199
"1369","Germania Superior",1,2,2,5,-0.243619317771209
"1370","Dalmatia",1,2,2,5,-0.225950673852395
"1371","Pannonia Inferior",1,2,2,5,-0.223943804962236
"1372","Asia",1,2,2,5,-0.213111629439775
"1373","Moesia Inferior",1,2,2,5,-0.21242072366989
"1374","Noricum",1,2,2,5,-0.207136386923468
"1375","Narbonensis",1,2,2,5,-0.19685708124848
"1376","Transpadana (Regio XI)",1,2,2,5,-0.180376388969429
"1377","Moesia Superior",1,2,2,5,-0.169579812839582
"1378","Picenum (Regio V)",1,2,2,5,-0.166858506986819
"1379","Liguria (Regio IX)",1,2,2,5,-0.166215304845086
"1380","Aemilia (Regio VIII)",1,2,2,5,-0.157218698708267
"1381","Bruttium et Lucania (Regio III)",1,2,2,5,-0.142678486440254
"1382","Numidia",1,2,2,5,-0.137939535996481
"1383","Umbria (Regio VI)",1,2,2,5,-0.136481930446173
