"","province","s_it","g_it","a_it","r_it","eci"
"1","Lugdunensis",1,1,1,1,-0.449711393389935
"2","Belgica",1,1,1,1,-0.417594287643823
"3","Raetia",1,1,1,1,-0.395221912004386
"4","Germania Inferior",1,1,1,1,-0.384025140293099
"5","Aquitania",1,1,1,1,-0.345461158088288
"6","Pannonia Superior",1,1,1,1,-0.331273508359425
"7","Britannia",1,1,1,1,-0.303179763349864
"8","Germania Superior",1,1,1,1,-0.278712525942713
"9","Dacia",1,1,1,1,-0.251009182911453
"10","Narbonensis",1,1,1,1,-0.245795459831831
"11","Dalmatia",1,1,1,1,-0.23584517108401
"12","Pannonia Inferior",1,1,1,1,-0.215407079326915
"13","Moesia Inferior",1,1,1,1,-0.204233354312004
"14","Transpadana (Regio XI)",1,1,1,1,-0.201383351448009
"15","Noricum",1,1,1,1,-0.185213970650725
"16","Moesia Superior",1,1,1,1,-0.184530785644172
"17","Liguria (Regio IX)",1,1,1,1,-0.171828117321992
"18","Aemilia (Regio VIII)",1,1,1,1,-0.169036678116502
"19","Asia",1,1,1,1,-0.167394947821802
"20","Umbria (Regio VI)",1,1,1,1,-0.159239085222774
"21","Picenum (Regio V)",1,1,1,1,-0.15795901076704
"22","Bruttium et Lucania (Regio III)",1,1,1,1,-0.127693368627852
"23","Numidia",1,1,1,1,-0.106981756565957
"24","Mauretania Tingitana",1,1,1,1,-0.106024914557324
"25","Etruria (Regio VII)",1,1,1,1,-0.0995896494039272
"26","Macedonia",1,1,1,1,-0.0989729311822309
"27","Galatia",1,1,1,1,-0.0949977938551415
"28","Syria",1,1,1,1,-0.0942253249595803
"29","Sardinia",1,1,1,1,-0.0897627837243342
"30","Sicilia",1,1,1,1,-0.0863505560761704
"31","Hispania Citerior",1,1,1,1,-0.0817045643309804
"32","Lusitania",1,1,1,1,-0.0382880355742865
"33","Mauretania Caesariensis",1,1,1,1,-0.0137192917664716
"34","Achaia",1,1,1,1,-0.0021127775325944
"35","Africa Proconsularis",1,1,1,1,0.00550686089032084
"36","Apulia et Calabria (Regio II)",1,1,1,1,0.0135778948998096
"37","Samnium (Regio IV)",1,1,1,1,0.0757407888021736
"38","Venetia et Histria (Regio X)",1,1,1,1,0.116158306164485
"39","Baetica",1,1,1,1,0.17969958720816
"40","Latium et Campania (Regio I)",1,1,1,1,6.10379619372266
"41","Lugdunensis",1,1,1,2,-0.431819385095389
"42","Belgica",1,1,1,2,-0.393005098851866
"43","Raetia",1,1,1,2,-0.378461104518329
"44","Germania Inferior",1,1,1,2,-0.365583271143743
"45","Aquitania",1,1,1,2,-0.339969351689754
"46","Pannonia Superior",1,1,1,2,-0.330723914245999
"47","Britannia",1,1,1,2,-0.303730497626701
"48","Dacia",1,1,1,2,-0.264889889046561
"49","Germania Superior",1,1,1,2,-0.257023069840778
"50","Dalmatia",1,1,1,2,-0.231550353296865
"51","Pannonia Inferior",1,1,1,2,-0.223453972574346
"52","Narbonensis",1,1,1,2,-0.214406149661089
"53","Moesia Inferior",1,1,1,2,-0.210921168242644
"54","Noricum",1,1,1,2,-0.205088009309645
"55","Asia",1,1,1,2,-0.198722988942611
"56","Transpadana (Regio XI)",1,1,1,2,-0.189189821444523
"57","Moesia Superior",1,1,1,2,-0.188810878932147
"58","Liguria (Regio IX)",1,1,1,2,-0.171300286132673
"59","Picenum (Regio V)",1,1,1,2,-0.166390624003671
"60","Aemilia (Regio VIII)",1,1,1,2,-0.163455211790637
"61","Umbria (Regio VI)",1,1,1,2,-0.161020336090524
"62","Bruttium et Lucania (Regio III)",1,1,1,2,-0.137352867873855
"63","Numidia",1,1,1,2,-0.132219731303231
"64","Mauretania Tingitana",1,1,1,2,-0.111987329856541
"65","Etruria (Regio VII)",1,1,1,2,-0.110442037729066
"66","Macedonia",1,1,1,2,-0.110430947598489
"67","Galatia",1,1,1,2,-0.105880022317185
"68","Sicilia",1,1,1,2,-0.0986689965350763
"69","Syria",1,1,1,2,-0.0977369947223478
"70","Sardinia",1,1,1,2,-0.0930741375952435
"71","Hispania Citerior",1,1,1,2,-0.0811616272189878
"72","Lusitania",1,1,1,2,-0.0443638080273082
"73","Africa Proconsularis",1,1,1,2,-0.0289844598379855
"74","Achaia",1,1,1,2,-0.0136593298907144
"75","Mauretania Caesariensis",1,1,1,2,-0.00926590400094132
"76","Apulia et Calabria (Regio II)",1,1,1,2,0.0150746630159304
"77","Samnium (Regio IV)",1,1,1,2,0.0685433657495831
"78","Venetia et Histria (Regio X)",1,1,1,2,0.163951733595822
"79","Baetica",1,1,1,2,0.211993541351238
"80","Latium et Campania (Regio I)",1,1,1,2,6.10518027327489
"81","Lugdunensis",1,1,1,3,-0.423828868174959
"82","Belgica",1,1,1,3,-0.391210065323967
"83","Raetia",1,1,1,3,-0.376235833655298
"84","Germania Inferior",1,1,1,3,-0.362543524829162
"85","Aquitania",1,1,1,3,-0.338094214654832
"86","Pannonia Superior",1,1,1,3,-0.328630208401762
"87","Britannia",1,1,1,3,-0.301729857367993
"88","Dacia",1,1,1,3,-0.263510209858845
"89","Germania Superior",1,1,1,3,-0.250646400015499
"90","Dalmatia",1,1,1,3,-0.227110693953755
"91","Pannonia Inferior",1,1,1,3,-0.222258043759979
"92","Moesia Inferior",1,1,1,3,-0.210685250462197
"93","Narbonensis",1,1,1,3,-0.205669005913356
"94","Asia",1,1,1,3,-0.205049507373901
"95","Noricum",1,1,1,3,-0.204923885296741
"96","Transpadana (Regio XI)",1,1,1,3,-0.183867416806175
"97","Moesia Superior",1,1,1,3,-0.171786841822577
"98","Liguria (Regio IX)",1,1,1,3,-0.168367751317215
"99","Picenum (Regio V)",1,1,1,3,-0.16556845565334
"100","Umbria (Regio VI)",1,1,1,3,-0.162775812308373
"101","Aemilia (Regio VIII)",1,1,1,3,-0.159831327782511
"102","Bruttium et Lucania (Regio III)",1,1,1,3,-0.140399042253087
"103","Numidia",1,1,1,3,-0.13733971184615
"104","Mauretania Tingitana",1,1,1,3,-0.112422702017459
"105","Macedonia",1,1,1,3,-0.11233113491809
"106","Etruria (Regio VII)",1,1,1,3,-0.110154343836648
"107","Galatia",1,1,1,3,-0.108342941454939
"108","Sicilia",1,1,1,3,-0.102740144754905
"109","Syria",1,1,1,3,-0.0988339268273404
"110","Sardinia",1,1,1,3,-0.0939264067517667
"111","Hispania Citerior",1,1,1,3,-0.0823812015638456
"112","Lusitania",1,1,1,3,-0.0468967520586871
"113","Africa Proconsularis",1,1,1,3,-0.0419297563334861
"114","Achaia",1,1,1,3,-0.0166076467145851
"115","Mauretania Caesariensis",1,1,1,3,-0.00794625895142529
"116","Apulia et Calabria (Regio II)",1,1,1,3,0.0112498545413411
"117","Samnium (Regio IV)",1,1,1,3,0.038655014630046
"118","Venetia et Histria (Regio X)",1,1,1,3,0.171157576829918
"119","Baetica",1,1,1,3,0.207824062078422
"120","Latium et Campania (Regio I)",1,1,1,3,6.10768863693512
"121","Lugdunensis",1,1,1,4,-0.411342845868515
"122","Belgica",1,1,1,4,-0.373481984397147
"123","Raetia",1,1,1,4,-0.363431567461741
"124","Germania Inferior",1,1,1,4,-0.351726935811072
"125","Aquitania",1,1,1,4,-0.331312634947532
"126","Pannonia Superior",1,1,1,4,-0.326821067183237
"127","Britannia",1,1,1,4,-0.298311984442679
"128","Dacia",1,1,1,4,-0.267370207785267
"129","Germania Superior",1,1,1,4,-0.2409348385751
"130","Pannonia Inferior",1,1,1,4,-0.223975580665212
"131","Dalmatia",1,1,1,4,-0.221305507969764
"132","Asia",1,1,1,4,-0.215889924013104
"133","Moesia Inferior",1,1,1,4,-0.211400385054558
"134","Noricum",1,1,1,4,-0.206423010416459
"135","Narbonensis",1,1,1,4,-0.196452490231029
"136","Transpadana (Regio XI)",1,1,1,4,-0.180450234562211
"137","Moesia Superior",1,1,1,4,-0.168612076394776
"138","Picenum (Regio V)",1,1,1,4,-0.168257348608833
"139","Liguria (Regio IX)",1,1,1,4,-0.166354622551842
"140","Umbria (Regio VI)",1,1,1,4,-0.162969202361286
"141","Aemilia (Regio VIII)",1,1,1,4,-0.156976548883886
"142","Bruttium et Lucania (Regio III)",1,1,1,4,-0.143922067044065
"143","Numidia",1,1,1,4,-0.139390251140543
"144","Etruria (Regio VII)",1,1,1,4,-0.116311732347317
"145","Macedonia",1,1,1,4,-0.116105595952114
"146","Galatia",1,1,1,4,-0.110793974818659
"147","Mauretania Tingitana",1,1,1,4,-0.110534265138161
"148","Sicilia",1,1,1,4,-0.107641262635877
"149","Syria",1,1,1,4,-0.100627926563456
"150","Sardinia",1,1,1,4,-0.0939632016749058
"151","Hispania Citerior",1,1,1,4,-0.0831742671542599
"152","Africa Proconsularis",1,1,1,4,-0.0573472231471894
"153","Lusitania",1,1,1,4,-0.0493912911041058
"154","Achaia",1,1,1,4,-0.0216433198693671
"155","Mauretania Caesariensis",1,1,1,4,-0.00974496370177732
"156","Apulia et Calabria (Regio II)",1,1,1,4,0.0122211819783887
"157","Samnium (Regio IV)",1,1,1,4,0.0351623148164322
"158","Baetica",1,1,1,4,0.167993650274769
"159","Venetia et Histria (Regio X)",1,1,1,4,0.17636625237004
"160","Latium et Campania (Regio I)",1,1,1,4,6.11264894103742
"161","Lugdunensis",1,1,1,5,-0.419569617956306
"162","Belgica",1,1,1,5,-0.382798826834321
"163","Raetia",1,1,1,5,-0.368918492859781
"164","Germania Inferior",1,1,1,5,-0.35689438635058
"165","Aquitania",1,1,1,5,-0.337561818225725
"166","Pannonia Superior",1,1,1,5,-0.332344196063135
"167","Britannia",1,1,1,5,-0.301697524284195
"168","Dacia",1,1,1,5,-0.266094929354575
"169","Germania Superior",1,1,1,5,-0.247322006552155
"170","Dalmatia",1,1,1,5,-0.224153265449916
"171","Pannonia Inferior",1,1,1,5,-0.221128693702084
"172","Asia",1,1,1,5,-0.216606137483901
"173","Moesia Inferior",1,1,1,5,-0.210289349380161
"174","Noricum",1,1,1,5,-0.204952422939976
"175","Narbonensis",1,1,1,5,-0.203731094034757
"176","Transpadana (Regio XI)",1,1,1,5,-0.184440821323985
"177","Liguria (Regio IX)",1,1,1,5,-0.169750547913993
"178","Picenum (Regio V)",1,1,1,5,-0.168922237396977
"179","Moesia Superior",1,1,1,5,-0.168327062609559
"180","Aemilia (Regio VIII)",1,1,1,5,-0.156106285635599
"181","Bruttium et Lucania (Regio III)",1,1,1,5,-0.14324803064233
"182","Umbria (Regio VI)",1,1,1,5,-0.136873300901936
"183","Numidia",1,1,1,5,-0.133631572313054
"184","Etruria (Regio VII)",1,1,1,5,-0.119100052585722
"185","Macedonia",1,1,1,5,-0.118012508594085
"186","Galatia",1,1,1,5,-0.112118579597352
"187","Mauretania Tingitana",1,1,1,5,-0.110664745904195
"188","Sicilia",1,1,1,5,-0.108467217164144
"189","Syria",1,1,1,5,-0.100680499908622
"190","Sardinia",1,1,1,5,-0.0930524974176901
"191","Hispania Citerior",1,1,1,5,-0.0818902738393437
"192","Lusitania",1,1,1,5,-0.0440025974052947
"193","Africa Proconsularis",1,1,1,5,-0.0238154600392623
"194","Achaia",1,1,1,5,-0.0213348680255138
"195","Mauretania Caesariensis",1,1,1,5,-0.0127834398668248
"196","Apulia et Calabria (Regio II)",1,1,1,5,0.0113933139644244
"197","Samnium (Regio IV)",1,1,1,5,0.0344052689299845
"198","Baetica",1,1,1,5,0.166682471269653
"199","Venetia et Histria (Regio X)",1,1,1,5,0.178375030414135
"200","Latium et Campania (Regio I)",1,1,1,5,6.11042927597885
"201","Lugdunensis",1,1,2,1,-0.452931196248343
"202","Belgica",1,1,2,1,-0.420318745510183
"203","Raetia",1,1,2,1,-0.396260447692454
"204","Germania Inferior",1,1,2,1,-0.388388388937525
"205","Aquitania",1,1,2,1,-0.345835881208783
"206","Pannonia Superior",1,1,2,1,-0.330225872937311
"207","Britannia",1,1,2,1,-0.304138230058106
"208","Narbonensis",1,1,2,1,-0.285573195056634
"209","Germania Superior",1,1,2,1,-0.283561654088283
"210","Dacia",1,1,2,1,-0.246948377711755
"211","Dalmatia",1,1,2,1,-0.231496434060187
"212","Pannonia Inferior",1,1,2,1,-0.209223722117851
"213","Transpadana (Regio XI)",1,1,2,1,-0.201537603984011
"214","Moesia Inferior",1,1,2,1,-0.196930288995438
"215","Noricum",1,1,2,1,-0.187355788303614
"216","Moesia Superior",1,1,2,1,-0.180644529200271
"217","Aemilia (Regio VIII)",1,1,2,1,-0.171307621745334
"218","Liguria (Regio IX)",1,1,2,1,-0.169097695649981
"219","Picenum (Regio V)",1,1,2,1,-0.158148987464176
"220","Umbria (Regio VI)",1,1,2,1,-0.154144636992226
"221","Asia",1,1,2,1,-0.153918672407468
"222","Bruttium et Lucania (Regio III)",1,1,2,1,-0.126531263375427
"223","Mauretania Tingitana",1,1,2,1,-0.104798813362107
"224","Numidia",1,1,2,1,-0.103852694871716
"225","Galatia",1,1,2,1,-0.0978055775753145
"226","Macedonia",1,1,2,1,-0.0941640206541871
"227","Syria",1,1,2,1,-0.0928762712533438
"228","Etruria (Regio VII)",1,1,2,1,-0.0910830267704418
"229","Sardinia",1,1,2,1,-0.0896133994070458
"230","Hispania Citerior",1,1,2,1,-0.0846690087726176
"231","Sicilia",1,1,2,1,-0.0836224444037311
"232","Lusitania",1,1,2,1,-0.0596948957223762
"233","Mauretania Caesariensis",1,1,2,1,-0.010585259658372
"234","Africa Proconsularis",1,1,2,1,0.0077172571157584
"235","Achaia",1,1,2,1,0.00811413184966353
"236","Apulia et Calabria (Regio II)",1,1,2,1,0.00935641786951443
"237","Samnium (Regio IV)",1,1,2,1,0.0765633806031772
"238","Venetia et Histria (Regio X)",1,1,2,1,0.113371808061903
"239","Baetica",1,1,2,1,0.189922556850885
"240","Latium et Campania (Regio I)",1,1,2,1,6.10223909384571
"241","Lugdunensis",1,1,2,2,-0.430832879496633
"242","Belgica",1,1,2,2,-0.39419391601046
"243","Raetia",1,1,2,2,-0.377719632007328
"244","Germania Inferior",1,1,2,2,-0.363451938968585
"245","Aquitania",1,1,2,2,-0.339020099661663
"246","Pannonia Superior",1,1,2,2,-0.3281868210366
"247","Britannia",1,1,2,2,-0.296507829081643
"248","Dacia",1,1,2,2,-0.265327252331049
"249","Germania Superior",1,1,2,2,-0.255590992218912
"250","Dalmatia",1,1,2,2,-0.230081865976273
"251","Pannonia Inferior",1,1,2,2,-0.221658800013221
"252","Narbonensis",1,1,2,2,-0.220947050703879
"253","Moesia Inferior",1,1,2,2,-0.209404367392636
"254","Noricum",1,1,2,2,-0.202461285096792
"255","Asia",1,1,2,2,-0.1967983956792
"256","Transpadana (Regio XI)",1,1,2,2,-0.189140658068668
"257","Moesia Superior",1,1,2,2,-0.187261232836522
"258","Liguria (Regio IX)",1,1,2,2,-0.170217228664856
"259","Picenum (Regio V)",1,1,2,2,-0.163408356530748
"260","Aemilia (Regio VIII)",1,1,2,2,-0.162083535756046
"261","Umbria (Regio VI)",1,1,2,2,-0.160329625020649
"262","Bruttium et Lucania (Regio III)",1,1,2,2,-0.135936138668873
"263","Numidia",1,1,2,2,-0.129230402380604
"264","Etruria (Regio VII)",1,1,2,2,-0.11105963129909
"265","Macedonia",1,1,2,2,-0.108183031470686
"266","Mauretania Tingitana",1,1,2,2,-0.107211167329497
"267","Galatia",1,1,2,2,-0.104427111785885
"268","Sicilia",1,1,2,2,-0.0994354754486478
"269","Syria",1,1,2,2,-0.096338659494267
"270","Sardinia",1,1,2,2,-0.0912363065617759
"271","Hispania Citerior",1,1,2,2,-0.08019100610467
"272","Lusitania",1,1,2,2,-0.0414646999662901
"273","Africa Proconsularis",1,1,2,2,-0.027344585041404
"274","Achaia",1,1,2,2,-0.015147223858415
"275","Mauretania Caesariensis",1,1,2,2,-0.0110744792419175
"276","Apulia et Calabria (Regio II)",1,1,2,2,0.0175059608674605
"277","Samnium (Regio IV)",1,1,2,2,0.0684416706590836
"278","Venetia et Histria (Regio X)",1,1,2,2,0.162490532858372
"279","Baetica",1,1,2,2,0.166477124637621
"280","Latium et Campania (Regio I)",1,1,2,2,6.10798839218185
"281","Lugdunensis",1,1,2,3,-0.426144625380521
"282","Belgica",1,1,2,3,-0.393817034205789
"283","Raetia",1,1,2,3,-0.37654494256326
"284","Germania Inferior",1,1,2,3,-0.36075320948062
"285","Aquitania",1,1,2,3,-0.33864755912942
"286","Pannonia Superior",1,1,2,3,-0.325348277404429
"287","Britannia",1,1,2,3,-0.296660323378242
"288","Dacia",1,1,2,3,-0.262220999708791
"289","Germania Superior",1,1,2,3,-0.252213475869149
"290","Dalmatia",1,1,2,3,-0.225370936948957
"291","Pannonia Inferior",1,1,2,3,-0.218905700978933
"292","Narbonensis",1,1,2,3,-0.217885566241046
"293","Moesia Inferior",1,1,2,3,-0.208327996920981
"294","Noricum",1,1,2,3,-0.200409078941444
"295","Asia",1,1,2,3,-0.199729283458215
"296","Moesia Superior",1,1,2,3,-0.186698134991035
"297","Transpadana (Regio XI)",1,1,2,3,-0.185543441729539
"298","Liguria (Regio IX)",1,1,2,3,-0.168251351953246
"299","Picenum (Regio V)",1,1,2,3,-0.161883965667267
"300","Umbria (Regio VI)",1,1,2,3,-0.15984252397923
"301","Aemilia (Regio VIII)",1,1,2,3,-0.159744414278135
"302","Bruttium et Lucania (Regio III)",1,1,2,3,-0.136990346923732
"303","Numidia",1,1,2,3,-0.13184407068646
"304","Etruria (Regio VII)",1,1,2,3,-0.110660328638487
"305","Macedonia",1,1,2,3,-0.109806659885138
"306","Mauretania Tingitana",1,1,2,3,-0.107056303959445
"307","Galatia",1,1,2,3,-0.105439759753582
"308","Sicilia",1,1,2,3,-0.101639254536031
"309","Syria",1,1,2,3,-0.0962818388037021
"310","Sardinia",1,1,2,3,-0.0915781184809314
"311","Hispania Citerior",1,1,2,3,-0.0808413872391503
"312","Lusitania",1,1,2,3,-0.0420797840312614
"313","Africa Proconsularis",1,1,2,3,-0.0323798685983828
"314","Achaia",1,1,2,3,-0.016851576038847
"315","Mauretania Caesariensis",1,1,2,3,-0.0116219460633744
"316","Apulia et Calabria (Regio II)",1,1,2,3,0.0158057244126858
"317","Samnium (Regio IV)",1,1,2,3,0.0405881269294235
"318","Baetica",1,1,2,3,0.16508016018353
"319","Venetia et Histria (Regio X)",1,1,2,3,0.168917640117187
"320","Latium et Campania (Regio I)",1,1,2,3,6.10962243520395
"321","Lugdunensis",1,1,2,4,-0.427277290261627
"322","Belgica",1,1,2,4,-0.399393264744866
"323","Raetia",1,1,2,4,-0.380220043324614
"324","Germania Inferior",1,1,2,4,-0.367171613419914
"325","Aquitania",1,1,2,4,-0.340999309318762
"326","Pannonia Superior",1,1,2,4,-0.330838976255131
"327","Britannia",1,1,2,4,-0.304248736154504
"328","Dacia",1,1,2,4,-0.263387869738354
"329","Germania Superior",1,1,2,4,-0.253339530631301
"330","Dalmatia",1,1,2,4,-0.231777402728714
"331","Pannonia Inferior",1,1,2,4,-0.222228915923679
"332","Moesia Inferior",1,1,2,4,-0.211714006316954
"333","Narbonensis",1,1,2,4,-0.206060338432106
"334","Noricum",1,1,2,4,-0.205647133009785
"335","Asia",1,1,2,4,-0.202245171026697
"336","Transpadana (Regio XI)",1,1,2,4,-0.183786881941281
"337","Moesia Superior",1,1,2,4,-0.172776271263877
"338","Liguria (Regio IX)",1,1,2,4,-0.168243060474019
"339","Picenum (Regio V)",1,1,2,4,-0.164156174866225
"340","Aemilia (Regio VIII)",1,1,2,4,-0.160091975399278
"341","Bruttium et Lucania (Regio III)",1,1,2,4,-0.139150324351782
"342","Umbria (Regio VI)",1,1,2,4,-0.136078175171622
"343","Numidia",1,1,2,4,-0.135889925359245
"344","Mauretania Tingitana",1,1,2,4,-0.113236004826777
"345","Macedonia",1,1,2,4,-0.111402113599474
"346","Etruria (Regio VII)",1,1,2,4,-0.10918490175741
"347","Galatia",1,1,2,4,-0.108316704200367
"348","Sicilia",1,1,2,4,-0.101418531812315
"349","Syria",1,1,2,4,-0.0991346851537407
"350","Sardinia",1,1,2,4,-0.0949469288975156
"351","Hispania Citerior",1,1,2,4,-0.0830693117280729
"352","Lusitania",1,1,2,4,-0.0479772964426508
"353","Africa Proconsularis",1,1,2,4,-0.0384680458216473
"354","Achaia",1,1,2,4,-0.0153999661260473
"355","Mauretania Caesariensis",1,1,2,4,-0.00896840545555612
"356","Apulia et Calabria (Regio II)",1,1,2,4,0.0115852065614228
"357","Samnium (Regio IV)",1,1,2,4,0.0402135046383155
"358","Venetia et Histria (Regio X)",1,1,2,4,0.170623720414307
"359","Baetica",1,1,2,4,0.209390524234489
"360","Latium et Campania (Regio I)",1,1,2,4,6.10643233008738
"361","Lugdunensis",1,1,2,5,-0.423746111303597
"362","Belgica",1,1,2,5,-0.395081453617284
"363","Raetia",1,1,2,5,-0.377380174216825
"364","Germania Inferior",1,1,2,5,-0.362951154501677
"365","Aquitania",1,1,2,5,-0.339529027544772
"366","Pannonia Superior",1,1,2,5,-0.329837146149303
"367","Britannia",1,1,2,5,-0.303651339490721
"368","Dacia",1,1,2,5,-0.26376000083553
"369","Germania Superior",1,1,2,5,-0.249658337307488
"370","Dalmatia",1,1,2,5,-0.2291598086546
"371","Pannonia Inferior",1,1,2,5,-0.222257984392478
"372","Moesia Inferior",1,1,2,5,-0.2111845759391
"373","Asia",1,1,2,5,-0.206537395316661
"374","Noricum",1,1,2,5,-0.205425943108028
"375","Narbonensis",1,1,2,5,-0.202974604981946
"376","Transpadana (Regio XI)",1,1,2,5,-0.182338573646084
"377","Moesia Superior",1,1,2,5,-0.172168911920209
"378","Liguria (Regio IX)",1,1,2,5,-0.168306477367972
"379","Picenum (Regio V)",1,1,2,5,-0.16546261122504
"380","Aemilia (Regio VIII)",1,1,2,5,-0.16533999735714
"381","Bruttium et Lucania (Regio III)",1,1,2,5,-0.140768360683678
"382","Umbria (Regio VI)",1,1,2,5,-0.13725753676118
"383","Numidia",1,1,2,5,-0.137092096555888
"384","Mauretania Tingitana",1,1,2,5,-0.113220958915099
"385","Macedonia",1,1,2,5,-0.113024278597844
"386","Etruria (Regio VII)",1,1,2,5,-0.111767286157839
"387","Galatia",1,1,2,5,-0.109488909556688
"388","Sicilia",1,1,2,5,-0.104474604277874
"389","Syria",1,1,2,5,-0.0995195544316693
"390","Sardinia",1,1,2,5,-0.0947467730456149
"391","Hispania Citerior",1,1,2,5,-0.0827602370462951
"392","Lusitania",1,1,2,5,-0.0442091912506992
"393","Africa Proconsularis",1,1,2,5,-0.0435035279030322
"394","Achaia",1,1,2,5,-0.0171335276493698
"395","Mauretania Caesariensis",1,1,2,5,-0.010534202999782
"396","Apulia et Calabria (Regio II)",1,1,2,5,0.0124277503076264
"397","Samnium (Regio IV)",1,1,2,5,0.03781781141702
"398","Venetia et Histria (Regio X)",1,1,2,5,0.172723053558747
"399","Baetica",1,1,2,5,0.20580230028681
"400","Latium et Campania (Regio I)",1,1,2,5,6.1074817591388
"401","Lugdunensis",1,1,3,1,-0.434843824108495
"402","Belgica",1,1,3,1,-0.421855487685222
"403","Raetia",1,1,3,1,-0.396979154503394
"404","Germania Inferior",1,1,3,1,-0.388500059443756
"405","Aquitania",1,1,3,1,-0.347962162156704
"406","Pannonia Superior",1,1,3,1,-0.328719891264512
"407","Britannia",1,1,3,1,-0.304935527841625
"408","Narbonensis",1,1,3,1,-0.285093254641615
"409","Germania Superior",1,1,3,1,-0.28341060122321
"410","Dacia",1,1,3,1,-0.245801435085963
"411","Dalmatia",1,1,3,1,-0.229538486267668
"412","Pannonia Inferior",1,1,3,1,-0.208114918523014
"413","Transpadana (Regio XI)",1,1,3,1,-0.19992990804944
"414","Moesia Inferior",1,1,3,1,-0.197067147658036
"415","Noricum",1,1,3,1,-0.186417020000334
"416","Moesia Superior",1,1,3,1,-0.180617166386143
"417","Aemilia (Regio VIII)",1,1,3,1,-0.169966425779695
"418","Liguria (Regio IX)",1,1,3,1,-0.168933275967737
"419","Umbria (Regio VI)",1,1,3,1,-0.15924258429414
"420","Picenum (Regio V)",1,1,3,1,-0.158070194918883
"421","Asia",1,1,3,1,-0.156668401759718
"422","Bruttium et Lucania (Regio III)",1,1,3,1,-0.127494380942701
"423","Numidia",1,1,3,1,-0.105455629402152
"424","Mauretania Tingitana",1,1,3,1,-0.105058635288664
"425","Galatia",1,1,3,1,-0.0984538548241303
"426","Macedonia",1,1,3,1,-0.0952713868517635
"427","Syria",1,1,3,1,-0.0942003895992651
"428","Etruria (Regio VII)",1,1,3,1,-0.0908759576210399
"429","Sardinia",1,1,3,1,-0.0897266195176432
"430","Hispania Citerior",1,1,3,1,-0.085367563644503
"431","Sicilia",1,1,3,1,-0.0849944414029443
"432","Lusitania",1,1,3,1,-0.0603429262684235
"433","Mauretania Caesariensis",1,1,3,1,-0.0116387570696336
"434","Africa Proconsularis",1,1,3,1,0.0036937523728884
"435","Achaia",1,1,3,1,0.0071781305430361
"436","Apulia et Calabria (Regio II)",1,1,3,1,0.00873721005751184
"437","Samnium (Regio IV)",1,1,3,1,0.0747444023657051
"438","Venetia et Histria (Regio X)",1,1,3,1,0.116527966566853
"439","Baetica",1,1,3,1,0.187327953447891
"440","Latium et Campania (Regio I)",1,1,3,1,6.10333805463828
"441","Lugdunensis",1,1,3,2,-0.425852902382117
"442","Belgica",1,1,3,2,-0.391223701659745
"443","Raetia",1,1,3,2,-0.375751281351996
"444","Germania Inferior",1,1,3,2,-0.358565264069471
"445","Aquitania",1,1,3,2,-0.339522426440474
"446","Pannonia Superior",1,1,3,2,-0.321857929622123
"447","Britannia",1,1,3,2,-0.293576977369972
"448","Dacia",1,1,3,2,-0.259763568415008
"449","Narbonensis",1,1,3,2,-0.255334234727958
"450","Germania Superior",1,1,3,2,-0.250891290435445
"451","Dalmatia",1,1,3,2,-0.22188337769309
"452","Pannonia Inferior",1,1,3,2,-0.215811568501242
"453","Moesia Inferior",1,1,3,2,-0.205707862730014
"454","Asia",1,1,3,2,-0.200991441776498
"455","Noricum",1,1,3,2,-0.197811445597715
"456","Transpadana (Regio XI)",1,1,3,2,-0.18946581974557
"457","Moesia Superior",1,1,3,2,-0.185342252708672
"458","Liguria (Regio IX)",1,1,3,2,-0.169172629600781
"459","Umbria (Regio VI)",1,1,3,2,-0.165092435693181
"460","Picenum (Regio V)",1,1,3,2,-0.162718519651247
"461","Aemilia (Regio VIII)",1,1,3,2,-0.158670400258783
"462","Bruttium et Lucania (Regio III)",1,1,3,2,-0.135751368710853
"463","Numidia",1,1,3,2,-0.129029919473363
"464","Etruria (Regio VII)",1,1,3,2,-0.110517027070898
"465","Macedonia",1,1,3,2,-0.109099557453711
"466","Mauretania Tingitana",1,1,3,2,-0.105675582037653
"467","Galatia",1,1,3,2,-0.104095074720713
"468","Sicilia",1,1,3,2,-0.101817626071404
"469","Syria",1,1,3,2,-0.0968324708977498
"470","Sardinia",1,1,3,2,-0.0901621092550833
"471","Hispania Citerior",1,1,3,2,-0.0806732994030447
"472","Lusitania",1,1,3,2,-0.0378579381041485
"473","Africa Proconsularis",1,1,3,2,-0.0286436062405068
"474","Achaia",1,1,3,2,-0.0164587131938324
"475","Mauretania Caesariensis",1,1,3,2,-0.0106991210976655
"476","Apulia et Calabria (Regio II)",1,1,3,2,0.0161528181762727
"477","Samnium (Regio IV)",1,1,3,2,0.0417785046563165
"478","Baetica",1,1,3,2,0.163252271879069
"479","Venetia et Histria (Regio X)",1,1,3,2,0.171855282433211
"480","Latium et Campania (Regio I)",1,1,3,2,6.10928186701686
"481","Lugdunensis",1,1,3,3,-0.429116692536232
"482","Belgica",1,1,3,3,-0.398859304527728
"483","Raetia",1,1,3,3,-0.379385189070528
"484","Germania Inferior",1,1,3,3,-0.362846986890566
"485","Aquitania",1,1,3,3,-0.341869337105897
"486","Pannonia Superior",1,1,3,3,-0.323754279703169
