"","province","m","l_it","s_it","g_it","a_it","r_it","eci"
"22258","Pannonia Inferior","r_0","5","1","1","3","3",-0.377381373468794
"22259","Mauretania Tingitana","r_0","5","1","1","3","3",-0.375057663475313
"22260","Aegyptus","r_0","5","1","1","3","3",-0.369271459596637
"22261","Arabia","r_0","5","1","1","3","3",-0.360913114577258
"22262","Dacia","r_0","5","1","1","3","3",-0.314535019047768
"22263","Moesia Inferior","r_0","5","1","1","3","3",-0.298488785707164
"22264","Galatia","r_0","5","1","1","3","3",-0.255733075511366
"22265","Iudaea","r_0","5","1","1","3","3",-0.248560423697669
"22266","Cilicia","r_0","5","1","1","3","3",-0.212988365437183
"22267","Noricum","r_0","5","1","1","3","3",-0.21295302994805
"22268","Bruttium et Lucania (Regio III)","r_0","5","1","1","3","3",-0.187591631956757
"22269","Syria","r_0","5","1","1","3","3",-0.178610761995829
"22270","Pannonia Superior","r_0","5","1","1","3","3",-0.176002051350259
"22271","Liguria (Regio IX)","r_0","5","1","1","3","3",-0.163666836055607
"22272","Etruria (Regio VII)","r_0","5","1","1","3","3",-0.157328430732331
"22273","Epirus","r_0","5","1","1","3","3",-0.130426869590542
"22274","Raetia","r_0","5","1","1","3","3",-0.123566712844658
"22275","Cappadocia","r_0","5","1","1","3","3",-0.10376312131573
"22276","Britannia","r_0","5","1","1","3","3",-0.0841677172017631
"22277","Alpes Graiae","r_0","5","1","1","3","3",-0.0793770078823337
"22278","Alpes Maritimae","r_0","5","1","1","3","3",-0.0754509552310406
"22279","Moesia Superior","r_0","5","1","1","3","3",-0.070264032434264
"22280","Alpes Cottiae","r_0","5","1","1","3","3",-0.060791758636023
"22281","Corsica","r_0","5","1","1","3","3",-0.0546331119847411
"22282","Sardinia","r_0","5","1","1","3","3",-0.0535069703168151
"22283","Picenum (Regio V)","r_0","5","1","1","3","3",-0.0490760081029957
"22284","Cyrene","r_0","5","1","1","3","3",-0.0358326834400493
"22285","Lusitania","r_0","5","1","1","3","3",-0.0274359193993692
"22286","Aquitania","r_0","5","1","1","3","3",0.0310736106178811
"22287","Dalmatia","r_0","5","1","1","3","3",0.0546408252179155
"22288","Aemilia (Regio VIII)","r_0","5","1","1","3","3",0.0634545724487559
"22289","Umbria (Regio VI)","r_0","5","1","1","3","3",0.102154124786926
"22290","Samnium (Regio IV)","r_0","5","1","1","3","3",0.119696164165458
"22291","Transpadana (Regio XI)","r_0","5","1","1","3","3",0.119784332434454
"22292","Mauretania Caesariensis","r_0","5","1","1","3","3",0.121361657151983
"22293","Germania Inferior","r_0","5","1","1","3","3",0.150704812932343
"22294","Hispania Citerior","r_0","5","1","1","3","3",0.2070890540003
"22295","Baetica","r_0","5","1","1","3","3",0.225174995567177
"22296","Lugdunensis","r_0","5","1","1","3","3",0.271456359248554
"22297","Apulia et Calabria (Regio II)","r_0","5","1","1","3","3",0.367485981243286
"22298","Germania Superior","r_0","5","1","1","3","3",0.465464361163716
"22299","Belgica","r_0","5","1","1","3","3",0.468037197966965
"22300","Venetia et Histria (Regio X)","r_0","5","1","1","3","3",0.610210976920812
"22301","Narbonensis","r_0","5","1","1","3","3",0.929391725477412
"22302","Latium et Campania (Regio I)","r_0","5","1","1","3","3",6.61805624685034
"22303","Bithynia et Pontus","r_0","5","1","1","3","4",-1.88800222986619
"22304","Creta","r_0","5","1","1","3","4",-0.950562457651382
"22305","Macedonia","r_0","5","1","1","3","4",-0.563581077338035
"22306","Africa Proconsularis","r_0","5","1","1","3","4",-0.51761047956416
"22307","Asia","r_0","5","1","1","3","4",-0.477095079154523
"22308","Numidia","r_0","5","1","1","3","4",-0.457848878541746
"22309","Thracia","r_0","5","1","1","3","4",-0.431613366337145
"22310","Sicilia","r_0","5","1","1","3","4",-0.394502947604081
"22311","Pannonia Inferior","r_0","5","1","1","3","4",-0.38337976996867
"22312","Achaia","r_0","5","1","1","3","4",-0.380542493853908
"22313","Mauretania Tingitana","r_0","5","1","1","3","4",-0.378649340291653
"22314","Aegyptus","r_0","5","1","1","3","4",-0.371199975140643
"22315","Arabia","r_0","5","1","1","3","4",-0.363544336102893
"22316","Dacia","r_0","5","1","1","3","4",-0.311377154327313
"22317","Moesia Inferior","r_0","5","1","1","3","4",-0.303335359895852
"22318","Iudaea","r_0","5","1","1","3","4",-0.250157902534856
"22319","Galatia","r_0","5","1","1","3","4",-0.249961358607476
"22320","Noricum","r_0","5","1","1","3","4",-0.214986201441775
"22321","Cilicia","r_0","5","1","1","3","4",-0.214263760350573
"22322","Pannonia Superior","r_0","5","1","1","3","4",-0.185307296653075
"22323","Bruttium et Lucania (Regio III)","r_0","5","1","1","3","4",-0.18172937982493
"22324","Syria","r_0","5","1","1","3","4",-0.172623495697067
"22325","Liguria (Regio IX)","r_0","5","1","1","3","4",-0.134552085724665
"22326","Epirus","r_0","5","1","1","3","4",-0.131656252392053
"22327","Etruria (Regio VII)","r_0","5","1","1","3","4",-0.123036488919583
"22328","Cappadocia","r_0","5","1","1","3","4",-0.104323721184301
"22329","Raetia","r_0","5","1","1","3","4",-0.0933035674078454
"22330","Britannia","r_0","5","1","1","3","4",-0.0887659593181003
"22331","Moesia Superior","r_0","5","1","1","3","4",-0.0805953578194812
"22332","Alpes Graiae","r_0","5","1","1","3","4",-0.0800949128462857
"22333","Alpes Maritimae","r_0","5","1","1","3","4",-0.0800869780457335
"22334","Sardinia","r_0","5","1","1","3","4",-0.0624913578072416
"22335","Alpes Cottiae","r_0","5","1","1","3","4",-0.0612663114937684
"22336","Corsica","r_0","5","1","1","3","4",-0.0542138450261993
"22337","Picenum (Regio V)","r_0","5","1","1","3","4",-0.0464938301236635
"22338","Cyrene","r_0","5","1","1","3","4",-0.0334399332918413
"22339","Lusitania","r_0","5","1","1","3","4",-0.0286611135786492
"22340","Aquitania","r_0","5","1","1","3","4",0.0366184213886481
"22341","Dalmatia","r_0","5","1","1","3","4",0.0611316091977553
"22342","Aemilia (Regio VIII)","r_0","5","1","1","3","4",0.0667615697602019
"22343","Umbria (Regio VI)","r_0","5","1","1","3","4",0.115656577665402
"22344","Lugdunensis","r_0","5","1","1","3","4",0.115882794958151
"22345","Mauretania Caesariensis","r_0","5","1","1","3","4",0.124709887195196
"22346","Samnium (Regio IV)","r_0","5","1","1","3","4",0.128248926556999
"22347","Transpadana (Regio XI)","r_0","5","1","1","3","4",0.14548572962498
"22348","Germania Inferior","r_0","5","1","1","3","4",0.167746900387091
"22349","Hispania Citerior","r_0","5","1","1","3","4",0.208866431865964
"22350","Baetica","r_0","5","1","1","3","4",0.235634266159621
"22351","Apulia et Calabria (Regio II)","r_0","5","1","1","3","4",0.364835615493722
"22352","Belgica","r_0","5","1","1","3","4",0.459484926457427
"22353","Germania Superior","r_0","5","1","1","3","4",0.462365649003103
"22354","Venetia et Histria (Regio X)","r_0","5","1","1","3","4",0.619102945091176
"22355","Narbonensis","r_0","5","1","1","3","4",0.909537127424068
"22356","Latium et Campania (Regio I)","r_0","5","1","1","3","4",6.62278667749785
"22357","Bithynia et Pontus","r_0","5","1","1","3","5",-1.88386679055057
"22358","Creta","r_0","5","1","1","3","5",-0.948618123059085
"22359","Macedonia","r_0","5","1","1","3","5",-0.562747647906563
"22360","Africa Proconsularis","r_0","5","1","1","3","5",-0.50949880292534
"22361","Asia","r_0","5","1","1","3","5",-0.487650489363624
"22362","Numidia","r_0","5","1","1","3","5",-0.453269825750051
"22363","Thracia","r_0","5","1","1","3","5",-0.430665230969249
"22364","Sicilia","r_0","5","1","1","3","5",-0.388373688577865
"22365","Achaia","r_0","5","1","1","3","5",-0.380462808408767
"22366","Pannonia Inferior","r_0","5","1","1","3","5",-0.37947658232384
"22367","Mauretania Tingitana","r_0","5","1","1","3","5",-0.375390248730215
"22368","Aegyptus","r_0","5","1","1","3","5",-0.371634688621088
"22369","Arabia","r_0","5","1","1","3","5",-0.363915446986466
"22370","Dacia","r_0","5","1","1","3","5",-0.329976950198522
"22371","Moesia Inferior","r_0","5","1","1","3","5",-0.303383928508531
"22372","Galatia","r_0","5","1","1","3","5",-0.250067842551052
"22373","Iudaea","r_0","5","1","1","3","5",-0.249929159612888
"22374","Cilicia","r_0","5","1","1","3","5",-0.214653179915503
"22375","Noricum","r_0","5","1","1","3","5",-0.212508637728256
"22376","Pannonia Superior","r_0","5","1","1","3","5",-0.180790610188841
"22377","Bruttium et Lucania (Regio III)","r_0","5","1","1","3","5",-0.177860330792816
"22378","Syria","r_0","5","1","1","3","5",-0.173033436241088
"22379","Liguria (Regio IX)","r_0","5","1","1","3","5",-0.134350027094075
"22380","Epirus","r_0","5","1","1","3","5",-0.131188778946888
"22381","Etruria (Regio VII)","r_0","5","1","1","3","5",-0.120165656781492
"22382","Cappadocia","r_0","5","1","1","3","5",-0.105292265709841
"22383","Raetia","r_0","5","1","1","3","5",-0.0943434468884981
"22384","Britannia","r_0","5","1","1","3","5",-0.0882208908082948
"22385","Alpes Graiae","r_0","5","1","1","3","5",-0.0810144267365447
"22386","Alpes Maritimae","r_0","5","1","1","3","5",-0.0807944619171497
"22387","Moesia Superior","r_0","5","1","1","3","5",-0.0805985212300166
"22388","Alpes Cottiae","r_0","5","1","1","3","5",-0.0619007343778998
"22389","Sardinia","r_0","5","1","1","3","5",-0.0597357802125548
"22390","Corsica","r_0","5","1","1","3","5",-0.0551486439662636
"22391","Picenum (Regio V)","r_0","5","1","1","3","5",-0.0425973660207674
"22392","Cyrene","r_0","5","1","1","3","5",-0.0355901733614618
"22393","Lusitania","r_0","5","1","1","3","5",-0.0287384603302348
"22394","Aquitania","r_0","5","1","1","3","5",0.0352478649735482
"22395","Dalmatia","r_0","5","1","1","3","5",0.0589504615239445
"22396","Aemilia (Regio VIII)","r_0","5","1","1","3","5",0.0714140404159611
"22397","Lugdunensis","r_0","5","1","1","3","5",0.114091537062477
"22398","Mauretania Caesariensis","r_0","5","1","1","3","5",0.123529723980377
"22399","Samnium (Regio IV)","r_0","5","1","1","3","5",0.128773636628922
"22400","Umbria (Regio VI)","r_0","5","1","1","3","5",0.143071969865362
"22401","Transpadana (Regio XI)","r_0","5","1","1","3","5",0.143244699200111
"22402","Germania Inferior","r_0","5","1","1","3","5",0.165215023529279
"22403","Hispania Citerior","r_0","5","1","1","3","5",0.208273590625848
"22404","Baetica","r_0","5","1","1","3","5",0.230033905114856
"22405","Apulia et Calabria (Regio II)","r_0","5","1","1","3","5",0.334542079120397
"22406","Germania Superior","r_0","5","1","1","3","5",0.457618190554188
"22407","Belgica","r_0","5","1","1","3","5",0.459912169584202
"22408","Venetia et Histria (Regio X)","r_0","5","1","1","3","5",0.618719272007197
"22409","Narbonensis","r_0","5","1","1","3","5",0.908156273104034
"22410","Latium et Campania (Regio I)","r_0","5","1","1","3","5",6.6266596470015
"22411","Bithynia et Pontus","r_0","5","1","1","4","1",-1.86697254931119
"22412","Creta","r_0","5","1","1","4","1",-0.958657914439393
"22413","Macedonia","r_0","5","1","1","4","1",-0.569264028003997
"22414","Africa Proconsularis","r_0","5","1","1","4","1",-0.517649815343118
"22415","Asia","r_0","5","1","1","4","1",-0.496929937688579
"22416","Numidia","r_0","5","1","1","4","1",-0.449153499909466
"22417","Thracia","r_0","5","1","1","4","1",-0.421536233126172
"22418","Sicilia","r_0","5","1","1","4","1",-0.405617121007173
"22419","Achaia","r_0","5","1","1","4","1",-0.389918428848817
"22420","Mauretania Tingitana","r_0","5","1","1","4","1",-0.37249406258015
"22421","Aegyptus","r_0","5","1","1","4","1",-0.367965056082053
"22422","Pannonia Inferior","r_0","5","1","1","4","1",-0.362816953208452
"22423","Arabia","r_0","5","1","1","4","1",-0.358365909050595
"22424","Dacia","r_0","5","1","1","4","1",-0.314014009719674
"22425","Moesia Inferior","r_0","5","1","1","4","1",-0.296257074355562
"22426","Galatia","r_0","5","1","1","4","1",-0.253797256929189
"22427","Iudaea","r_0","5","1","1","4","1",-0.248150806579433
"22428","Cilicia","r_0","5","1","1","4","1",-0.212813976523148
"22429","Noricum","r_0","5","1","1","4","1",-0.212734508883646
"22430","Bruttium et Lucania (Regio III)","r_0","5","1","1","4","1",-0.185688907085641
"22431","Syria","r_0","5","1","1","4","1",-0.17969796176705
"22432","Liguria (Regio IX)","r_0","5","1","1","4","1",-0.16527568875357
"22433","Pannonia Superior","r_0","5","1","1","4","1",-0.163107156146141
"22434","Etruria (Regio VII)","r_0","5","1","1","4","1",-0.156862831240731
"22435","Epirus","r_0","5","1","1","4","1",-0.129568141087186
"22436","Raetia","r_0","5","1","1","4","1",-0.126522887044526
"22437","Cappadocia","r_0","5","1","1","4","1",-0.103205490462695
"22438","Britannia","r_0","5","1","1","4","1",-0.0834275025501263
"22439","Alpes Graiae","r_0","5","1","1","4","1",-0.0789597328353391
"22440","Alpes Maritimae","r_0","5","1","1","4","1",-0.0755615820677261
"22441","Moesia Superior","r_0","5","1","1","4","1",-0.069379084122486
"22442","Alpes Cottiae","r_0","5","1","1","4","1",-0.0604265867649433
"22443","Corsica","r_0","5","1","1","4","1",-0.0542271083477333
"22444","Picenum (Regio V)","r_0","5","1","1","4","1",-0.0483576952690028
"22445","Sardinia","r_0","5","1","1","4","1",-0.0430099353722019
"22446","Cyrene","r_0","5","1","1","4","1",-0.0352517903936293
"22447","Lusitania","r_0","5","1","1","4","1",-0.0328275089971551
"22448","Aquitania","r_0","5","1","1","4","1",0.0370729553780875
"22449","Dalmatia","r_0","5","1","1","4","1",0.0537012034529261
"22450","Aemilia (Regio VIII)","r_0","5","1","1","4","1",0.0755197797629083
"22451","Umbria (Regio VI)","r_0","5","1","1","4","1",0.0979292436216952
"22452","Transpadana (Regio XI)","r_0","5","1","1","4","1",0.118112476012848
"22453","Samnium (Regio IV)","r_0","5","1","1","4","1",0.119728758887298
"22454","Mauretania Caesariensis","r_0","5","1","1","4","1",0.121306869728877
"22455","Germania Inferior","r_0","5","1","1","4","1",0.14416204772202
"22456","Hispania Citerior","r_0","5","1","1","4","1",0.185752281123732
"22457","Baetica","r_0","5","1","1","4","1",0.221148930900464
"22458","Lugdunensis","r_0","5","1","1","4","1",0.240585320959148
"22459","Apulia et Calabria (Regio II)","r_0","5","1","1","4","1",0.374953809447407
"22460","Germania Superior","r_0","5","1","1","4","1",0.461318749674214
"22461","Belgica","r_0","5","1","1","4","1",0.464482262601439
"22462","Venetia et Histria (Regio X)","r_0","5","1","1","4","1",0.60928076666697
"22463","Narbonensis","r_0","5","1","1","4","1",0.916208738221445
"22464","Latium et Campania (Regio I)","r_0","5","1","1","4","1",6.62520253773621
"22465","Bithynia et Pontus","r_0","5","1","1","4","2",-1.94559418265777
"22466","Creta","r_0","5","1","1","4","2",-0.999803364160874
"22467","Macedonia","r_0","5","1","1","4","2",-0.574990697751497
"22468","Africa Proconsularis","r_0","5","1","1","4","2",-0.532716633534782
"22469","Asia","r_0","5","1","1","4","2",-0.495822779697904
"22470","Numidia","r_0","5","1","1","4","2",-0.463511685429462
"22471","Thracia","r_0","5","1","1","4","2",-0.433222298137702
"22472","Sicilia","r_0","5","1","1","4","2",-0.410891210802612
"22473","Achaia","r_0","5","1","1","4","2",-0.392983614587238
"22474","Mauretania Tingitana","r_0","5","1","1","4","2",-0.38365239179475
"22475","Aegyptus","r_0","5","1","1","4","2",-0.379272819527841
"22476","Pannonia Inferior","r_0","5","1","1","4","2",-0.374602335468192
"22477","Arabia","r_0","5","1","1","4","2",-0.36840283019127
"22478","Dacia","r_0","5","1","1","4","2",-0.311631999614332
"22479","Moesia Inferior","r_0","5","1","1","4","2",-0.301005765291628
"22480","Iudaea","r_0","5","1","1","4","2",-0.257500094865246
"22481","Galatia","r_0","5","1","1","4","2",-0.253789334008545
"22482","Cilicia","r_0","5","1","1","4","2",-0.220682243243802
"22483","Noricum","r_0","5","1","1","4","2",-0.216370955055805
"22484","Bruttium et Lucania (Regio III)","r_0","5","1","1","4","2",-0.180217684106432
"22485","Syria","r_0","5","1","1","4","2",-0.178111510023726
"22486","Pannonia Superior","r_0","5","1","1","4","2",-0.166602102051321
"22487","Liguria (Regio IX)","r_0","5","1","1","4","2",-0.157167328928443
"22488","Etruria (Regio VII)","r_0","5","1","1","4","2",-0.150193481027939
"22489","Epirus","r_0","5","1","1","4","2",-0.133709635753639
"22490","Raetia","r_0","5","1","1","4","2",-0.125951133885093
"22491","Cappadocia","r_0","5","1","1","4","2",-0.105330126621241
"22492","Alpes Graiae","r_0","5","1","1","4","2",-0.0808902759631386
"22493","Britannia","r_0","5","1","1","4","2",-0.0776691646318269
"22494","Alpes Maritimae","r_0","5","1","1","4","2",-0.0744416009188897
"22495","Moesia Superior","r_0","5","1","1","4","2",-0.0680651842055322
"22496","Alpes Cottiae","r_0","5","1","1","4","2",-0.0605917385075895
"22497","Corsica","r_0","5","1","1","4","2",-0.0546600508615834
"22498","Sardinia","r_0","5","1","1","4","2",-0.0465483919413791
"22499","Picenum (Regio V)","r_0","5","1","1","4","2",-0.0366601446418178
"22500","Cyrene","r_0","5","1","1","4","2",-0.0342771772383013
"22501","Lusitania","r_0","5","1","1","4","2",-0.0268601720173031
"22502","Aquitania","r_0","5","1","1","4","2",0.0425586567894956
"22503","Dalmatia","r_0","5","1","1","4","2",0.0663075517560769
"22504","Aemilia (Regio VIII)","r_0","5","1","1","4","2",0.0745041823334115
"22505","Umbria (Regio VI)","r_0","5","1","1","4","2",0.120209141668398
"22506","Mauretania Caesariensis","r_0","5","1","1","4","2",0.126012163683242
"22507","Transpadana (Regio XI)","r_0","5","1","1","4","2",0.127932150734135
"22508","Samnium (Regio IV)","r_0","5","1","1","4","2",0.133042332002721
"22509","Germania Inferior","r_0","5","1","1","4","2",0.15732225469762
"22510","Hispania Citerior","r_0","5","1","1","4","2",0.189912532841636
"22511","Baetica","r_0","5","1","1","4","2",0.233558479912099
"22512","Lugdunensis","r_0","5","1","1","4","2",0.289913170191548
"22513","Apulia et Calabria (Regio II)","r_0","5","1","1","4","2",0.384332114840495
"22514","Germania Superior","r_0","5","1","1","4","2",0.483218907545982
"22515","Belgica","r_0","5","1","1","4","2",0.486570875125027
"22516","Venetia et Histria (Regio X)","r_0","5","1","1","4","2",0.626564273622943
