"","province","m","l_it","s_it","g_it","a_it","r_it","eci"
"15496","Venetia et Histria (Regio X)","r_0","3","2","2","3","2",1.28585031121711
"15497","Narbonensis","r_0","3","2","2","3","2",1.57502354103658
"15498","Latium et Campania (Regio I)","r_0","3","2","2","3","2",4.08090877310986
"15499","Achaia","r_0","3","2","2","3","3",-2.21487737303725
"15500","Bithynia et Pontus","r_0","3","2","2","3","3",-2.03488712570873
"15501","Creta","r_0","3","2","2","3","3",-1.67486439619071
"15502","Macedonia","r_0","3","2","2","3","3",-1.5612142195402
"15503","Aegyptus","r_0","3","2","2","3","3",-1.34068709746671
"15504","Sicilia","r_0","3","2","2","3","3",-1.23067668463927
"15505","Arabia","r_0","3","2","2","3","3",-0.967943249578064
"15506","Numidia","r_0","3","2","2","3","3",-0.852202631568732
"15507","Dacia","r_0","3","2","2","3","3",-0.802796837302227
"15508","Thracia","r_0","3","2","2","3","3",-0.786557401899728
"15509","Iudaea","r_0","3","2","2","3","3",-0.77322006370458
"15510","Baetica","r_0","3","2","2","3","3",-0.663163064488114
"15511","Cilicia","r_0","3","2","2","3","3",-0.609751455691599
"15512","Africa Proconsularis","r_0","3","2","2","3","3",-0.595580837108319
"15513","Mauretania Tingitana","r_0","3","2","2","3","3",-0.552953446072113
"15514","Epirus","r_0","3","2","2","3","3",-0.323686840030411
"15515","Alpes Graiae","r_0","3","2","2","3","3",-0.211536074668525
"15516","Syria","r_0","3","2","2","3","3",-0.183431406507657
"15517","Raetia","r_0","3","2","2","3","3",-0.167656291525546
"15518","Cappadocia","r_0","3","2","2","3","3",-0.1303207314252
"15519","Pannonia Inferior","r_0","3","2","2","3","3",-0.13006864290449
"15520","Corsica","r_0","3","2","2","3","3",-0.10692024245832
"15521","Moesia Superior","r_0","3","2","2","3","3",-0.0784029868818162
"15522","Moesia Inferior","r_0","3","2","2","3","3",-0.0392698732077591
"15523","Alpes Maritimae","r_0","3","2","2","3","3",-0.0199604167070575
"15524","Dalmatia","r_0","3","2","2","3","3",-0.0147990681130269
"15525","Galatia","r_0","3","2","2","3","3",-0.0111107923263614
"15526","Asia","r_0","3","2","2","3","3",-0.00131468906118132
"15527","Etruria (Regio VII)","r_0","3","2","2","3","3",0.0230529048704085
"15528","Alpes Cottiae","r_0","3","2","2","3","3",0.0611288403579103
"15529","Bruttium et Lucania (Regio III)","r_0","3","2","2","3","3",0.0839120349414998
"15530","Liguria (Regio IX)","r_0","3","2","2","3","3",0.115383637355628
"15531","Britannia","r_0","3","2","2","3","3",0.16025907902508
"15532","Transpadana (Regio XI)","r_0","3","2","2","3","3",0.161291720653898
"15533","Mauretania Caesariensis","r_0","3","2","2","3","3",0.161937790129382
"15534","Picenum (Regio V)","r_0","3","2","2","3","3",0.20407203751036
"15535","Sardinia","r_0","3","2","2","3","3",0.281897811318189
"15536","Belgica","r_0","3","2","2","3","3",0.297735801437675
"15537","Cyrene","r_0","3","2","2","3","3",0.303311051877887
"15538","Germania Inferior","r_0","3","2","2","3","3",0.417474137044
"15539","Noricum","r_0","3","2","2","3","3",0.423316519309496
"15540","Lugdunensis","r_0","3","2","2","3","3",0.512886163277566
"15541","Umbria (Regio VI)","r_0","3","2","2","3","3",0.635092430608536
"15542","Lusitania","r_0","3","2","2","3","3",0.696345806556982
"15543","Pannonia Superior","r_0","3","2","2","3","3",0.705407759930074
"15544","Aquitania","r_0","3","2","2","3","3",0.78145823213008
"15545","Samnium (Regio IV)","r_0","3","2","2","3","3",0.800672553380997
"15546","Germania Superior","r_0","3","2","2","3","3",0.894922860512234
"15547","Apulia et Calabria (Regio II)","r_0","3","2","2","3","3",1.06537095736942
"15548","Aemilia (Regio VIII)","r_0","3","2","2","3","3",1.07378571908399
"15549","Hispania Citerior","r_0","3","2","2","3","3",1.13487702681137
"15550","Venetia et Histria (Regio X)","r_0","3","2","2","3","3",1.25249904016254
"15551","Narbonensis","r_0","3","2","2","3","3",1.5875493997787
"15552","Latium et Campania (Regio I)","r_0","3","2","2","3","3",4.24421262437979
"15553","Achaia","r_0","3","2","2","3","4",-2.21247389180371
"15554","Bithynia et Pontus","r_0","3","2","2","3","4",-2.06699945253035
"15555","Creta","r_0","3","2","2","3","4",-1.70676212138038
"15556","Macedonia","r_0","3","2","2","3","4",-1.53631517359765
"15557","Aegyptus","r_0","3","2","2","3","4",-1.31916239888593
"15558","Sicilia","r_0","3","2","2","3","4",-1.20029274671863
"15559","Arabia","r_0","3","2","2","3","4",-0.978991152209101
"15560","Numidia","r_0","3","2","2","3","4",-0.854497962383126
"15561","Dacia","r_0","3","2","2","3","4",-0.822045639191131
"15562","Thracia","r_0","3","2","2","3","4",-0.793902317815749
"15563","Iudaea","r_0","3","2","2","3","4",-0.787134506800251
"15564","Baetica","r_0","3","2","2","3","4",-0.680376655219755
"15565","Cilicia","r_0","3","2","2","3","4",-0.618738938119692
"15566","Africa Proconsularis","r_0","3","2","2","3","4",-0.562529987501626
"15567","Mauretania Tingitana","r_0","3","2","2","3","4",-0.526232706906912
"15568","Epirus","r_0","3","2","2","3","4",-0.31397061130944
"15569","Alpes Graiae","r_0","3","2","2","3","4",-0.217131207425133
"15570","Syria","r_0","3","2","2","3","4",-0.19646073521103
"15571","Raetia","r_0","3","2","2","3","4",-0.178091069952794
"15572","Pannonia Inferior","r_0","3","2","2","3","4",-0.128963484636449
"15573","Cappadocia","r_0","3","2","2","3","4",-0.117128437977209
"15574","Corsica","r_0","3","2","2","3","4",-0.108014737951815
"15575","Moesia Superior","r_0","3","2","2","3","4",-0.0910990508119842
"15576","Moesia Inferior","r_0","3","2","2","3","4",-0.0239002191068442
"15577","Galatia","r_0","3","2","2","3","4",-0.0207313029321402
"15578","Dalmatia","r_0","3","2","2","3","4",-0.0207090034490085
"15579","Alpes Maritimae","r_0","3","2","2","3","4",-0.0109180845524831
"15580","Asia","r_0","3","2","2","3","4",-0.00229976565340955
"15581","Alpes Cottiae","r_0","3","2","2","3","4",0.0629863473045493
"15582","Etruria (Regio VII)","r_0","3","2","2","3","4",0.084907681506101
"15583","Liguria (Regio IX)","r_0","3","2","2","3","4",0.118637320470821
"15584","Bruttium et Lucania (Regio III)","r_0","3","2","2","3","4",0.129153756222892
"15585","Transpadana (Regio XI)","r_0","3","2","2","3","4",0.154196153683258
"15586","Britannia","r_0","3","2","2","3","4",0.159378215245989
"15587","Mauretania Caesariensis","r_0","3","2","2","3","4",0.178554404693002
"15588","Picenum (Regio V)","r_0","3","2","2","3","4",0.254157649951666
"15589","Sardinia","r_0","3","2","2","3","4",0.28919233772526
"15590","Belgica","r_0","3","2","2","3","4",0.292795514064313
"15591","Cyrene","r_0","3","2","2","3","4",0.301659948508389
"15592","Germania Inferior","r_0","3","2","2","3","4",0.408533276453066
"15593","Noricum","r_0","3","2","2","3","4",0.435859898672456
"15594","Lugdunensis","r_0","3","2","2","3","4",0.503562482271959
"15595","Samnium (Regio IV)","r_0","3","2","2","3","4",0.602930886948573
"15596","Umbria (Regio VI)","r_0","3","2","2","3","4",0.661952681168161
"15597","Pannonia Superior","r_0","3","2","2","3","4",0.718652372153183
"15598","Lusitania","r_0","3","2","2","3","4",0.751994256472852
"15599","Aquitania","r_0","3","2","2","3","4",0.768042005552199
"15600","Germania Superior","r_0","3","2","2","3","4",0.883319528467267
"15601","Apulia et Calabria (Regio II)","r_0","3","2","2","3","4",0.978116980024345
"15602","Aemilia (Regio VIII)","r_0","3","2","2","3","4",1.07042788548483
"15603","Hispania Citerior","r_0","3","2","2","3","4",1.16371689216878
"15604","Venetia et Histria (Regio X)","r_0","3","2","2","3","4",1.28130039042422
"15605","Narbonensis","r_0","3","2","2","3","4",1.58249459710625
"15606","Latium et Campania (Regio I)","r_0","3","2","2","3","4",4.25934989928934
"15607","Achaia","r_0","3","2","2","3","5",-2.18431955483314
"15608","Bithynia et Pontus","r_0","3","2","2","3","5",-2.04364082511426
"15609","Creta","r_0","3","2","2","3","5",-1.69126587561486
"15610","Macedonia","r_0","3","2","2","3","5",-1.49588141504711
"15611","Aegyptus","r_0","3","2","2","3","5",-1.30057998099126
"15612","Sicilia","r_0","3","2","2","3","5",-1.18069776215506
"15613","Arabia","r_0","3","2","2","3","5",-0.966305734666847
"15614","Dacia","r_0","3","2","2","3","5",-0.867480880296082
"15615","Numidia","r_0","3","2","2","3","5",-0.815972438113833
"15616","Thracia","r_0","3","2","2","3","5",-0.78101235985417
"15617","Iudaea","r_0","3","2","2","3","5",-0.779116652902312
"15618","Baetica","r_0","3","2","2","3","5",-0.733242785356227
"15619","Cilicia","r_0","3","2","2","3","5",-0.6109385523256
"15620","Africa Proconsularis","r_0","3","2","2","3","5",-0.530996495894035
"15621","Mauretania Tingitana","r_0","3","2","2","3","5",-0.516484665633832
"15622","Epirus","r_0","3","2","2","3","5",-0.305287662099721
"15623","Alpes Graiae","r_0","3","2","2","3","5",-0.216075179168708
"15624","Pannonia Inferior","r_0","3","2","2","3","5",-0.189219243102921
"15625","Syria","r_0","3","2","2","3","5",-0.184870857673375
"15626","Raetia","r_0","3","2","2","3","5",-0.178361063276451
"15627","Cappadocia","r_0","3","2","2","3","5",-0.111559132059181
"15628","Corsica","r_0","3","2","2","3","5",-0.0995243743153656
"15629","Asia","r_0","3","2","2","3","5",-0.0869821225381835
"15630","Moesia Superior","r_0","3","2","2","3","5",-0.0837547567775422
"15631","Galatia","r_0","3","2","2","3","5",-0.0417373594263871
"15632","Dalmatia","r_0","3","2","2","3","5",-0.0214593420754313
"15633","Moesia Inferior","r_0","3","2","2","3","5",-0.0105644766510018
"15634","Alpes Maritimae","r_0","3","2","2","3","5",-0.0068729450309796
"15635","Etruria (Regio VII)","r_0","3","2","2","3","5",0.0328539901750889
"15636","Alpes Cottiae","r_0","3","2","2","3","5",0.0634162329603555
"15637","Bruttium et Lucania (Regio III)","r_0","3","2","2","3","5",0.128055899487591
"15638","Liguria (Regio IX)","r_0","3","2","2","3","5",0.137143285289526
"15639","Britannia","r_0","3","2","2","3","5",0.145753123614936
"15640","Transpadana (Regio XI)","r_0","3","2","2","3","5",0.167943198992026
"15641","Mauretania Caesariensis","r_0","3","2","2","3","5",0.18382135505994
"15642","Belgica","r_0","3","2","2","3","5",0.219579934997236
"15643","Picenum (Regio V)","r_0","3","2","2","3","5",0.268781254870213
"15644","Sardinia","r_0","3","2","2","3","5",0.282890703757648
"15645","Cyrene","r_0","3","2","2","3","5",0.299088869502277
"15646","Germania Inferior","r_0","3","2","2","3","5",0.39360588497925
"15647","Noricum","r_0","3","2","2","3","5",0.433032176429217
"15648","Lugdunensis","r_0","3","2","2","3","5",0.439714611898828
"15649","Samnium (Regio IV)","r_0","3","2","2","3","5",0.611031187740243
"15650","Umbria (Regio VI)","r_0","3","2","2","3","5",0.674824762304132
"15651","Pannonia Superior","r_0","3","2","2","3","5",0.703045831900083
"15652","Aquitania","r_0","3","2","2","3","5",0.746603800180471
"15653","Lusitania","r_0","3","2","2","3","5",0.755930266909132
"15654","Germania Superior","r_0","3","2","2","3","5",0.889972336016372
"15655","Apulia et Calabria (Regio II)","r_0","3","2","2","3","5",1.01352043695447
"15656","Aemilia (Regio VIII)","r_0","3","2","2","3","5",1.0787614900727
"15657","Hispania Citerior","r_0","3","2","2","3","5",1.16944128320425
"15658","Venetia et Histria (Regio X)","r_0","3","2","2","3","5",1.2939462279496
"15659","Narbonensis","r_0","3","2","2","3","5",1.58700633773574
"15660","Latium et Campania (Regio I)","r_0","3","2","2","3","5",4.31444001001256
"15661","Achaia","r_0","3","2","2","4","1",-2.26554232671855
"15662","Bithynia et Pontus","r_0","3","2","2","4","1",-2.03336569734211
"15663","Creta","r_0","3","2","2","4","1",-1.70749860487718
"15664","Macedonia","r_0","3","2","2","4","1",-1.51926405421211
"15665","Aegyptus","r_0","3","2","2","4","1",-1.30859968758706
"15666","Sicilia","r_0","3","2","2","4","1",-1.22268520739919
"15667","Arabia","r_0","3","2","2","4","1",-0.979932553943571
"15668","Numidia","r_0","3","2","2","4","1",-0.865213329590925
"15669","Iudaea","r_0","3","2","2","4","1",-0.801386965194969
"15670","Thracia","r_0","3","2","2","4","1",-0.767207504041787
"15671","Dacia","r_0","3","2","2","4","1",-0.752122105498292
"15672","Baetica","r_0","3","2","2","4","1",-0.668080007291231
"15673","Cilicia","r_0","3","2","2","4","1",-0.611225591371713
"15674","Africa Proconsularis","r_0","3","2","2","4","1",-0.596623924666784
"15675","Mauretania Tingitana","r_0","3","2","2","4","1",-0.535866477977698
"15676","Epirus","r_0","3","2","2","4","1",-0.327836118877359
"15677","Alpes Graiae","r_0","3","2","2","4","1",-0.237749976456824
"15678","Raetia","r_0","3","2","2","4","1",-0.203208129406289
"15679","Syria","r_0","3","2","2","4","1",-0.178397795995633
"15680","Cappadocia","r_0","3","2","2","4","1",-0.137204880597264
"15681","Moesia Superior","r_0","3","2","2","4","1",-0.106750422293776
"15682","Corsica","r_0","3","2","2","4","1",-0.0992800436377794
"15683","Pannonia Inferior","r_0","3","2","2","4","1",-0.0969580498879776
"15684","Asia","r_0","3","2","2","4","1",-0.0471761752917696
"15685","Dalmatia","r_0","3","2","2","4","1",-0.0280306150836056
"15686","Alpes Maritimae","r_0","3","2","2","4","1",-0.0133062790693117
"15687","Galatia","r_0","3","2","2","4","1",-0.00261210218201262
"15688","Alpes Cottiae","r_0","3","2","2","4","1",0.0601540212308777
"15689","Etruria (Regio VII)","r_0","3","2","2","4","1",0.0619239150720402
"15690","Moesia Inferior","r_0","3","2","2","4","1",0.0919163812566283
"15691","Bruttium et Lucania (Regio III)","r_0","3","2","2","4","1",0.0986755945770302
"15692","Liguria (Regio IX)","r_0","3","2","2","4","1",0.115912120949537
"15693","Mauretania Caesariensis","r_0","3","2","2","4","1",0.126330042077994
"15694","Transpadana (Regio XI)","r_0","3","2","2","4","1",0.151405522645998
"15695","Britannia","r_0","3","2","2","4","1",0.182116647265139
"15696","Belgica","r_0","3","2","2","4","1",0.249522221503464
"15697","Picenum (Regio V)","r_0","3","2","2","4","1",0.252046213678839
"15698","Sardinia","r_0","3","2","2","4","1",0.269881375846156
"15699","Cyrene","r_0","3","2","2","4","1",0.315100591840531
"15700","Lugdunensis","r_0","3","2","2","4","1",0.355271084468241
"15701","Germania Inferior","r_0","3","2","2","4","1",0.38878726820316
"15702","Noricum","r_0","3","2","2","4","1",0.417667804495995
"15703","Umbria (Regio VI)","r_0","3","2","2","4","1",0.628312621011148
"15704","Lusitania","r_0","3","2","2","4","1",0.647154334073334
"15705","Pannonia Superior","r_0","3","2","2","4","1",0.713899899558239
"15706","Samnium (Regio IV)","r_0","3","2","2","4","1",0.736729803475637
"15707","Aquitania","r_0","3","2","2","4","1",0.747898160466248
"15708","Germania Superior","r_0","3","2","2","4","1",0.88856381409353
"15709","Apulia et Calabria (Regio II)","r_0","3","2","2","4","1",1.09081003932071
"15710","Aemilia (Regio VIII)","r_0","3","2","2","4","1",1.10442196133742
"15711","Hispania Citerior","r_0","3","2","2","4","1",1.15284562776115
"15712","Venetia et Histria (Regio X)","r_0","3","2","2","4","1",1.25641056591081
"15713","Narbonensis","r_0","3","2","2","4","1",1.86578523582859
"15714","Latium et Campania (Regio I)","r_0","3","2","2","4","1",4.14358175854431
"15715","Achaia","r_0","3","2","2","4","2",-2.22803967650939
"15716","Bithynia et Pontus","r_0","3","2","2","4","2",-2.04083680901594
"15717","Creta","r_0","3","2","2","4","2",-1.7179295000794
"15718","Macedonia","r_0","3","2","2","4","2",-1.49325968639397
"15719","Aegyptus","r_0","3","2","2","4","2",-1.27974198920883
"15720","Sicilia","r_0","3","2","2","4","2",-1.20551610446402
"15721","Arabia","r_0","3","2","2","4","2",-0.983167619686793
"15722","Numidia","r_0","3","2","2","4","2",-0.872751609936547
"15723","Iudaea","r_0","3","2","2","4","2",-0.806712318935932
"15724","Thracia","r_0","3","2","2","4","2",-0.768688303569008
"15725","Dacia","r_0","3","2","2","4","2",-0.745646892271783
"15726","Baetica","r_0","3","2","2","4","2",-0.692151369080228
"15727","Cilicia","r_0","3","2","2","4","2",-0.614106029547465
"15728","Africa Proconsularis","r_0","3","2","2","4","2",-0.609068948836498
"15729","Mauretania Tingitana","r_0","3","2","2","4","2",-0.508613173939063
"15730","Epirus","r_0","3","2","2","4","2",-0.330007611629359
"15731","Alpes Graiae","r_0","3","2","2","4","2",-0.241947839828004
"15732","Raetia","r_0","3","2","2","4","2",-0.213847018180801
"15733","Syria","r_0","3","2","2","4","2",-0.187389051453453
"15734","Cappadocia","r_0","3","2","2","4","2",-0.138698238926459
"15735","Moesia Superior","r_0","3","2","2","4","2",-0.122850408824575
"15736","Corsica","r_0","3","2","2","4","2",-0.100423582979068
"15737","Pannonia Inferior","r_0","3","2","2","4","2",-0.0927721052224755
"15738","Asia","r_0","3","2","2","4","2",-0.0643680906624267
"15739","Dalmatia","r_0","3","2","2","4","2",-0.0405905204903324
"15740","Galatia","r_0","3","2","2","4","2",-0.0116117098844681
"15741","Alpes Maritimae","r_0","3","2","2","4","2",-0.00965127540059717
"15742","Alpes Cottiae","r_0","3","2","2","4","2",0.0564165989954691
"15743","Moesia Inferior","r_0","3","2","2","4","2",0.0871785544587452
"15744","Etruria (Regio VII)","r_0","3","2","2","4","2",0.0932754471470588
"15745","Mauretania Caesariensis","r_0","3","2","2","4","2",0.121514203968329
"15746","Bruttium et Lucania (Regio III)","r_0","3","2","2","4","2",0.138107341564572
"15747","Liguria (Regio IX)","r_0","3","2","2","4","2",0.141607057002142
"15748","Transpadana (Regio XI)","r_0","3","2","2","4","2",0.15709553483067
"15749","Britannia","r_0","3","2","2","4","2",0.160526955693092
"15750","Belgica","r_0","3","2","2","4","2",0.23185880006738
"15751","Sardinia","r_0","3","2","2","4","2",0.264977890136693
"15752","Picenum (Regio V)","r_0","3","2","2","4","2",0.300724447223589
"15753","Cyrene","r_0","3","2","2","4","2",0.31487542889078
"15754","Lugdunensis","r_0","3","2","2","4","2",0.338993530167182
"15755","Germania Inferior","r_0","3","2","2","4","2",0.375780134719764
