"","iter","province","urb_pop_grand_total","rural_pop_min_grand_total","rural_pop_max_grand_total","tot_pop_min_grand_total","tot_pop_max_grand_total"
"35026",615,"Galatia",30722027.7063897,850522093.703056,960489923.124182,881244121.409445,991211950.830571
"35027",615,"Germania Inferior",32392311.9153347,235306734.704116,325245019.888147,267699046.61945,357637331.803481
"35028",615,"Germania Superior",49449251.9393274,541431694.973524,748376210.401158,590880946.912852,797825462.340485
"35029",615,"Hispania Citerior",85196477.0773368,2835591809.30665,3687876291.87631,2920788286.38399,3773072768.95364
"35030",615,"Iudaea",16729162.672452,24354194.8478071,30236556.4900648,41083357.5202591,46965719.1625168
"35031",615,"Latium et Campania (Regio I)",1048784046.82831,428623164.602787,474188009.472527,1477407211.43109,1522972056.30083
"35032",615,"Liguria (Regio IX)",20542551.4406701,288441869.738525,319104722.645118,308984421.179195,339647274.085788
"35033",615,"Lugdunensis",192987637.992013,893243969.804374,1234657193.68086,1086231607.79639,1427644831.67287
"35034",615,"Lusitania",25834588.5205356,624167868.629589,811771947.328649,650002457.150125,837606535.849185
"35035",615,"Lycia et Pamphylia",50136863.8358658,173940498.501019,196430048.402428,224077362.336885,246566912.238293
"35036",615,"Macedonia",208011303.416517,212661881.701998,316159875.467644,420673185.118515,524171178.884161
"35037",615,"Mauretania Caesariensis",54161997.5361817,566455118.926213,660599978.031168,620617116.462394,714761975.56735
"35038",615,"Mauretania Tingitana",7932254.0523249,142468182.046251,166146398.514855,150400436.098576,174078652.56718
"35039",615,"Moesia Inferior",17766043.4384948,335280018.718002,407720666.180668,353046062.156497,425486709.619163
"35040",615,"Moesia Superior",21537830.7379485,297625548.365379,361930565.728054,319163379.103328,383468396.466002
"35041",615,"Narbonensis",134849080.39399,598300479.640959,826981223.655167,733149560.034949,961830304.049158
"35042",615,"Noricum",16219940.4289194,315321784.255733,383450252.805421,331541724.684652,399670193.234341
"35043",615,"Numidia",74586209.431645,307682995.037711,358819918.774452,382269204.469356,433406128.206097
"35044",615,"Pannonia Inferior",19120650.9515275,133014964.11673,161754195.758636,152135615.068258,180874846.710164
"35045",615,"Pannonia Superior",26725306.6549401,328493010.739721,399467256.314911,355218317.394661,426192562.969851
"35046",615,"Picenum (Regio V)",37487639.8364767,143275424.413635,158506338.24701,180763064.250112,195993978.083486
"35047",615,"Raetia",10984880.632144,456501327.591467,630983994.394169,467486208.223611,641968875.026313
"35048",615,"Samnium (Regio IV)",39212097.4597344,302276913.465098,334410502.610949,341489010.924832,373622600.070684
"35049",615,"Sardinia",8250077.82075181,495537948.118396,548216178.316262,503788025.939148,556466256.137014
"35050",615,"Sicilia",212426912.293868,554766305.839397,613740814.806862,767193218.133265,826167727.10073
"35051",615,"Syria",115567159.908139,510402923.571413,633682489.924354,625970083.479551,749249649.832493
"35052",615,"Thracia",77898668.896761,190787268.244304,283639355.046507,268685937.141065,361538023.943268
"35053",615,"Transpadana (Regio XI)",52081097.8500234,395287478.333149,437308568.457599,447368576.183173,489389666.307622
"35054",615,"Umbria (Regio VI)",64881565.1395003,282459883.708,312486820.761219,347341448.8475,377368385.900719
"35055",615,"Venetia et Histria (Regio X)",97766942.7498254,1149322904.64224,1271501835.18089,1247089847.39206,1369268777.93071
"35056",616,"Achaia",512948425.504691,110199041.283597,163830559.99522,623147466.788288,676778985.499911
"35057",616,"Aegyptus",595285152.448024,2422771685.81915,3026383053.47259,3018056838.26718,3621668205.92061
"35058",616,"Aemilia (Regio VIII)",56293083.883814,506890186.060473,560775217.484854,563183269.944287,617068301.368668
"35059",616,"Africa Proconsularis",350521178.454174,1038599855.62313,1211215185.25316,1389121034.0773,1561736363.70733
"35060",616,"Alpes Cottiae",536192.5872352,53683987.87461,74202932.2956185,54220180.4618452,74739124.8828537
"35061",616,"Alpes Graiae",0,21772369.7906507,30094144.3706515,21772369.7906507,30094144.3706515
"35062",616,"Alpes Maritimae",2461123.97540957,36283812.9330883,50152110.9197291,38744936.9084978,52613234.8951387
"35063",616,"Alpes Poeninae",1544055.99501155,22956472.0078852,31730830.8415183,24500528.0028968,33274886.8365298
"35064",616,"Apulia et Calabria (Regio II)",89570590.467639,588261597.163144,650796827.713279,677832187.630783,740367418.180918
"35065",616,"Aquitania",148629872.153831,1054368337.55419,1457366068.7972,1202998209.70802,1605995940.95104
"35066",616,"Arabia",54310672.7350365,757358480.558678,940286165.227266,811669153.293715,994596837.962302
"35067",616,"Asia",592043486.79167,1153928371.93195,1303124964.59932,1745971858.72362,1895168451.39099
"35068",616,"Baetica",109184631.24264,617255912.878361,802782487.822598,726440544.121001,911967119.065238
"35069",616,"Belgica",88598833.933253,556264015.068536,768877698.598492,644862849.001789,857476532.531745
"35070",616,"Bithynia et Pontus",33619881.5061674,321574086.511555,363151847.45812,355193968.017723,396771728.964287
"35071",616,"Britannia",79749645.7668232,566526751.872453,781952217.752212,646276397.639277,861701863.519035
"35072",616,"Bruttium et Lucania (Regio III)",47406112.5947436,591757621.459364,654664497.356445,639163734.054107,702070609.951189
"35073",616,"Cappadocia",9630947.07188855,1440179519.44769,1626386811.30167,1449810466.51958,1636017758.37356
"35074",616,"Cilicia",58858105.3468663,363737379.84647,410766622.751721,422595485.193336,469624728.098587
"35075",616,"Corsica",1344362.82692063,182929110.896868,202375415.363169,184273473.723789,203719778.190089
"35076",616,"Creta",33700849.4550756,11491477.8672262,17084134.6007298,45192327.3223018,50784984.0558054
"35077",616,"Cyprus",33721470.0080358,98253408.8503937,121984929.726136,131974878.85843,155706399.734172
"35078",616,"Cyrene",39126504.9489168,733158222.561472,855009142.887748,772284727.510389,894135647.836665
"35079",616,"Dacia",12948117.3411273,187000126.580843,227403399.931023,199948243.921971,240351517.27215
"35080",616,"Dalmatia",61729916.715941,530510345.939107,645132485.046642,592240262.655048,706862401.762583
"35081",616,"Epirus",88199831.5092247,68276331.5010274,101504963.146151,156476163.010252,189704794.655376
"35082",616,"Etruria (Regio VII)",121221948.9759,664195332.495313,734802709.295398,785417281.471213,856024658.271298
"35083",616,"Galatia",34038342.1174488,942332396.825883,1064170793.54639,976370738.943332,1098209135.66384
"35084",616,"Germania Inferior",36018421.1413974,261647797.481464,361654090.362335,297666218.622861,397672511.503733
"35085",616,"Germania Superior",54984774.9716987,602041461.56128,832152073.272395,657026236.532979,887136848.244094
"35086",616,"Hispania Citerior",87391307.8312331,2908642295.92376,3782883322.44434,2996033603.75499,3870274630.27557
"35087",616,"Iudaea",14575712.7919913,21219217.9807287,26344376.6939836,35794930.77272,40920089.4859749
"35088",616,"Latium et Campania (Regio I)",1039033574.68064,424638284.930995,469779516.61539,1463671859.61163,1508813091.29603
"35089",616,"Liguria (Regio IX)",21313206.9656989,299262790.460357,331075962.842788,320575997.426056,352389169.808487
"35090",616,"Lugdunensis",213649424.791722,988877123.597298,1366842985.33046,1202526548.38902,1580492410.12218
"35091",616,"Lusitania",27345370.767455,660668613.910418,859243601.293505,688013984.677873,886588972.06096
"35092",616,"Lycia et Pamphylia",57113076.9954641,198143168.987198,223761991.084197,255256245.982662,280875068.079661
"35093",616,"Macedonia",219961052.014605,224878794.82641,334322499.164473,444839846.841014,554283551.179078
"35094",616,"Mauretania Caesariensis",61672515.5249442,645004130.300468,752203837.638909,706676645.825412,813876353.163853
"35095",616,"Mauretania Tingitana",9032201.23783301,162223912.867845,189185532.438605,171256114.105678,198217733.676438
"35096",616,"Moesia Inferior",19660293.3330249,371028222.435579,451192631.764014,390688515.768604,470852925.097039
"35097",616,"Moesia Superior",23834235.885499,329358959.664994,400520302.285383,353193195.550493,424354538.170882
"35098",616,"Narbonensis",143972214.776904,638778142.975246,882930146.803245,782750357.752149,1026902361.58015
"35099",616,"Noricum",18035657.559244,350620012.861853,426375021.592164,368655670.421098,444410679.151408
"35100",616,"Numidia",80192901.0883339,330811716.745495,385792634.778879,411004617.833829,465985535.867213
"35101",616,"Pannonia Inferior",20554988.5620318,142993095.419695,173888203.498312,163548083.981727,194443192.060344
"35102",616,"Pannonia Superior",28730108.300272,353134947.946054,429433333.900342,381865056.246326,458163442.200614
"35103",616,"Picenum (Regio V)",37996323.9379504,145219583.364399,160657171.284266,183215907.30235,198653495.222216
"35104",616,"Raetia",12219472.74176,507807568.956027,701900364.526904,520027041.697787,714119837.268664
"35105",616,"Samnium (Regio IV)",39454983.8248048,304149267.802471,336481897.835445,343604251.627276,375936881.66025
"35106",616,"Sardinia",8319589.35439829,499713133.310843,552835207.148781,508032722.665242,561154796.50318
"35107",616,"Sicilia",217284178.095792,567451362.437526,627774358.103309,784735540.533318,845058536.199101
"35108",616,"Syria",104990991.476012,463693224.274206,575690818.663618,568684215.750217,680681810.13963
"35109",616,"Thracia",88849169.7976754,217606932.590059,323511576.959411,306456102.387735,412360746.757087
"35110",616,"Transpadana (Regio XI)",54034924.5654442,410116720.943639,453714235.757381,464151645.509083,507749160.322825
"35111",616,"Umbria (Regio VI)",65176288.2979127,283742951.847189,313906285.636627,348919240.145102,379082573.93454
"35112",616,"Venetia et Histria (Regio X)",101434677.734593,1192439848.95477,1319202332.22949,1293874526.68936,1420637009.96408
"35113",617,"Achaia",505757518.547912,108654186.06386,161533856.749775,614411704.611772,667291375.297687
"35114",617,"Aegyptus",580904850.229798,2364244795.12725,2953274724.19866,2945149645.35704,3534179574.42845
"35115",617,"Aemilia (Regio VIII)",55631199.0345553,500930254.373593,554181714.434656,556561453.408148,609812913.469211
"35116",617,"Africa Proconsularis",347248696.469073,1028903439.18334,1199907224.08715,1376152135.65242,1547155920.55623
"35117",617,"Alpes Cottiae",519170.805308611,51979754.8130096,71847312.0167886,52498925.6183182,72366482.8220972
"35118",617,"Alpes Graiae",0,21222346.2651952,29333892.3842362,21222346.2651952,29333892.3842362
"35119",617,"Alpes Maritimae",2382993.99636652,35131959.7260217,48559999.5859346,37514953.7223882,50942993.5823011
"35120",617,"Alpes Poeninae",1504926.65865434,22374711.0369921,30926710.8116083,23879637.6956464,32431637.4702626
"35121",617,"Apulia et Calabria (Regio II)",88613401.5906565,581975187.141498,643842140.003726,670588588.732155,732455541.594383
"35122",617,"Aquitania",145004375.502529,1028649356.42578,1421816850.2883,1173653731.92831,1566821225.79083
"35123",617,"Arabia",52385321.7231616,730509597.209182,906952368.5994,782894918.932343,959337690.322562
"35124",617,"Asia",582151335.357547,1134647973.69442,1281351716.89879,1716799309.05197,1863503052.25633
"35125",617,"Baetica",107878725.993318,609873209.583683,793180789.735786,717751935.577001,901059515.729104
"35126",617,"Belgica",86402726.3455504,542475846.872347,749819455.132448,628878573.217897,836222181.477998
"35127",617,"Bithynia et Pontus",33816603.0729874,323455727.829526,365276774.650753,357272330.902514,399093377.723741
"35128",617,"Britannia",78138860.7713969,555084032.815219,766158330.677424,633222893.586616,844297191.448821
"35129",617,"Bruttium et Lucania (Regio III)",47047338.1353513,587279137.375564,649709927.401927,634326475.510915,696757265.537278
"35130",617,"Cappadocia",9361266.25504396,1399852354.70383,1580845565.92848,1409213620.95887,1590206832.18353
"35131",617,"Cilicia",57586614.1610732,355879687.695275,401892974.217355,413466301.856349,459479588.378428
"35132",617,"Corsica",1336768.56109655,181895749.763033,201232202.630899,183232518.324129,202568971.191996
"35133",617,"Creta",33925747.6449685,11568164.7345699,17198143.327801,45493912.3795384,51123890.9727695
"35134",617,"Cyprus",32980101.7695831,96093302.6443465,119303084.822954,129073404.41393,152283186.592537
"35135",617,"Cyrene",39387610.5377114,738050857.60852,860714934.038018,777438468.146231,900102544.575729
"35136",617,"Dacia",12851937.1512008,185611066.903904,225714219.827145,198463004.055105,238566156.978345
"35137",617,"Dalmatia",60248390.2129829,517778024.571836,629649216.554414,578026414.784819,689897606.767396
"35138",617,"Epirus",86963378.1925732,67319181.1857866,100081988.224418,154282559.37836,187045366.416992
"35139",617,"Etruria (Regio VII)",120304528.482427,659168632.175377,729241644.901843,779473160.657804,849546173.38427
"35140",617,"Galatia",33202690.2752066,919197844.599606,1038045070.9416,952400534.874813,1071247761.21681
"35141",617,"Germania Inferior",35108507.3760139,255037931.610996,352517819.956809,290146438.98701,387626327.332823
"35142",617,"Germania Superior",53595724.5345112,586832415.860591,811129868.456963,640428140.395102,864725592.991475
"35143",617,"Hispania Citerior",86600075.1888946,2882307723.45271,3748633454.33782,2968907798.6416,3835233529.52671
"35144",617,"Iudaea",15032107.171033,21883633.6393157,27169271.2026828,36915740.8103487,42201378.3737158
"35145",617,"Latium et Campania (Regio I)",1035877907.38497,423348608.465386,468352740.914507,1459226515.85036,1504230648.29948
"35146",617,"Liguria (Regio IX)",21062609.7731766,295744107.643807,327183225.96215,316806717.416983,348245835.735326
"35147",617,"Lugdunensis",208437920.112949,964755655.629935,1333501877.01649,1173193575.74288,1541939797.12944
"35148",617,"Lusitania",26959260.2199288,651340120.162074,847111272.930684,678299380.382003,874070533.150612
"35149",617,"Lycia et Pamphylia",55395984.0226292,192186035.157582,217034632.610607,247582019.180211,272430616.633236
"35150",617,"Macedonia",216568628.122124,221410525.378277,329166297.084278,437979153.5004,545734925.206402
"35151",617,"Mauretania Caesariensis",59823483.5803784,625665965.947174,729651669.74401,685489449.527553,789475153.324388
"35152",617,"Mauretania Tingitana",8761402.67422091,157360203.409719,183513474.311072,166121606.08394,192274876.985293
"35153",617,"Moesia Inferior",19182270.5315451,362006996.388112,440222278.362391,381189266.919658,459404548.893936
"35154",617,"Moesia Superior",23254727.3290332,321350885.221514,390782002.164175,344605612.550547,414036729.493208
"35155",617,"Narbonensis",141483423.707772,627735836.375624,867667280.510357,769219260.083396,1009150704.21813
"35156",617,"Noricum",17580032.5606781,341762490.349429,415603741.534125,359342522.910107,433183774.094803
"35157",617,"Numidia",78774670.2743913,324961231.678433,378969798.904257,403735901.952824,457744469.178648
"35158",617,"Pannonia Inferior",20191674.1247758,140465657.57476,170814687.081177,160657331.699535,191006361.205952
"35159",617,"Pannonia Superior",28222296.6273093,346893201.593277,421842994.962711,375115498.220587,450065291.59002
"35160",617,"Picenum (Regio V)",37718392.9528739,144157348.451286,159482015.341613,181875741.404159,197200408.294487
"35161",617,"Raetia",11909807.897632,494938752.517626,684112864.888581,506848560.415259,696022672.786213
"35162",617,"Samnium (Regio IV)",39220686.2302868,302343122.294037,334483749.778617,341563808.524323,373704436.008904
"35163",617,"Sardinia",8272592.240346,496890268.609328,549712257.424255,505162860.849674,557984849.664601
"35164",617,"Sicilia",215318964.260649,562319082.314758,622096490.231361,777638046.575407,837415454.49201
"35165",617,"Syria",107194513.898134,473425091.764075,587773261.255136,580619605.662209,694967775.15327
"35166",617,"Thracia",86155688.5709651,211010132.765503,313704255.617548,297165821.336468,399859944.188513
"35167",617,"Transpadana (Regio XI)",53399590.7831537,405294635.790505,448379538.174271,458694226.573659,501779128.957425
"35168",617,"Umbria (Regio VI)",64809367.7754886,282145574.720556,312139099.113339,346954942.496045,376948466.888828
"35169",617,"Venetia et Histria (Regio X)",100242025.427241,1178419336.74932,1303691367.53245,1278661362.17656,1403933392.95969
"35170",618,"Achaia",483815825.679716,103940352.473601,154525901.074109,587756178.153317,638341726.753824
"35171",618,"Aegyptus",502232702.396968,2044054292.39402,2553311691.35222,2546286994.79099,3055544393.74919
"35172",618,"Aemilia (Regio VIII)",54486074.6617614,490619000.01798,542774320.756845,545105074.679741,597260395.418607
"35173",618,"Africa Proconsularis",340746627.681202,1009637705.4148,1177439524.74254,1350384333.096,1518186152.42374
"35174",618,"Alpes Cottiae",417743.066773664,41824736.6063317,57810871.01671,42242479.6731053,58228614.0834837
"35175",618,"Alpes Graiae",0,18153827.6085623,25092533.0676035,18153827.6085623,25092533.0676035
"35176",618,"Alpes Maritimae",1917440.67649112,28268408.8697807,39073081.4254815,30185849.5462718,40990522.1019726
"35177",618,"Alpes Poeninae",1286348.98430933,19124976.3907997,26434871.6342847,20411325.3751091,27721220.6185941
"35178",618,"Apulia et Calabria (Regio II)",87776327.1357557,576477637.630955,637760172.731153,664253964.766711,725536499.866909
"35179",618,"Aquitania",125081221.377424,887316106.323936,1226463598.72059,1012397327.70136,1351544820.09802
"35180",618,"Arabia",40738067.2474314,568089459.357922,705302274.890556,608827526.605353,746040342.137988
"35181",618,"Asia",541782836.212857,1055967340.37169,1192498110.37754,1597750176.58454,1734280946.5904
"35182",618,"Baetica",105433488.664258,596049494.811969,775202126.585137,701482983.476227,880635615.249395
"35183",618,"Belgica",74248481.0333318,466165934.006043,644342579.771984,540414415.039375,718591060.805316
"35184",618,"Bithynia et Pontus",36071298.0292914,345021879.71506,389631311.375878,381093177.744352,425702609.405169
"35185",618,"Britannia",68390167.358708,485831115.626857,670571543.288712,554221282.985565,738961710.64742
"35186",618,"Bruttium et Lucania (Regio III)",48189900.0823907,601541427.68251,665488372.455025,649731327.764901,713678272.537416
"35187",618,"Cappadocia",7801376.55994521,1166591682.13342,1317425571.17022,1174393058.69336,1325226947.73016
"35188",618,"Cilicia",51041550.8102127,315431831.276161,356215432.399026,366473382.086373,407256983.209239
"35189",618,"Corsica",1375941.41859004,187226048.882496,207129139.936408,188601990.301086,208505081.354998
"35190",618,"Creta",36415820.2697396,12417241.6842025,18460447.8861442,48833061.9539421,54876268.1558839
"35191",618,"Cyprus",29122361.0386122,84853099.3795252,105347992.359399,113975460.418137,134470353.398011
"35192",618,"Cyrene",42278571.4615939,792222109.940298,923889450.261173,834500681.401892,966168021.722767
"35193",618,"Dacia",12201932.747326,176223531.82059,214298412.608456,188425464.567916,226500345.355782
"35194",618,"Dalmatia",52167990.4379864,448334618.391884,545201858.379578,500502608.82987,597369848.817564
"35195",618,"Epirus",83190574.6946427,64398617.9839624,95740049.3174824,147589192.678605,178930624.012125
"35196",618,"Etruria (Regio VII)",123226168.297736,675176785.360131,746951547.027745,798402953.657866,870177715.325481
"35197",618,"Galatia",28597252.88119,791698895.23948,894061208.586962,820296148.120669,922658461.468152
"35198",618,"Germania Inferior",30032202.0258128,218162242.112854,301547607.058765,248194444.138666,331579809.084578
"35199",618,"Germania Superior",45846370.2173772,501982880.663894,693849380.088235,547829250.881271,739695750.305612
"35200",618,"Hispania Citerior",86256787.2871341,2870882082.44196,3733773646.0732,2957138869.7291,3820030433.36033
"35201",618,"Iudaea",18914036.5761342,27534918.5821627,34185532.5688939,46448955.1582969,53099569.1450281
"35202",618,"Latium et Campania (Regio I)",1115832541.98109,456024933.595319,504502727.312464,1571857475.57641,1620335269.29356
"35203",618,"Liguria (Regio IX)",20629052.5566418,289656448.350993,320448417.205181,310285500.907635,341077469.761823
"35204",618,"Lugdunensis",179799192.532938,832201203.02415,1150282830.48881,1012000395.55709,1330082023.02175
"35205",618,"Lusitania",24937021.8058324,602482510.535966,783568692.638802,627419532.341799,808505714.444634
"35206",618,"Lycia et Pamphylia",45277474.2233601,157081752.521673,177391559.279621,202359226.745033,222669033.502981
"35207",618,"Macedonia",204205437.371212,208770926.636544,310375275.711925,412976364.007756,514580713.083137
"35208",618,"Mauretania Caesariensis",48934424.3025164,511782363.997017,596840609.462667,560716788.299533,645775033.765184
"35209",618,"Mauretania Tingitana",7166653.80025026,128717528.654703,150110386.084443,135884182.454953,157277039.884693
"35210",618,"Moesia Inferior",16559255.47471,312505567.417848,380025563.765966,329064822.892558,396584819.240676
"35211",618,"Moesia Superior",20074837.8667123,277408839.41014,337345831.824946,297483677.276852,357420669.691659
"35212",618,"Narbonensis",130905005.970535,580801349.410345,802793624.575021,711706355.38088,933698630.545556
"35213",618,"Noricum",15038152.5431456,292347380.225888,355511995.84645,307385532.769033,370550148.389596
"35214",618,"Numidia",71089613.2677116,293258838.235074,341998466.644223,364348451.502786,413088079.911935
"35215",618,"Pannonia Inferior",18230774.9644354,126824441.482775,154226147.943637,145055216.44721,172456922.908072
"35216",618,"Pannonia Superior",25481509.6367217,313204930.698622,380876031.574426,338686440.335343,406357541.211148
"35217",618,"Picenum (Regio V)",38741219.9666165,148066529.587653,163806762.520034,186807749.55427,202547982.486651
"35218",618,"Raetia",10180010.5701742,423053148.75986,584751345.749464,433233159.330034,594931356.319638
"35219",618,"Samnium (Regio IV)",40897399.0437041,315268510.295217,348783172.941198,356165909.338921,389680571.984902
"35220",618,"Sardinia",8515013.46894446,511451212.252533,565821104.197881,519966225.721477,574336117.666825
"35221",618,"Sicilia",217055168.246783,566853288.74449,627112706.103512,783908456.991272,844167874.350294
"35222",618,"Syria",126751777.092075,559799839.738997,695010431.803354,686551616.831072,821762208.895429
"35223",618,"Thracia",70253904.0702365,172063921.385121,255803755.342597,242317825.455357,326057659.412834
"35224",618,"Transpadana (Regio XI)",52300402.3068272,396951965.244828,439149998.880924,449252367.551655,491450401.187752
"35225",618,"Umbria (Regio VI)",67811143.8118083,295213713.695214,326596448.411401,363024857.507022,394407592.22321
"35226",618,"Venetia et Histria (Regio X)",98178622.364085,1154162503.76168,1276855908.55492,1252341126.12577,1375034530.91901
"35227",619,"Achaia",530139402.995871,113892257.100357,169321185.035105,644031660.096228,699460588.030976
"35228",619,"Aegyptus",626650045.854033,2550424753.1942,3185839713.00385,3177074799.04823,3812489758.85788
"35229",619,"Aemilia (Regio VIII)",57947693.5675898,521789092.863974,577257954.639333,579736786.431563,635205648.206922
"35230",619,"Africa Proconsularis",358619179.101395,1062594361.00546,1239197578.20687,1421213540.10685,1597816757.30827
"35231",619,"Alpes Cottiae",572528.952407208,57322010.9165917,79231470.3786051,57894539.8689989,79803999.3310123
"35232",619,"Alpes Graiae",0,22966522.3432543,31744722.588098,22966522.3432543,31744722.588098
"35233",619,"Alpes Maritimae",2627907.89154908,38742671.7609728,53550787.924801,41370579.6525218,56178695.8163501
"35234",619,"Alpes Poeninae",1628983.39521457,24219142.2036307,33476115.3249556,25848125.5988453,35105098.7201702
"35235",619,"Apulia et Calabria (Regio II)",92030190.1881345,604415203.524413,668667645.435768,696445393.712548,760697835.623903
"35236",619,"Aquitania",156529268.645713,1110406019.79216,1534822317.96446,1266935288.43787,1691351586.61017
"35237",619,"Arabia",58403017.314864,814425935.569253,1011137340.47467,872828952.884117,1069540357.78954
"35238",619,"Asia",614831990.157573,1198344535.90377,1353283894.31391,1813176526.06134,1968115884.47148
"35239",619,"Baetica",112433953.206011,635625377.260937,826673201.559542,748059330.466949,939107154.765553
"35240",619,"Belgica",93375857.0704984,586256351.902239,810333622.935871,679632208.972737,903709480.006369
"35241",619,"Bithynia et Pontus",33297452.3857633,318490052.743035,359669065.083424,351787505.128798,392966517.469187
"35242",619,"Britannia",83158221.8917466,590740647.018884,815373603.322428,673898868.910631,898531825.214174
"35243",619,"Bruttium et Lucania (Regio III)",48444727.9557481,604722374.779114,669007470.573237,653167102.734862,717452198.528986
"35244",619,"Cappadocia",10211223.1022619,1526952050.57388,1724378553.51241,1537163273.67615,1734589776.61467
"35245",619,"Cilicia",61668701.873871,381106593.661857,430381580.394541,442775295.535728,492050282.268412
"35246",619,"Corsica",1367590.96115189,186089791.821415,205872092.911098,187457382.782567,207239683.87225
"35247",619,"Creta",33324541.8787384,11363162.6984791,16893371.1811314,44687704.5772174,50217913.0598698
"35248",619,"Cyprus",35356511.0394377,103017387.25665,127899570.021099,138373898.296088,163256081.060537
"35249",619,"Cyrene",38689613.8768534,724971693.193077,845462012.073281,763661307.069931,884151625.950134
"35250",619,"Dacia",13144017.2998921,189829365.467166,230843924.564511,202973382.767058,243987941.864403
"35251",619,"Dalmatia",64963555.9596144,558300421.887168,678926888.668066,623263977.846782,743890444.62768
"35252",619,"Epirus",91155764.7820662,70564547.6640066,104906805.222129,161720312.446073,196062570.004195
"35253",619,"Etruria (Regio VII)",123877787.461826,678747115.741796,750901421.87506,802624903.203622,874779209.336886
"35254",619,"Galatia",35857870.392457,992705015.873097,1121056315.22117,1028562886.26555,1156914185.61363
"35255",619,"Germania Inferior",37993929.0884111,275998434.929289,381489788.511794,313992364.0177,419483717.600205
"35256",619,"Germania Superior",58000533.4774626,635061723.251184,877793247.476564,693062256.728647,935793780.954026
"35257",619,"Hispania Citerior",89452258.8770604,2977236868.20431,3872095139.19264,3066689127.08137,3961547398.0697
"35258",619,"Iudaea",13715933.6326075,19967557.6565573,24790398.0740913,33683491.2891648,38506331.7066988
"35259",619,"Latium et Campania (Regio I)",1053626067.85722,430602029.920925,476377238.342346,1484228097.77814,1530003306.19956
"35260",619,"Liguria (Regio IX)",21939661.1622846,308058952.918102,340807202.568714,329998614.080386,362746863.730999
"35261",619,"Lugdunensis",225004487.486963,1041434071.72521,1439488103.88441,1266438559.21217,1664492591.37137
"35262",619,"Lusitania",28191112.5303065,681101872.72197,885818417.347625,709292985.252277,914009529.877932
"35263",619,"Lycia et Pamphylia",60789719.7079024,210898595.180293,238166623.737866,271688314.888196,298956343.445768
"35264",619,"Macedonia",227902129.3951,232997413.530008,346392276.1163,460899542.925108,574294405.5114
"35265",619,"Mauretania Caesariensis",65632345.4848773,686418148.485138,800500866.986681,752050493.970015,866133212.471558
"35266",619,"Mauretania Tingitana",9612135.11536797,172639883.497937,201332637.724642,182252018.613305,210944772.84001
"35267",619,"Moesia Inferior",20702187.1995867,390690799.322345,475103507.746885,411392986.521932,495805694.946472
"35268",619,"Moesia Superior",25097327.1203372,346813281.132097,421745806.875575,371910608.252434,446843133.995912
"35269",619,"Narbonensis",149669413.437995,664055561.861469,917869030.378798,813724975.299464,1067538443.81679
"35270",619,"Noricum",19024862.0748455,369850523.246291,449760478.724137,388875385.321136,468785340.798982
"35271",619,"Numidia",83281590.4917544,343553176.777146,400651725.880305,426834767.268901,483933316.37206
"35272",619,"Pannonia Inferior",21347000.5263012,148502815.945131,180588355.006564,169849816.471432,201935355.532865
"35273",619,"Pannonia Superior",29837118.8656101,366741722.911211,445979990.556403,396578841.776822,475817109.422013
"35274",619,"Picenum (Regio V)",38811826.7655539,148336384.375215,164105304.258157,187148211.140769,202917131.023711
"35275",619,"Raetia",12891577.9342933,535738406.162829,740506848.587983,548629984.097122,753398426.522276
"35276",619,"Samnium (Regio IV)",40206694.0081502,309944026.276568,342892668.911601,350150720.284718,383099362.919751
"35277",619,"Sardinia",8463336.66308848,508347263.55101,562387189.799801,516810600.214098,570850526.46289
"35278",619,"Sicilia",222612652.485249,581367010.040169,643169310.551419,803979662.525419,865781963.036669
"35279",619,"Syria",100896382.79361,445609365.122176,553239095.983985,546505747.915785,654135478.777594
"35280",619,"Thracia",94613555.6551849,231724907.21576,344500468.169222,326338462.870945,439114023.824407
"35281",619,"Transpadana (Regio XI)",55623160.6910864,422171187.516341,467050154.068422,477794348.207427,522673314.759508
"35282",619,"Umbria (Regio VI)",66383013.224705,288996391.429857,319718192.841637,355379404.654562,386101206.066342
"35283",619,"Venetia et Histria (Regio X)",104416123.91716,1227488959.52531,1357977343.35291,1331905083.44247,1462393467.27007
"35284",620,"Achaia",521301351.730171,111993538.383485,166498400.489657,633294890.113656,687799752.219828
"35285",620,"Aegyptus",610931929.824962,2486453047.67955,3105930043.18045,3097384977.50451,3716861973.00541
"35286",620,"Aemilia (Regio VIII)",57087374.4515414,514042362.951198,568687707.530396,571129737.402739,625775081.981937
"35287",620,"Africa Proconsularis",354420018.518959,1050152181.06675,1224687507.55952,1404572199.58571,1579107526.07848
"35288",620,"Alpes Cottiae",554438.383657125,55510770.1487326,76727942.2058763,56065208.5323897,77282380.5895335
"35289",620,"Alpes Graiae",0,22368912.6898954,30918696.2364235,22368912.6898954,30918696.2364235
"35290",620,"Alpes Maritimae",2544872.1809862,37518494.4261726,51858708.9364782,40063366.6071588,54403581.1174644
"35291",620,"Alpes Poeninae",1586485.68713472,23587301.4873055,32602774.2087069,25173787.1744402,34189259.8958416
"35292",620,"Apulia et Calabria (Regio II)",90742794.6200799,595960136.196057,659313761.004195,686702930.816137,750056555.624275
"35293",620,"Aquitania",152571811.193645,1082332135.49009,1496018111.74551,1234903946.68373,1648589922.93916
