inscription_id	occupation_original	occupation_stripped	translation	category	hisco_code	matched_forms	form_count
4	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
12	ἀρχιτέκτων	αρχιτεκτων	Architect	Construction	2120	αρχιτεκτονα	1
16	ἀρχιτέκτων	αρχιτεκτων	Architect	Construction	2120	αρχιτεκτονα	1
17	ἀρχιτέκτων	αρχιτεκτων	Architect	Construction	2120	αρχιτεκτονες	1
17	ἱεροποιός	ιεροποιος	Sacrificer	Miscellaneous	14990	ιεροποιοις	1
18	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματευς	1
19	ἀρχιτέκτων	αρχιτεκτων	Architect	Construction	2120	αρχιτεκτονος	1
20	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
22	ἀρχιτέκτων	αρχιτεκτων	Architect	Construction	2120	αρχιτεκτονι	1
22	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματευς	1
24	ἀρχιτέκτων	αρχιτεκτων	Architect	Construction	2120	αρχιτεκτον	1
26	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
29	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα|γραμματει|γραμματευς	3
31	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
32	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
35	ἱεροποιός	ιεροποιος	Sacrificer	Miscellaneous	14990	ιεροποιοι	1
37	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
39	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματευς	1
40	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματευς	1
43	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα|γραμματευς	2
51	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
63	ἱεροποιός	ιεροποιος	Sacrificer	Miscellaneous	14990	ιεροποιοις	1
73	χαλκεύς	χαλκευς	Smith	Metalwork	72110	χαλκει	1
74	χαλκεύς	χαλκευς	Smith	Metalwork	72110	χαλκει	1
82	ἀρχιτέκτων	αρχιτεκτων	Architect	Construction	2120	αρχιτεκτονι	1
82	ἰατρός	ιατρος	Doctor	Miscellaneous	6110	ιατροι	1
263	τέκτων	τεκτων	Carpenter/joiner	Woodwork	95110	τεκτον	1
279	κεραμεύς	κεραμευς	Potter	Ceramics	89120	κεραμευς	1
289	κεραμεύς	κεραμευς	Potter	Ceramics	89120	κεραμευς	1
294	κεραμεύς	κεραμευς	Potter	Ceramics	89120	κεραμευς	1
513	κεραμεύς	κεραμευς	Potter	Ceramics	89120	κεραμευς	1
532	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματευς	1
738	κελευστής	κελευστης	Rowing master	Seafaring/Maritime	98110	κελευστης	1
738	κυβερνήτης	κυβερνητης	Helmsman	Seafaring/Maritime	98110	κυβερνητης	1
738	ναυπηγός	ναυπηγος	Shipwright	Woodwork	73210	ναυπηγος	1
738	ναύτης	ναυτης	Sailor	Seafaring/Maritime	98110	ναυται	1
1067	γναφαλλουφάντης	γναφαλλουφαντης	Flock weaver	Textiles	75990	γναφαλλουφαντης	1
1086	ὑλότομος	υλοτομος	Woodcutter	Fuel and Raw Materials	71120	υλοτομον	1
1118	πυκτεύς	πυκτευς	Boxer	Sports and Competition	18990	πυκτει	1
1200	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
1201	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
1202	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
1203	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
1204	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
1325	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
1326	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
1327	ἀγαλματοποιός	αγαλματοποιος	Statue maker	Stonework	16120	αγαλματοποιος	1
1327	ἀρτοποιός	αρτοποιος	Baker	Food Preparation and Retail	53120	αρτοποιος	1
1327	γεωργός	γεωργος	Farmer	Agriculture, Animal Husbandry	61110	γεωργος	1
1327	γναφεύς	γναφευς	Fuller	Textiles	75140	γναφευς	1
1327	οἰκοδομος	οικοδομος	Builder	Construction	95110	οικοδομος	1
1327	ὀνοκόμος	ονοκομος	Ass keeper	Transport	98510	ονοκομος	1
1327	τέκτων	τεκτων	Carpenter/joiner	Woodwork	95110	τεκτων	1
1329	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
1330	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
1333	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
1336	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματευς	1
1337	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
1339	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματευς	1
1341	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
1344	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
1349	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα|γραμματευς	2
1351	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα|γραμματευς	2
1352	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα|γραμματει	2
1353	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
1355	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
1359	ἀρχιτέκτων	αρχιτεκτων	Architect	Construction	2120	αρχιτεκτονας|αρχιτεκτονες|αρχιτεκτοσι	3
1359	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα|γραμματει	2
1361	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
1362	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
1363	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματευς	1
1367	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
1368	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
1374	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
1374	ἱεροποιός	ιεροποιος	Sacrificer	Miscellaneous	14990	ιεροποιοι|ιεροποιον|ιεροποιους	3
1378	ἱεροποιός	ιεροποιος	Sacrificer	Miscellaneous	14990	ιεροποιοι|ιεροποιοις|ιεροποιους|ιεροποιων	4
1381	ἔμπορος	εμπορος	Maritime trader	Seafaring/Maritime	41110	εμποροις	1
1382	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
1384	ἔμπορος	εμπορος	Maritime trader	Seafaring/Maritime	41110	εμποροι	1
1384	ναύκληρος	ναυκληρος	Shipmaster	Seafaring/Maritime	98110	ναυκληροι	1
1384	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
1385	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
1389	ὑποκριτής	υποκριτης	Actor	Drama and Entertainment	17120	υποκριτης	1
1391	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
1393	ἱερεύς 	ιερευς 	Priest, sacrificer	Miscellaneous	14990	ιερευς 	1
1399	ἔμπορος	εμπορος	Maritime trader	Seafaring/Maritime	41110	εμπορων	1
1399	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
1403	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
1406	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
1410	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
1415	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
1423	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
1427	ἀρχιτέκτων	αρχιτεκτων	Architect	Construction	2120	αρχιτεκτονα|αρχιτεκτονας|αρχιτεκτονες|αρχιτεκτων	4
1427	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
1429	ὑπηρετής	υπηρετης	Architect’s assistant	Construction	95990	υπηρετης	1
1431	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
1432	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
1435	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
1442	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
1445	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
1447	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
1448	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
1448	ἱεροποιός	ιεροποιος	Sacrificer	Miscellaneous	14990	ιεροποιοις	1
1449	ἱππικός	ιππικος	Riding trainer	Education and Training	18190	ιππικον	1
1449	μουσικός	μουσικος	Musician	Drama and Entertainment	17320	μουσικον	1
1450	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
1461	ἀρχιτέκτων	αρχιτεκτων	Architect	Construction	2120	αρχιτεκτων	1
1462	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
1463	φιλόσοφος	φιλοσοφος	Philosopher/sophist	Education and Training	19190	φιλοσοφος	1
1463	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
1470	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
1471	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
1472	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
1474	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
1476	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
1477	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
1478	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
1479	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
1481	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
1483	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
1484	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
1486	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
1487	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
1488	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
1489	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
1490	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
1491	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
1492	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
1493	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
1494	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
1495	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
1500	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
1501	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεως	1
1502	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
1503	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
1505	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
1506	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
1507	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
1509	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
1510	διδάσκαλος	διδασκαλος	Teacher	Education and Training	13130	διδασκαλοις|διδασκαλους|διδασκαλων	3
1510	ὁπλομάχος	οπλομαχος	Weapons trainer	Education and Training	18190	οπλομαχον	1
1510	παιδοτρίβης	παιδοτριβης	Physical trainer	Education and Training	18190	παιδοτριβην	1
1510	ὑπηρετής	υπηρετης	Architect’s assistant	Construction	95990	υπηρετην	1
1510	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
1511	διδάσκαλος	διδασκαλος	Teacher	Education and Training	13130	διδασκαλους	1
1511	ὁπλομάχος	οπλομαχος	Weapons trainer	Education and Training	18190	οπλομαχον	1
1511	παιδοτρίβης	παιδοτριβης	Physical trainer	Education and Training	18190	παιδοτριβην	1
1511	ὑπηρετής	υπηρετης	Architect’s assistant	Construction	95990	υπηρετην	1
1511	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
1514	διδάσκαλος	διδασκαλος	Teacher	Education and Training	13130	διδασκαλοις|διδασκαλους|διδασκαλων	3
1514	ὁπλομάχος	οπλομαχος	Weapons trainer	Education and Training	18190	οπλομαχον	1
1514	παιδοτρίβης	παιδοτριβης	Physical trainer	Education and Training	18190	παιδοτριβην	1
1514	ὑπηρετής	υπηρετης	Architect’s assistant	Construction	95990	υπηρετην	1
1514	φιλόσοφος	φιλοσοφος	Philosopher/sophist	Education and Training	19190	φιλοσοφοις	1
1514	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
1515	γραμματικός	γραμματικος	Grammarian	Literature and Scholarship	13920	γραμματικων	1
1515	φιλόσοφος	φιλοσοφος	Philosopher/sophist	Education and Training	19190	φιλοσοφων	1
1518	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
1519	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
1520	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματευς	1
1522	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματευς	1
1525	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
1529	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματευς	1
1529	ἱερεύς 	ιερευς 	Priest, sacrificer	Miscellaneous	14990	ιερευς 	1
1536	ἱερεύς 	ιερευς 	Priest, sacrificer	Miscellaneous	14990	ιερευς 	1
1566	γεωργός	γεωργος	Farmer	Agriculture, Animal Husbandry	61110	γεωργοι	1
1570	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
1583	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
1583	ἱεροποιός	ιεροποιος	Sacrificer	Miscellaneous	14990	ιεροποιοι	1
1595	χαλκεύς	χαλκευς	Smith	Metalwork	72110	χαλκει	1
1596	ἱπποδρόμος	ιπποδρομος	Charioteer	Sports and Competition	18990	ιπποδρομων	1
1597	χαλκεύς	χαλκευς	Smith	Metalwork	72110	χαλκει	1
1597	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
1598	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
1608	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
1609	μουσικός	μουσικος	Musician	Drama and Entertainment	17320	μουσικους	1
1610	ἱερεύς 	ιερευς 	Priest, sacrificer	Miscellaneous	14990	ιερευς 	1
1613	ἱερεύς 	ιερευς 	Priest, sacrificer	Miscellaneous	14990	ιερευς 	1
1620	ἱεροποιός	ιεροποιος	Sacrificer	Miscellaneous	14990	ιεροποιων	1
1622	ἀρχιτέκτων	αρχιτεκτων	Architect	Construction	2120	αρχιτεκτονι	1
1622	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματει	1
1653	ἀρχιτέκτων	αρχιτεκτων	Architect	Construction	2120	αρχιτεκτων	1
1655	ἀρχιτέκτων	αρχιτεκτων	Architect	Construction	2120	αρχιτεκτων	1
1657	ἀρχιτέκτων	αρχιτεκτων	Architect	Construction	2120	αρχιτεκτονι	1
1657	ἔμπορος	εμπορος	Maritime trader	Seafaring/Maritime	41110	εμπορου	1
1657	πορθμεύς	πορθμευς	Ferryman	Seafaring/Maritime	98110	πορθμει	1
1657	πρίστης	πριστης	Sawyer	Woodwork	73990	πρισταις|πριστων	2
1657	ἱεροποιός	ιεροποιος	Sacrificer	Miscellaneous	14990	ιεροποιοις	1
1658	ἀρχιτέκτων	αρχιτεκτων	Architect	Construction	2120	αρχιτεκτονι	1
1658	στυππειοπλόκος	στυππειοπλοκος	Ropemaker	Textiles	75990	στυππειοπλοκου	1
1658	τέκτων	τεκτων	Carpenter/joiner	Woodwork	95110	τεκτονι	1
1659	ὑπηρετής	υπηρετης	Architect’s assistant	Construction	95990	υπηρεταις	1
1659	χαλκεύς	χαλκευς	Smith	Metalwork	72110	χαλκευσι	1
1661	ἀρχιτέκτων	αρχιτεκτων	Architect	Construction	2120	αρχιτεκτονι	1
1665	ἀρχιτέκτων	αρχιτεκτων	Architect	Construction	2120	αρχιτεκτων	1
1666	ἀρχιτέκτων	αρχιτεκτων	Architect	Construction	2120	αρχιτεκτονα	1
1672	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεων	1
1673	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματευς	1
1675	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματευς	1
1676	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματευς	1
1680	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματευς	1
1683	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματευς	1
1685	ἱεροποιός	ιεροποιος	Sacrificer	Miscellaneous	14990	ιεροποιους	1
1686	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματευς	1
1687	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματευς	1
1694	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματευς	1
1700	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματευς	1
1700	ἱερεύς 	ιερευς 	Priest, sacrificer	Miscellaneous	14990	ιερευς 	1
1704	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματευς	1
1705	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματευς	1
1709	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματευς	1
1711	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματευς	1
1712	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματευς	1
1713	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματευς	1
1714	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματευς	1
1720	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματευς	1
1721	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματευς	1
1726	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματευς	1
1726	ἱερεύς 	ιερευς 	Priest, sacrificer	Miscellaneous	14990	ιερευς 	1
1727	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματευς	1
1732	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματευς	1
1732	ἱερεύς 	ιερευς 	Priest, sacrificer	Miscellaneous	14990	ιερευς 	1
1733	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματευς	1
1733	ἱερεύς 	ιερευς 	Priest, sacrificer	Miscellaneous	14990	ιερευς 	1
1734	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματευς	1
1734	ἱερεύς 	ιερευς 	Priest, sacrificer	Miscellaneous	14990	ιερευς 	1
1735	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματευς	1
1736	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματευς	1
1736	ἱερεύς 	ιερευς 	Priest, sacrificer	Miscellaneous	14990	ιερευς 	1
1739	ἱερεύς 	ιερευς 	Priest, sacrificer	Miscellaneous	14990	ιερευς 	1
1744	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματευς	1
1744	ἱερεύς 	ιερευς 	Priest, sacrificer	Miscellaneous	14990	ιερευς 	1
1745	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματευς	1
1747	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματευς	1
1756	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματευς	1
1761	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματευς	1
1766	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματευς	1
1771	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματευς	1
1774	ἱερεύς 	ιερευς 	Priest, sacrificer	Miscellaneous	14990	ιερευς 	1
1775	κελευστής	κελευστης	Rowing master	Seafaring/Maritime	98110	κελευστης	1
1775	κυβερνήτης	κυβερνητης	Helmsman	Seafaring/Maritime	98110	κυβερνητης	1
1775	ναυπηγός	ναυπηγος	Shipwright	Woodwork	73210	ναυπηγος	1
1775	ναύτης	ναυτης	Sailor	Seafaring/Maritime	98110	ναυται	1
1777	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματευς	1
1778	παιδοτρίβης	παιδοτριβης	Physical trainer	Education and Training	18190	παιδοτριβην	1
1778	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεα	1
1780	ὁπλομάχος	οπλομαχος	Weapons trainer	Education and Training	18190	οπλομαχος	1
1786	ὁπλομάχος	οπλομαχος	Weapons trainer	Education and Training	18190	οπλομαχος	1
1786	παιδοτρίβης	παιδοτριβης	Physical trainer	Education and Training	18190	παιδοτριβης	1
1799	διδάσκαλος	διδασκαλος	Teacher	Education and Training	13130	διδασκαλος	1
1799	ὁπλομάχος	οπλομαχος	Weapons trainer	Education and Training	18190	οπλομαχος	1
1799	παιδοτρίβης	παιδοτριβης	Physical trainer	Education and Training	18190	παιδοτριβης	1
1799	καψάριος	καψαριος	Maker of small bags	Leatherwork and Footwear	80110	καψαριος	1
1799	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματευς	1
1799	ἱερεύς 	ιερευς 	Priest, sacrificer	Miscellaneous	14990	ιερευς 	1
1806	πένταθλος	πενταθλος	Pentathlete	Sports and Competition	18990	πενταθλον	1
1807	ἡνίοχος	ηνιοχος	charioteer	Transport	98510	ηνιοχος	1
1807	πένταθλος	πενταθλος	Pentathlete	Sports and Competition	18990	πενταθλον	1
1808	ἡνίοχος	ηνιοχος	charioteer	Transport	98510	ηνιοχος	1
1808	πένταθλος	πενταθλος	Pentathlete	Sports and Competition	18990	πενταθλον	1
1809	ἡνίοχος	ηνιοχος	charioteer	Transport	98510	ηνιοχος	1
1810	ὑποκριτής	υποκριτης	Actor	Drama and Entertainment	17120	υποκριτων	1
1826	κάπηλος	καπηλος	Retailer	Miscellaneous Retail	49190	καπηλος	1
1848	ἱερεύς 	ιερευς 	Priest, sacrificer	Miscellaneous	14990	ιερευς 	1
1852	πρίστης	πριστης	Sawyer	Woodwork	73990	πριστη	1
1883	ἱερεύς 	ιερευς 	Priest, sacrificer	Miscellaneous	14990	ιερευς 	1
1894	ἱερεύς 	ιερευς 	Priest, sacrificer	Miscellaneous	14990	ιερευς 	1
1924	ποιητής	ποιητης	Maker, poet	Literature and Scholarship	17150	ποιητης	1
1924	ὑποκριτής	υποκριτης	Actor	Drama and Entertainment	17120	υποκριτης	1
1938	πένταθλος	πενταθλος	Pentathlete	Sports and Competition	18990	πενταθλον	1
1939	πένταθλος	πενταθλος	Pentathlete	Sports and Competition	18990	πενταθλον	1
1973	ἱερεύς 	ιερευς 	Priest, sacrificer	Miscellaneous	14990	ιερευς 	1
2029	ἀρχιτέκτων	αρχιτεκτων	Architect	Construction	2120	αρχιτεκτονων	1
2039	περιηγητής	περιηγητης	Traveler	Exploration and Travel	43190	περιηγητης	1
2039	ἱερεύς 	ιερευς 	Priest, sacrificer	Miscellaneous	14990	ιερευς 	1
2066	ἱερεύς 	ιερευς 	Priest, sacrificer	Miscellaneous	14990	ιερευς 	1
2087	σοφιστής	σοφιστης	Philosopher/sophist	Education and Training	19190	σοφιστην	1
2113	φιλόσοφος	φιλοσοφος	Philosopher/sophist	Education and Training	19190	φιλοσοφον	1
2116	σοφιστής	σοφιστης	Philosopher/sophist	Education and Training	19190	σοφιστης	1
2116	φιλόσοφος	φιλοσοφος	Philosopher/sophist	Education and Training	19190	φιλοσοφων	1
2150	φιλόσοφος	φιλοσοφος	Philosopher/sophist	Education and Training	19190	φιλοσοφου	1
2169	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματεως	1
2206	ποιητής	ποιητης	Maker, poet	Literature and Scholarship	17150	ποιητης	1
2244	ἱερεύς 	ιερευς 	Priest, sacrificer	Miscellaneous	14990	ιερευς 	1
2247	ἱερεύς 	ιερευς 	Priest, sacrificer	Miscellaneous	14990	ιερευς 	1
2255	ἱερεύς 	ιερευς 	Priest, sacrificer	Miscellaneous	14990	ιερευς 	1
2258	ἱερεύς 	ιερευς 	Priest, sacrificer	Miscellaneous	14990	ιερευς 	1
2269	ἱερεύς 	ιερευς 	Priest, sacrificer	Miscellaneous	14990	ιερευς 	1
2447	γναφαλλουφάντης	γναφαλλουφαντης	Flock weaver	Textiles	75990	γναφαλλουφαντης	1
2725	ἱερεύς 	ιερευς 	Priest, sacrificer	Miscellaneous	14990	ιερευς 	1
2815	ἔμπορος	εμπορος	Maritime trader	Seafaring/Maritime	41110	εμπορον	1
2818	ἀργυροκόπος	αργυροκοπος	Coin minter	Metalwork	72110	αργυροκοπος	1
3242	ἱερεύς 	ιερευς 	Priest, sacrificer	Miscellaneous	14990	ιερευς 	1
3284	διδάσκαλος	διδασκαλος	Teacher	Education and Training	13130	διδασκαλου	1
3379	ἀρχιτέκτων	αρχιτεκτων	Architect	Construction	2120	αρχιτεκτων	1
3394	γραμματεύς	γραμματευς	Scribe	Writing and the Book Trade	30120	γραμματευς	1
3485	ἱερεύς 	ιερευς 	Priest, sacrificer	Miscellaneous	14990	ιερευς 	1
3495	ἱερεύς 	ιερευς 	Priest, sacrificer	Miscellaneous	14990	ιερευς 	1
